"city_matched","label","State","Population_city","hosp_count","mean_rating","median_rating","ACCESS2_city","hcoverage_city","BINGE_city","BPHIGH_city","BPMED_city","CANCER_city","CASTHMA_city","CHD_city","CHECKUP_city","CHOLSCREEN_city","COLONSCREEN_city","COPD_city","COREM_city","COREW_city","CSMOKING_city","DIABETES_city","HIGHCHOL_city","KIDNEY_city","LPA_city","MAMMOUSE_city","MHLTH_city","OBESITY_city","PAPTEST_city","SLEEP_city","STROKE_city","long","lati","PlaceName"
"lafayette","Lafayette, IN","IN",67140,2,4,4,18.6,81.4,14.8,31.5,62.8,6.2,10.5,6.7,64,72.8,59.1,8.2,27.3,30.1,23.2,9.7,35,2.8,25.4,68.4,13.6,31.8,74.4,38,3,-86.8617007404,40.3994285285,"Lafayette"
"lafayette","Lafayette, LA","LA",120623,8,3,3,20.4,79.6,17.2,36.7,66.9,6.1,8.7,7.5,74.5,72.5,63,6.9,35.1,35.5,23.8,10.6,32.8,2.9,27.8,77.9,13,34.1,81.4,35,3.4,-92.0317532321,30.2120582815,"Lafayette"
"lake charles","Lake Charles, LA","LA",71993,3,3,3,25.3,74.7,15.3,42.4,68.3,6,9.2,8,76.9,73.4,60.7,7.8,32.1,33.5,28,12.7,34.9,3,32.5,78.4,14.6,36.9,81,39,4.2,-93.2148796496,30.2030679966,"Lake Charles"
"lakeland","Lakeland, FL","FL",97422,1,2,2,22.7,77.3,16.7,34.9,62.9,6.4,9.7,6.9,70.6,75,61.9,8.2,32.6,29.9,21.9,10.7,33.7,3.1,26,75.9,14.7,31.2,77.2,37.8,3.4,-81.9539536462,28.0558482664,"Lakeland"
"lakewood","Lakewood, CA","CA",80048,2,3,3,14.3,85.7,16.8,25.8,50.5,5.7,7.8,5.1,67.7,76.1,64.1,4.7,26.4,28.9,13.5,9.1,34,2.3,19.7,81.7,10.8,22.4,82.9,36.2,2.4,-118.122204765,33.8470531941,"Lakewood"
"lakewood","Lakewood, CO","CO",142980,2,4,4,14.4,85.6,19.4,24.6,52,5.8,8.6,4.6,60,75.3,63.9,4.7,41,35.1,16.8,6.4,29.6,2.3,15.7,72.4,9.7,20.9,83.2,27.1,2.3,-105.116965444,39.6976734462,"Lakewood"
"lancaster","Lancaster, CA","CA",156633,1,1,1,21.5,78.5,15.8,30,53.3,5.8,9.2,6.6,66.6,74.1,57.2,6.9,23.3,23.2,18.2,11.9,35.1,2.8,25.5,78.2,14.1,29.3,79.9,39.3,3.5,-118.175306356,34.6934347017,"Lancaster"
"lansing","Lansing, MI","MI",114297,3,3,3,17.2,82.8,17.7,34.2,60.9,6.3,11.3,7.2,68.4,73.9,65.8,8.5,33.5,30,22.5,11.6,36,3.4,28.2,78.9,14,36.1,80.6,36.4,3.5,-84.5584470022,42.7090711751,"Lansing"
"laredo","Laredo, TX","TX",236091,2,3,3,44.2,55.8,13.6,33.2,60.8,4.1,8.2,7,64.9,65.7,45.1,5.8,24.6,20.1,16.9,16.8,34.6,3.5,37.6,70.2,12.5,38.6,73.9,33.3,3.4,-99.4867797312,27.5482572475,"Laredo"
"largo","Largo, FL","FL",77648,1,2,2,20.3,79.7,20.2,30.2,59.7,6.7,9,6.6,69.3,75.4,63.5,7.8,34.3,33.2,23.9,9,35,2.8,22.3,76.5,14,28,78,37.5,2.9,-82.7714203383,27.9090907734,"Largo"
"las cruces","Las Cruces, NM","NM",97618,2,2,2,19.9,80.1,15.7,29.1,57.1,5.7,9.4,5.5,61.2,67.5,55.3,5.8,33.1,25.1,17.9,10.3,31.4,3.1,21.1,70.2,12.2,28.8,79.5,32.2,2.8,-106.789465579,32.326638797,"Las Cruces"
"las vegas","Las Vegas, NV","NV",583756,12,2,2,22.6,77.4,15.9,29.9,55.5,5.9,9.3,6.5,63.4,70.7,57.5,7.4,32.1,27.6,20.4,10.8,32.9,3.4,26.2,71.3,12.4,30.3,78,38.9,3.1,-115.262670095,36.2274148438,"Las Vegas"
"lawrence","Lawrence, KS","KS",87643,1,3,3,13.9,86.1,16.8,26.1,60.5,6.4,9.4,5.5,67.8,72.2,65.2,5.9,40,39.1,17.3,8.4,31.1,2.3,20.2,78.1,9.5,28.2,81.4,28.2,2.6,-95.2628259088,38.9599302924,"Lawrence"
"lawrence","Lawrence, MA","MA",76377,1,2,2,21.7,78.3,15.1,33.4,58.9,5.4,13,7.5,76.9,74.8,58.4,8.7,23.4,21.7,20.9,15.1,35.9,4.3,34.9,83.1,16.6,35.9,84.2,42.5,3.4,-71.1626790341,42.7002772201,"Lawrence"
"lawton","Lawton, OK","OK",96867,3,3,3,18.1,81.9,12.7,37.6,63.6,5.8,10.3,7.2,65.5,71.6,53.2,8,37.5,35.4,23.3,12,34,2.7,31.3,67.6,14.3,35.4,73.5,39.3,3.4,-98.4203934803,34.6170564899,"Lawton"
"layton","Layton, UT","UT",67311,1,2,2,13.1,86.9,9.5,27,53.3,5.8,9,4.9,59.2,71.8,70.4,4.1,41.8,31.2,9.7,7.7,33,2.4,16.9,73.3,10,27,77.9,32,2.5,-111.961589302,41.077181614,"Layton"
"lee's summit","Lee's Summit, MO","MO",91364,1,4,4,10.1,89.9,17.4,27.2,61.8,6.6,8.9,5.3,67.6,73.3,68.5,5.4,41.9,43.2,17.6,7.7,32.9,2,18,77.9,9.9,27.5,84,30.4,2.3,-94.3814865856,38.9170508128,"Lee's Summit"
"lewisville","Lewisville, TX","TX",95290,3,3,3,20.2,79.8,16.8,28.6,59.6,5.8,8.1,5.4,70.2,77.3,61.3,5.5,33.9,32.6,15.6,9.7,33.3,3.1,23.8,77,9.7,28.3,79.2,32.3,2.6,-96.9829273031,33.0451992429,"Lewisville"
"lexington","Lexington, KY","KY",295803,6,3,3,10.4,89.6,12.4,36.2,63.9,6.6,11.1,7.2,73,75.3,69.6,8.3,40.4,43.8,23.2,10.8,36.2,3.2,26.3,81.9,12.3,30.8,81.9,37.4,3,-84.4587259608,38.0423254022,"Lexington"
"lincoln","Lincoln, NE","NE",258379,4,4,4,13.5,86.5,21.8,26.8,58.7,5.8,8.4,5.1,60.8,71.1,63.4,5.5,39.3,32.7,18.6,7.7,32.8,2.1,18.8,75.8,9.1,27.8,78.7,30.7,2.5,-96.6806742049,40.8096195695,"Lincoln"
"little rock","Little Rock, AR","AR",193524,5,2,2,16.6,83.4,13.8,38.2,67.5,6.1,9.3,6.7,69.2,74.3,64.4,6.7,35.5,33.2,20.8,11.8,35.5,3,26.7,78.2,12.5,31,82.8,36.5,3.4,-92.3583751863,34.7253957894,"Little Rock"
"livonia","Livonia, MI","MI",96942,1,3,3,9,91,22.7,28.1,53.6,6.8,9.3,5.6,69.6,78.4,72.6,6,38.6,36.4,18.4,7.2,34.9,2.7,18.2,84.2,10.3,25.7,86.2,35.5,2.2,-83.3733073683,42.3971592737,"Livonia"
"long beach","Long Beach, CA","CA",462257,5,2,2,21,79,15.2,28.8,52.7,5.6,8.6,5.8,66.8,73.7,59.6,5.6,25.2,26.5,15.6,11.1,35,2.6,23.9,79.8,12.7,26.2,79.5,37.9,3,-118.160894146,33.8060144825,"Long Beach"
"longmont","Longmont, CO","CO",86270,1,3,3,15.3,84.7,17.6,22.5,51.7,5.9,8.9,4.9,58.4,75.8,62.2,4.9,36.4,35.3,14.5,6.4,29,2.2,14.8,73.1,10,18.2,83.5,27.2,2.5,-105.10195106,40.1695164708,"Longmont"
"longview","Longview, TX","TX",80455,3,3,3,24.8,75.2,16,33.7,61.9,6,9.4,6.2,66.9,72.8,59.8,6.9,32.4,31.6,20.6,11.4,33.9,3.4,28.7,74.3,11.9,35.7,77.3,36,3.4,-94.762197598,32.5192857856,"Longview"
"los angeles","Los Angeles, CA","CA",3792621,38,3,3,23.4,76.6,15.1,28.9,52.3,5.4,8.5,6,65.9,73,57.5,5.7,24.3,24.9,15.6,11.7,35.4,2.7,25.1,79.1,13,26.7,79.1,37.5,3.1,-118.408500088,34.1182277898,"Los Angeles"
"louisville","Louisville, KY","KY",597337,4,2,2,11.4,88.6,14.6,35.2,67.2,6.5,11.7,7.5,73.3,75.7,67.6,9.5,38,38.3,25.5,11.4,35,3.2,27.8,80.8,13.3,32.9,80.7,37.8,3.3,-85.6664099974,38.1777689918,"Louisville"
"loveland","Loveland, CO","CO",66859,2,4,4,11.6,88.4,18.9,22.9,51.2,6,8.8,4.6,62.8,74.8,66,4.8,37,32.2,15.7,6,30.1,2.2,15.1,74.2,9.6,20.1,83.9,24.8,2.3,-105.061758435,40.4165693758,"Loveland"
"lowell","Lowell, MA","MA",106519,1,2,2,11.6,88.4,16.1,28.6,57.3,6.3,12.1,6.3,74.1,79.6,65,7.5,29.5,27.4,19.9,10.8,32,2.9,27.8,84,14.3,26.7,81,38.6,2.9,-71.321714396,42.6388727331,"Lowell"
"lubbock","Lubbock, TX","TX",229573,5,4,4,24.7,75.3,16.3,31.8,60.8,5.8,8.5,6,67.4,71.3,59.3,6,34,31.3,18.2,10.9,33.4,3.2,27.8,75.4,11,33,77.4,33.5,3,-101.886335663,33.5666251178,"Lubbock"
"lynchburg","Lynchburg, VA","VA",75568,1,4,4,18.3,81.7,14.2,33.6,64.9,5.8,10.1,6.3,73.1,75.6,63.9,7.4,35.3,32.7,22.1,10.9,33.9,2.6,27.1,78.1,12.5,32.2,81.5,38.1,3.5,-79.1911081,37.4004163016,"Lynchburg"
"lynwood","Lynwood, CA","CA",69772,1,3,3,37.1,62.9,13.6,31.2,53,4.7,9.5,7.5,64.2,71.1,47.6,6.8,18,17,18.6,16.4,36.3,3.5,34,76,16.3,34.2,77,40.8,4,-118.201648375,33.9239616867,"Lynwood"
"macon","Macon, GA","GA",91351,3,3,3,30,70,11.2,44,69.2,5.6,11.8,7.4,74.3,73,57.9,9.6,29.2,22.9,25.9,16.6,37.3,3.8,34.5,76,16.6,42.9,77,46,5.2,-83.6495823768,32.8320417692,"Macon"
"madison","Madison, WI","WI",233209,3,5,5,9.9,90.1,22.7,27.4,60.1,5.9,9.4,4.8,68.2,75.2,71.1,4.5,36,34.4,14,7.6,31.6,2.1,17.7,79.9,9.8,27.5,84.8,30.3,2.3,-89.3915106344,43.0809865694,"Madison"
"manchester","Manchester, NH","NH",109565,2,4,4,17.6,82.4,16.4,28.4,59.3,6.4,11.1,5.8,68.7,76.7,65.7,7.1,32.2,32.2,19.8,9,31.2,2.3,21.6,79.7,12,31.2,82,36.5,2.7,-71.4445313287,42.9844541713,"Manchester"
"manteca","Manteca, CA","CA",67096,2,3,3,17.1,82.9,17.1,30.5,53.2,5.8,9,5.9,63.2,73.6,63,6.1,28.7,27.1,16.9,9.5,34.3,2.5,25.1,78.6,12.8,27.8,82.4,34.9,2.8,-121.231230612,37.7961925102,"Manteca"
"mcallen","McAllen, TX","TX",129877,1,4,4,38,62,14.3,31.1,59.5,4.4,7.8,6.2,65.4,66.6,51.4,5.3,29.6,26.7,13.3,14.6,34.6,3.4,29.5,71,11.1,35.6,75.6,31.4,3,-98.2451704536,26.2186289942,"McAllen"
"mckinney","McKinney, TX","TX",131117,2,4,4,16.3,83.7,18.9,28.2,58.8,6.1,7.8,5,70.9,77.9,65.7,4.8,34.8,35.8,13.5,8.6,30.4,2.9,20.9,78.9,8.8,27,82.8,32.8,2.4,-96.6677029773,33.1988886952,"McKinney"
"medford","Medford, OR","OR",74907,2,3,3,17,83,19.2,28.9,52.9,6.6,9.9,6.2,58,69,58.5,6.9,31.4,26.4,22.6,9,30.8,3.1,20.3,73.5,14.2,29.7,78.4,33.1,3,-122.853625909,42.3371987584,"Medford"
"melbourne","Melbourne, FL","FL",76068,4,3,2,18.2,81.8,20.5,29.4,59.6,6.6,8.9,6.2,70.4,74.8,64.9,7.2,33.5,31.2,21.6,9,34.1,2.8,22.7,79.2,13.2,25,80.6,37.8,2.9,-80.6508814613,28.1158805782,"Melbourne"
"memphis","Memphis, TN","TN",646889,7,2,2,22.6,77.4,9.6,42.2,69.1,5.8,10.9,7.5,78.2,76.4,61.3,8.9,29.6,32.8,24.4,14.9,33.1,3.4,31.6,79,16.2,36.3,83.9,39.8,4.6,-89.978906085,35.1046295042,"Memphis"
"merced","Merced, CA","CA",78958,1,2,2,25,75,14.1,34.5,54.1,5.5,9.7,6.8,63.6,67.4,54.2,7.3,25.5,22.7,18.5,12.4,35.3,3,30.2,73.8,15,31.6,75.4,36,3.5,-120.477710571,37.3055863217,"Merced"
"mesa","Mesa, AZ","AZ",439041,7,3,3,17.1,82.9,15.6,27.5,55.7,6.1,10.1,5.9,64.4,71.1,62.9,6.9,33.1,32.4,19.3,8.9,33.8,3.4,21.3,77.5,12.4,28.3,80.4,34.7,2.9,-111.718721181,33.4022837359,"Mesa"
"mesquite","Mesquite, TX","TX",139824,2,2,2,26.1,73.9,16.2,32.3,60.7,5.8,9,6.1,68.8,71.8,59.6,6.6,33.5,32,17.9,11.2,33.3,3.4,28.1,77,11.5,32.1,78.1,34.1,3.2,-96.5927445114,32.7641310166,"Mesquite"
"miami","Miami, FL","FL",399457,12,2,3,37,63,14.3,32.4,62.3,4.8,8.5,7.2,71.1,71.2,53.2,6.6,22,20.3,18.9,14.4,35.6,3.9,32.8,75.7,14.8,32.1,76.3,37.4,3.6,-80.2215647762,25.782295897,"Miami"
"miami beach","Miami Beach, FL","FL",87779,1,3,3,23.9,76.1,17,28.5,59.3,5.5,7.4,6,71.3,73.4,62.2,5.2,27.3,26.4,15.1,10.3,34.7,3.1,23.4,79,11.6,25.8,81.1,32.8,2.5,-80.1341952652,25.8167101614,"Miami Beach"
"midland","Midland, TX","TX",111147,1,3,3,23.1,76.9,17.6,31.1,59.2,5.8,8.1,5.6,67.9,74.2,61.7,5.4,32.4,32.7,16.9,10.2,31.1,3.1,25.8,76.4,10.1,32.1,81.1,33.7,2.7,-102.109700973,32.0285948356,"Midland"
"milwaukee","Milwaukee, WI","WI",594833,8,3,3,19.1,80.9,19.8,38.1,63.4,5.6,11.9,6.1,71.1,71.7,62.9,6.7,30.2,25,23.7,13.1,33.3,3,28.6,79,13.8,39,81.5,40.8,3.9,-87.9672412429,43.0641258925,"Milwaukee"
"minneapolis","Minneapolis, MN","MN",382578,6,3,3,11.7,88.3,19.1,27.9,58.1,5.8,9.6,5.4,67.4,75.1,65.9,4.8,30,34.2,17.4,8.6,32.2,2.3,20.6,80,9.6,26.7,83,30.7,2.9,-93.2678345304,44.9635407967,"Minneapolis"
"miramar","Miramar, FL","FL",122041,1,4,4,21,79,16.2,31.3,62.3,5.2,8.3,5.5,76.5,77.1,66.3,5.1,27.6,26.2,14.6,11.3,31.9,3.5,22.4,83.3,11.5,27.5,84.5,39.6,3,-80.3357316003,25.9773288233,"Miramar"
"mission","Mission, TX","TX",77058,1,4,4,39.9,60.1,14.4,30.8,59.2,4.6,7.8,6.3,65.2,66.8,51.7,5.5,30.6,28.5,13.9,14.3,34.4,3.4,30.1,70.9,11.4,35.8,75.5,31.7,3,-98.322770513,26.2033406464,"Mission"
"mission viejo","Mission Viejo, CA","CA",93305,2,3,3,9.4,90.6,20.2,24.8,50.8,6.2,7.8,4.6,66.5,77.4,69.6,4.3,29.9,34.2,11.9,6.9,30.5,2.1,16.2,82.9,9.6,18.8,85.6,29.5,2,-117.655029608,33.6095976891,"Mission Viejo"
"missoula","Missoula, MT","MT",66788,2,4,4,14.2,85.8,20.1,27,52.3,6.3,9.3,5.3,60.6,70.4,60.7,5.9,34.8,32.5,18.3,7.4,30.6,2.1,17.1,76.2,10.5,25.5,80,29.4,2.6,-114.009863843,46.8694402455,"Missoula"
"mobile","Mobile, AL","AL",195111,5,2,2,19.1,80.9,12.8,43,69.3,6.5,10.7,7.6,72.4,73.2,62.7,8.7,34.3,32.2,22,13.8,37.6,3.1,27.4,80.1,15.8,37.6,81.9,42.2,4.1,-88.1184482714,30.6776248648,"Mobile"
"modesto","Modesto, CA","CA",201165,4,2,2,19.5,80.5,16.4,29.5,53.5,5.9,9.3,6.3,64.3,70.7,60.6,6.8,26.9,27.3,18,10.4,32.7,2.7,25.6,78.1,14,30,78.9,35.5,3.1,-120.988548061,37.6615478221,"Modesto"
"montgomery","Montgomery, AL","AL",205764,3,4,3,18.5,81.5,12.2,40.6,70.3,6.4,10.8,7.2,75.2,75.1,63.3,8.6,32.1,27.7,21.3,13.3,36.9,3.1,27.9,80.2,15.5,36.8,83,41.3,4.1,-86.2677059552,32.3472645333,"Montgomery"
"moreno valley","Moreno Valley, CA","CA",193365,2,3,3,23.7,76.3,14.8,32.8,51.7,5.4,9.5,6.3,66.6,72.9,57.6,6.4,22.9,23.9,17.7,12.5,33.8,2.9,29.3,79,14.1,31.7,79.8,40.1,3.4,-117.204501895,33.9244314112,"Moreno Valley"
"mount pleasant","Mount Pleasant, SC","SC",67843,2,4,4,10,90,22.9,27.5,61.2,6.6,7.3,4.8,68.5,79.4,73.6,4.4,49.2,41.8,13.7,7.1,35.1,1.9,14.6,80.8,9.3,22.7,87.1,30.3,2.1,-79.8230343029,32.8538274584,"Mount Pleasant"
"mount vernon","Mount Vernon, NY","NY",67292,1,2,2,16.4,83.6,14.2,37.5,63.8,5.4,11.4,5.7,74.2,79.7,62.4,6.4,25.8,28.4,18,12.5,33.4,2.5,28,79.9,13.2,33.5,83.2,46.7,3.7,-73.8291001676,40.9136008569,"Mount Vernon"
"mountain view","Mountain View, CA","CA",74066,1,4,4,9.4,90.6,15.7,25.7,50,5.6,7.3,4.2,65.9,75.8,68,3.6,30,33.4,9.4,7.3,31.2,2.1,15.7,82.9,8.4,18.4,84,31,1.9,-122.079544343,37.3999252379,"Mountain View"
"muncie","Muncie, IN","IN",70085,1,3,3,21.1,78.9,13.1,36.5,65.3,6.2,11.8,7.4,64.9,69.8,54.8,10.1,30.9,27.9,27.9,11.5,34.8,2.9,30.8,69.9,15.9,36.7,72.2,39.5,3.6,-85.3942940148,40.1987098324,"Muncie"
"murfreesboro","Murfreesboro, TN","TN",108755,3,3,3,14.6,85.4,12.4,36.9,65.3,6.4,9.1,6.6,75,76.8,65,7.4,39.3,37.3,21.7,10.2,32.1,2.8,24.5,80.3,13.5,29.9,84.3,36.7,2.9,-86.408628238,35.850778195,"Murfreesboro"
"murrieta","Murrieta, CA","CA",103466,2,2,2,12.3,87.7,17.8,28.3,48.7,6.1,8.4,5.2,67.3,75.9,66.4,5.1,28.6,31.5,14.5,8.3,32.6,2.3,20.3,81.9,11.1,24.8,84,35.7,2.4,-117.190921143,33.5719743356,"Murrieta"
"nampa","Nampa, ID","ID",81557,2,4,4,27.1,72.9,14.2,30.8,54.2,5.9,9.7,6.5,54.8,64.2,51.2,6.8,29.3,24.1,21,9.2,34.9,2.6,23.3,62.8,13.3,35.1,70.2,34.3,3.3,-116.564145085,43.5829315681,"Nampa"
"napa","Napa, CA","CA",76915,1,3,3,16.6,83.4,17.8,27,51.1,6.1,8.8,5.7,64,73.7,63.8,5.9,28.5,29.9,15.5,8.8,32,2.5,21.6,78.3,12.3,26.1,83.4,30.9,2.6,-122.301093331,38.2980424649,"Napa"
"naperville","Naperville, IL","IL",141853,1,3,3,7,93,20.6,25.7,57.3,5.8,8.1,4.5,67.2,76.1,67.4,3.7,38.3,33.9,11.3,6.7,31.9,2.1,15.9,79.7,7.8,22.7,85.2,30.5,1.9,-88.1657705099,41.7482001145,"Naperville"
"nashua","Nashua, NH","NH",86494,2,4,4,16.1,83.9,16.5,27.7,58.8,6.4,10.5,5.4,69.2,77,67.8,6.3,33.4,33.7,17.6,8.5,31,2.2,19.8,81,11,29.4,83.3,35.5,2.5,-71.4909587631,42.7491554459,"Nashua"
"nashville","Nashville, TN","TN",601222,9,3,3,17.2,82.8,12.3,35.9,67.4,6.2,9.6,6.9,74.9,76.9,63,7.7,35.9,36,22.6,11.3,31.8,2.9,26.7,81.2,13.9,31.1,84.2,36.3,3.3,-86.7845944773,36.1712229904,"Nashville"
"new britain","New Britain, CT","CT",73206,1,2,2,18.3,81.7,14.7,33.4,61.8,6.2,10.8,6.4,69.3,75.9,62.2,7.2,29.4,31.3,19.7,11.1,35.9,2.8,27.7,79.4,14,32.4,83,37.4,3.2,-72.7861630705,41.675922654,"New Britain"
"new haven","New Haven, CT","CT",129779,1,3,3,17.4,82.6,12.9,35.8,61.5,5.8,11.1,6.2,70.5,75.8,64.2,6.8,31.3,32,19.6,12.3,32.8,2.9,28.1,81.9,13.4,35.3,82.3,42.6,3.7,-72.9247595793,41.3113869392,"New Haven"
"new orleans","New Orleans, LA","LA",343829,7,2,2,23.4,76.6,17.3,41.2,69.9,5.5,9,7.7,74.7,74.3,62.7,6.9,37.7,31.4,23.6,13,33.1,3.1,28.2,80.8,13.5,34.4,83.4,38.5,4.3,-89.9316317895,30.0687009935,"New Orleans"
"new rochelle","New Rochelle, NY","NY",77062,1,2,2,14.9,85.1,16.8,30.7,59.3,5.6,9.5,5.2,70.4,79.1,65.2,5.3,30.6,32.9,14.4,9.3,33.8,2.1,23.3,79.1,11.1,26.7,83.8,39.9,2.6,-73.7843883178,40.9321713141,"New Rochelle"
"new york","New York, NY","NY",8175133,39,2,1,18.3,81.7,15.5,30.7,59,5.3,10.2,5.6,74.3,77,62.2,6,28.6,26.3,16.8,11.2,34.1,2.3,28.8,77.9,12.6,26.3,80.7,41,3.1,-73.9313850409,40.694960689,"New York"
"newark","Newark, NJ","NJ",277140,3,1,1,28.9,71.1,13.3,39,63.1,4.8,10.9,7.6,74.8,73.9,53,8.4,24,17.5,24,15.7,36,3.2,35.8,74.7,15.7,37.6,74.5,48,4.6,-74.1752997118,40.7260693449,"Newark"
"newport beach","Newport Beach, CA","CA",85186,1,4,4,7,93,20.5,25.1,51,6.4,7.7,4.4,66.7,77.5,71.3,3.9,31.5,35.5,10.5,6.1,30.7,2,13.8,83.5,8.7,17.8,86.6,27.7,1.9,-117.867364631,33.6150103607,"Newport Beach"
"newport news","Newport News, VA","VA",180719,2,3,3,17.4,82.6,14.8,34.6,65,5.6,9.7,6,75.8,77.1,66,6.5,35.3,33.1,22.3,10.8,33,2.5,25.6,82.2,11.5,32.8,84.6,41.7,3.3,-76.5182644502,37.1051141309,"Newport News"
"newton","Newton, MA","MA",85146,1,4,4,4.1,95.9,19.2,25.3,55.1,6.8,10.2,4.4,76.6,82.5,76.9,4.1,36.3,35.9,10.7,6.7,30.5,2.2,14.9,88.9,9,20.4,89.4,31.2,1.8,-71.2084466944,42.3316567616,"Newton"
"norfolk","Norfolk, VA","VA",242803,4,3,3,17.9,82.1,16.2,34.7,64.4,5.5,9.6,6.2,76.6,76.6,64.5,7,34.7,31.9,22.4,11.6,33.5,2.7,26.7,82.2,11.9,33.1,82.6,39.9,3.6,-76.2567157761,36.8932863006,"Norfolk"
"norman","Norman, OK","OK",110925,2,4,4,13.8,86.2,14.3,35.4,60.8,6,9.7,6.4,60.6,72.6,61,6.7,41.6,36.6,19.6,9.3,36.2,2.3,26.3,71.5,12.7,30.6,76.2,34,2.7,-97.3470413838,35.2335032647,"Norman"
"north charleston","North Charleston, SC","SC",97471,1,2,2,25.2,74.8,16.8,37.4,67.6,6,9.7,7,69.5,76.6,61.5,8.1,38.2,30,23.7,13.7,36.7,2.8,28.4,76.3,14.9,35.5,79.4,40.6,4.3,-80.0738525014,32.9100915071,"North Charleston"
"north las vegas","North Las Vegas, NV","NV",216961,1,2,2,25.5,74.5,14.9,31.5,56.5,5.6,9.7,6.8,64,70.6,55.3,7.9,28.9,24.5,21.4,12.5,32.9,3.6,29,71.1,13.2,32.4,77,41,3.6,-115.088496088,36.2891993562,"North Las Vegas"
"norwalk","Norwalk, CA","CA",105549,1,2,2,24.5,75.5,15.3,26.8,50.3,4.9,7.8,5.8,65.7,73.9,55.9,5,22.3,23.1,14.4,12.2,35,2.7,26,79.3,12.3,26.5,80.4,37.9,2.7,-118.082915204,33.9068808228,"Norwalk"
"norwalk","Norwalk, CT","CT",85603,1,3,3,12.9,87.1,17.6,28.8,56.9,6.3,8.7,5,66.3,78.6,69.1,4.9,33.7,38.7,16.4,8.1,30.4,2.3,19.8,81.4,10.4,24.6,85.6,34.4,2.4,-73.4224513123,41.1175631682,"Norwalk"
"o'fallon","O'Fallon, MO","MO",79329,3,3,3,10.4,89.6,17.6,26.1,60.7,6.4,8.6,5.4,68.6,75.1,67.7,5.7,40.5,42.5,17.8,7.7,32.8,2.1,20.5,76.5,10.4,24.9,83,32.4,2.3,-90.7176856736,38.7852244161,"O'Fallon"
"oakland","Oakland, CA","CA",390724,4,2,3,18.3,81.7,14,29.3,54.9,5.4,9.3,5.5,66.5,72.7,63,5.6,28.9,25,15.2,11.5,31.7,2.7,24.5,79.2,12.5,25.8,80.7,36,3.3,-122.214859257,37.790878035,"Oakland"
"oceanside","Oceanside, CA","CA",167086,1,2,2,16.7,83.3,18,26.4,52,5.9,8.5,5.7,65.6,74.4,62.8,5.8,29.3,27.3,15.3,9.8,30.9,2.6,22.6,78.5,12.4,24.4,81.8,35.4,2.7,-117.308200285,33.2247457474,"Oceanside"
"odessa","Odessa, TX","TX",99940,3,2,2,29,71,17,31.7,59.6,5.6,8.5,6.2,64.9,70.2,56.2,6.1,29.9,30.2,18.2,11.7,35.1,3.3,30.1,74.6,11.3,35,78.6,35.3,3,-102.344465435,31.879456461,"Odessa"
"ogden","Ogden, UT","UT",82825,2,3,3,22.7,77.3,9.9,31.5,55.6,5.8,10.1,6,59.9,67,61.7,5.6,29.6,25.2,15.4,10.4,34.1,3.1,23.1,66.6,12.9,33.9,70.6,36.8,3.2,-111.967450557,41.2281567535,"Ogden"
"oklahoma city","Oklahoma City, OK","OK",579999,19,3,3,19.6,80.4,13.4,34.7,61.9,5.8,10.1,6.9,62.5,71.5,57.8,7.4,37.8,37.3,20.5,10.9,34.9,2.6,28.5,71.6,13.8,32.4,77.3,35.9,3.2,-97.5137615524,35.467564288,"Oklahoma City"
"olathe","Olathe, KS","KS",125872,2,3,3,12.2,87.8,18,26.7,60.9,6.4,8,4.9,69.3,77.5,68.5,5,43.6,36,15.2,8,32.2,2.3,19.6,81,8.4,27.3,85.6,27.7,2.3,-94.8192070197,38.884693021,"Olathe"
"omaha","Omaha, NE","NE",408958,11,3,3,16.3,83.7,20.9,29.2,61,5.7,8.3,5.6,64.8,71.6,62.6,5.7,37.4,35.6,20.4,9.4,31.4,2.4,22.3,76.4,9.5,30.6,80.9,32.8,2.9,-96.0415076441,41.2642309111,"Omaha"
"orange","Orange, CA","CA",136416,5,2,2,15.9,84.1,18.2,26.3,51.6,5.7,8.2,5.2,65.1,75.3,63.7,5.1,26.9,29.9,14,8.8,31.4,2.4,21.5,80.4,11.3,21.6,81.9,31.8,2.4,-117.8231855,33.8046419567,"Orange"
"orem","Orem, UT","UT",88328,2,4,4,16,84,7.6,24.6,51.6,5.9,8.9,5.2,55.5,69,65.1,4.4,33.2,28.9,7.9,7.9,30.5,3,17.1,69.7,10.5,28,72.2,31.6,2.7,-111.699188517,40.2987127625,"Orem"
"orlando","Orlando, FL","FL",238300,3,2,2,22.9,77.1,16.8,33.2,61.7,5.9,9.2,6.5,70.5,74.6,63.9,7,27.3,30,18.9,11.2,33.5,3.4,26.3,79.8,13.5,28.6,79.2,36,3.4,-81.3452411179,28.4800646771,"Orlando"
"overland park","Overland Park, KS","KS",173372,8,4,4,9.8,90.2,17.9,26,60.5,6.5,7.7,4.5,69.9,78,70.5,4.3,45.1,38,12.9,7.2,31.9,2.1,17.1,82.2,7.4,25.3,86.7,26.4,2.1,-94.6872267067,38.8872922575,"Overland Park"
"oxnard","Oxnard, CA","CA",197899,1,2,2,26.9,73.1,15.3,30.7,52.8,4.9,8.7,6.2,60.3,72.9,56.2,5.7,23.2,22.5,15.5,12.2,33.9,2.9,29.2,76.9,13.5,27.8,79.6,32.5,3,-119.18187657,34.1959237731,"Oxnard"
