"Hospital.Name","Hospital.Type","Address","label","State","ZIP.Code","Emergency.Services","Hospital.overall.rating","count","city_matched","Population2010","Geolocation","ACCESS2_AdjPrev","ARTHRITIS_AdjPrev","BINGE_AdjPrev","BPHIGH_AdjPrev","BPMED_AdjPrev","CANCER_AdjPrev","CASTHMA_AdjPrev","CHD_AdjPrev","CHECKUP_AdjPrev","CHOLSCREEN_AdjPrev","COLON_SCREEN_AdjPrev","COPD_AdjPrev","COREM_AdjPrev","COREW_AdjPrev","CSMOKING_AdjPrev","DENTAL_AdjPrev","DIABETES_AdjPrev","HIGHCHOL_AdjPrev","KIDNEY_AdjPrev","LPA_AdjPrev","MAMMOUSE_AdjPrev","MHLTH_AdjPrev","OBESITY_AdjPrev","PAPTEST_AdjPrev","PHLTH_AdjPrev","SLEEP_AdjPrev","STROKE_AdjPrev","TEETHLOST_AdjPrev","owner_tri","PlaceName","f_address.x","long.x","lati.x","f_address.y","long.y","lati.y"
"CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY","Acute Care Hospitals","601 NORTH 30TH ST","Omaha, NE","NE",68131,"true",3,1,"omaha",408958,"(41.26423091110, -96.0415076441)",16.3,23.6,20.9,29.2,61,5.7,8.3,5.6,64.8,71.6,62.6,5.7,37.4,35.6,20.4,64.1,9.4,31.4,2.4,22.3,76.4,9.5,30.6,80.9,10.2,32.8,2.9,13.8,"Non-profit","Omaha","601 NORTH 30TH ST Omaha NE 68131",-95.9564313,41.3054682,"601 NORTH 30TH ST Omaha NE 68131",-95.9564313,41.3054682
"CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY","Acute Care Hospitals","601 NORTH 30TH ST","Omaha, NE","NE",68131,"true",3,1,"omaha",408958,"(41.26423091110, -96.0415076441)",16.3,23.6,20.9,29.2,61,5.7,8.3,5.6,64.8,71.6,62.6,5.7,37.4,35.6,20.4,64.1,9.4,31.4,2.4,22.3,76.4,9.5,30.6,80.9,10.2,32.8,2.9,13.8,"Non-profit","Omaha","601 NORTH 30TH ST Omaha NE 68131",-95.9564313,41.3054682,"7500 MERCY RD Omaha NE 68124",-96.0237627,41.2382411
"CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY","Acute Care Hospitals","601 NORTH 30TH ST","Omaha, NE","NE",68131,"true",3,1,"omaha",408958,"(41.26423091110, -96.0415076441)",16.3,23.6,20.9,29.2,61,5.7,8.3,5.6,64.8,71.6,62.6,5.7,37.4,35.6,20.4,64.1,9.4,31.4,2.4,22.3,76.4,9.5,30.6,80.9,10.2,32.8,2.9,13.8,"Non-profit","Omaha","7500 MERCY RD Omaha NE 68124",-96.0237627,41.2382411,"601 NORTH 30TH ST Omaha NE 68131",-95.9564313,41.3054682
"CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY","Acute Care Hospitals","601 NORTH 30TH ST","Omaha, NE","NE",68131,"true",3,1,"omaha",408958,"(41.26423091110, -96.0415076441)",16.3,23.6,20.9,29.2,61,5.7,8.3,5.6,64.8,71.6,62.6,5.7,37.4,35.6,20.4,64.1,9.4,31.4,2.4,22.3,76.4,9.5,30.6,80.9,10.2,32.8,2.9,13.8,"Non-profit","Omaha","7500 MERCY RD Omaha NE 68124",-96.0237627,41.2382411,"7500 MERCY RD Omaha NE 68124",-96.0237627,41.2382411
"CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY","Acute Care Hospitals","7500 MERCY RD","Omaha, NE","NE",68124,"true",4,1,"omaha",408958,"(41.26423091110, -96.0415076441)",16.3,23.6,20.9,29.2,61,5.7,8.3,5.6,64.8,71.6,62.6,5.7,37.4,35.6,20.4,64.1,9.4,31.4,2.4,22.3,76.4,9.5,30.6,80.9,10.2,32.8,2.9,13.8,"Non-profit","Omaha","601 NORTH 30TH ST Omaha NE 68131",-95.9564313,41.3054682,"601 NORTH 30TH ST Omaha NE 68131",-95.9564313,41.3054682
"CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY","Acute Care Hospitals","7500 MERCY RD","Omaha, NE","NE",68124,"true",4,1,"omaha",408958,"(41.26423091110, -96.0415076441)",16.3,23.6,20.9,29.2,61,5.7,8.3,5.6,64.8,71.6,62.6,5.7,37.4,35.6,20.4,64.1,9.4,31.4,2.4,22.3,76.4,9.5,30.6,80.9,10.2,32.8,2.9,13.8,"Non-profit","Omaha","601 NORTH 30TH ST Omaha NE 68131",-95.9564313,41.3054682,"7500 MERCY RD Omaha NE 68124",-96.0237627,41.2382411
"CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY","Acute Care Hospitals","7500 MERCY RD","Omaha, NE","NE",68124,"true",4,1,"omaha",408958,"(41.26423091110, -96.0415076441)",16.3,23.6,20.9,29.2,61,5.7,8.3,5.6,64.8,71.6,62.6,5.7,37.4,35.6,20.4,64.1,9.4,31.4,2.4,22.3,76.4,9.5,30.6,80.9,10.2,32.8,2.9,13.8,"Non-profit","Omaha","7500 MERCY RD Omaha NE 68124",-96.0237627,41.2382411,"601 NORTH 30TH ST Omaha NE 68131",-95.9564313,41.3054682
"CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY","Acute Care Hospitals","7500 MERCY RD","Omaha, NE","NE",68124,"true",4,1,"omaha",408958,"(41.26423091110, -96.0415076441)",16.3,23.6,20.9,29.2,61,5.7,8.3,5.6,64.8,71.6,62.6,5.7,37.4,35.6,20.4,64.1,9.4,31.4,2.4,22.3,76.4,9.5,30.6,80.9,10.2,32.8,2.9,13.8,"Non-profit","Omaha","7500 MERCY RD Omaha NE 68124",-96.0237627,41.2382411,"7500 MERCY RD Omaha NE 68124",-96.0237627,41.2382411
"CHI HEALTH IMMANUEL","Acute Care Hospitals","6901 NORTH 72ND ST","Omaha, NE","NE",68122,"true",3,1,"omaha",408958,"(41.26423091110, -96.0415076441)",16.3,23.6,20.9,29.2,61,5.7,8.3,5.6,64.8,71.6,62.6,5.7,37.4,35.6,20.4,64.1,9.4,31.4,2.4,22.3,76.4,9.5,30.6,80.9,10.2,32.8,2.9,13.8,"Non-profit","Omaha","6901 NORTH 72ND ST Omaha NE 68122",-96.0227926,41.3680522,"6901 NORTH 72ND ST Omaha NE 68122",-96.0227926,41.3680522
"LINCOLN SURGICAL HOSPITAL","Acute Care Hospitals","1710 SOUTH 70TH ST, SUITE 200","Lincoln, NE","NE",68506,"false",NA,1,"lincoln",258379,"(40.80961956950, -96.6806742049)",13.5,22.5,21.8,26.8,58.7,5.8,8.4,5.1,60.8,71.1,63.4,5.5,39.3,32.7,18.6,68.3,7.7,32.8,2.1,18.8,75.8,9.1,27.8,78.7,9,30.7,2.5,10.2,"Proprietary","Lincoln","1710 SOUTH 70TH ST, SUITE 200 Lincoln NE 68506",-96.6237494,40.7949218,"1710 SOUTH 70TH ST, SUITE 200 Lincoln NE 68506",-96.6237494,40.7949218
"CHI HEALTH NEBRASKA HEART","Acute Care Hospitals","7500 SOUTH 91ST ST","Lincoln, NE","NE",68526,"false",5,1,"lincoln",258379,"(40.80961956950, -96.6806742049)",13.5,22.5,21.8,26.8,58.7,5.8,8.4,5.1,60.8,71.1,63.4,5.5,39.3,32.7,18.6,68.3,7.7,32.8,2.1,18.8,75.8,9.1,27.8,78.7,9,30.7,2.5,10.2,"Non-profit","Lincoln","7500 SOUTH 91ST ST Lincoln NE 68526",-96.5933243254046,40.73656375,"7500 SOUTH 91ST ST Lincoln NE 68526",-96.5933243254046,40.73656375
"NEBRASKA ORTHOPAEDIC HOSPITAL","Acute Care Hospitals","2808 SOUTH 143RD PLZ","Omaha, NE","NE",68144,"true",5,1,"omaha",408958,"(41.26423091110, -96.0415076441)",16.3,23.6,20.9,29.2,61,5.7,8.3,5.6,64.8,71.6,62.6,5.7,37.4,35.6,20.4,64.1,9.4,31.4,2.4,22.3,76.4,9.5,30.6,80.9,10.2,32.8,2.9,13.8,"Proprietary","Omaha","2808 SOUTH 143RD PLZ Omaha NE 68144",-96.1356668420455,41.2328724,"2808 SOUTH 143RD PLZ Omaha NE 68144",-96.1356668420455,41.2328724
"CHI HEALTH LAKESIDE","Acute Care Hospitals","16901 LAKESIDE HILLS CT","Omaha, NE","NE",68130,"true",3,1,"omaha",408958,"(41.26423091110, -96.0415076441)",16.3,23.6,20.9,29.2,61,5.7,8.3,5.6,64.8,71.6,62.6,5.7,37.4,35.6,20.4,64.1,9.4,31.4,2.4,22.3,76.4,9.5,30.6,80.9,10.2,32.8,2.9,13.8,"Non-profit","Omaha","16901 LAKESIDE HILLS CT Omaha NE 68130",-96.1806308339671,41.23774365,"16901 LAKESIDE HILLS CT Omaha NE 68130",-96.1806308339671,41.23774365
"MIDWEST SURGICAL HOSPITAL LLC","Acute Care Hospitals","7915 FARNAM DRIVE","Omaha, NE","NE",68114,"false",NA,1,"omaha",408958,"(41.26423091110, -96.0415076441)",16.3,23.6,20.9,29.2,61,5.7,8.3,5.6,64.8,71.6,62.6,5.7,37.4,35.6,20.4,64.1,9.4,31.4,2.4,22.3,76.4,9.5,30.6,80.9,10.2,32.8,2.9,13.8,"Proprietary","Omaha","7915 FARNAM DRIVE Omaha NE 68114",-96.0389059,41.258889,"7915 FARNAM DRIVE Omaha NE 68114",-96.0389059,41.258889
"NEBRASKA SPINE HOSPITAL, LLC","Acute Care Hospitals","P O BOX 34400, 6901 NORTH 72ND ST, STE 20300","Omaha, NE","NE",68122,"false",NA,1,"omaha",408958,"(41.26423091110, -96.0415076441)",16.3,23.6,20.9,29.2,61,5.7,8.3,5.6,64.8,71.6,62.6,5.7,37.4,35.6,20.4,64.1,9.4,31.4,2.4,22.3,76.4,9.5,30.6,80.9,10.2,32.8,2.9,13.8,"Proprietary","Omaha","P O BOX 34400, 6901 NORTH 72ND ST, STE 20300 Omaha NE 68122",-96.0213285,41.32182,"P O BOX 34400, 6901 NORTH 72ND ST, STE 20300 Omaha NE 68122",-96.0213285,41.32182
"BOYS TOWN NATIONAL RESEARCH HOSPITAL","Childrens","555 NORTH 30TH ST","Omaha, NE","NE",68131,"false",NA,1,"omaha",408958,"(41.26423091110, -96.0415076441)",16.3,23.6,20.9,29.2,61,5.7,8.3,5.6,64.8,71.6,62.6,5.7,37.4,35.6,20.4,64.1,9.4,31.4,2.4,22.3,76.4,9.5,30.6,80.9,10.2,32.8,2.9,13.8,"Non-profit","Omaha","555 NORTH 30TH ST Omaha NE 68131",-95.9564313,41.3054682,"555 NORTH 30TH ST Omaha NE 68131",-95.9564313,41.3054682
"CHILDREN'S HOSPITAL & MEDICAL CENTER","Childrens","8200 DODGE ST","Omaha, NE","NE",68114,"true",NA,1,"omaha",408958,"(41.26423091110, -96.0415076441)",16.3,23.6,20.9,29.2,61,5.7,8.3,5.6,64.8,71.6,62.6,5.7,37.4,35.6,20.4,64.1,9.4,31.4,2.4,22.3,76.4,9.5,30.6,80.9,10.2,32.8,2.9,13.8,"Non-profit","Omaha","8200 DODGE ST Omaha NE 68114",-96.0331753,41.2596018,"8200 DODGE ST Omaha NE 68114",-96.0331753,41.2596018
"RENOWN REGIONAL MEDICAL CENTER","Acute Care Hospitals","1155 MILL STREET","Reno, NV","NV",89502,"true",1,1,"reno",225221,"(39.55401719980, -119.852733516)",19.6,22.7,19,28.1,52,6.1,9.3,6.1,60.2,72.3,59.9,7.3,31.9,28,19.3,60.4,8.8,33.6,3,20.3,70.6,12.3,22.8,76.9,13,33.7,2.9,16.3,"Non-profit","Reno","1155 MILL STREET Reno NV 89502",-119.795960623868,39.52549475,"1155 MILL STREET Reno NV 89502",-119.795960623868,39.52549475
"SUNRISE HOSPITAL AND MEDICAL CENTER","Acute Care Hospitals","3186 S MARYLAND PKWY","Las Vegas, NV","NV",89109,"true",1,1,"las vegas",583756,"(36.22741484380, -115.262670095)",22.6,23.1,15.9,29.9,55.5,5.9,9.3,6.5,63.4,70.7,57.5,7.4,32.1,27.6,20.4,56.1,10.8,32.9,3.4,26.2,71.3,12.4,30.3,78,13.5,38.9,3.1,18.2,"Proprietary","Las Vegas","3186 S MARYLAND PKWY Las Vegas NV 89109",-115.1362849,36.1332139,"3186 S MARYLAND PKWY Las Vegas NV 89109",-115.1362849,36.1332139
"NORTH VISTA HOSPITAL","Acute Care Hospitals","1409 EAST LAKE MEAD BLVD","North Las Vegas, NV","NV",89030,"true",2,NA,"north las vegas",216961,"(36.28919935620, -115.088496088)",25.5,23.8,14.9,31.5,56.5,5.6,9.7,6.8,64,70.6,55.3,7.9,28.9,24.5,21.4,52,12.5,32.9,3.6,29,71.1,13.2,32.4,77,14.8,41,3.6,22.7,"Non-profit","North Las Vegas","1409 EAST LAKE MEAD BLVD North Las Vegas NV 89030",-115.1226674,36.1949971,"1409 EAST LAKE MEAD BLVD North Las Vegas NV 89030",-115.1226674,36.1949971
"UNIVERSITY MEDICAL CENTER","Acute Care Hospitals","1800 W CHARLESTON BLVD","Las Vegas, NV","NV",89102,"true",1,1,"las vegas",583756,"(36.22741484380, -115.262670095)",22.6,23.1,15.9,29.9,55.5,5.9,9.3,6.5,63.4,70.7,57.5,7.4,32.1,27.6,20.4,56.1,10.8,32.9,3.4,26.2,71.3,12.4,30.3,78,13.5,38.9,3.1,18.2,"Government","Las Vegas","1800 W CHARLESTON BLVD Las Vegas NV 89102",-115.1676141,36.1597282,"1800 W CHARLESTON BLVD Las Vegas NV 89102",-115.1676141,36.1597282
"SAINT MARY'S REGIONAL MEDICAL CENTER","Acute Care Hospitals","235 W 6TH ST","Reno, NV","NV",89503,"true",3,1,"reno",225221,"(39.55401719980, -119.852733516)",19.6,22.7,19,28.1,52,6.1,9.3,6.1,60.2,72.3,59.9,7.3,31.9,28,19.3,60.4,8.8,33.6,3,20.3,70.6,12.3,22.8,76.9,13,33.7,2.9,16.3,"Non-profit","Reno","235 W 6TH ST Reno NV 89503",-119.8185366,39.5324559,"235 W 6TH ST Reno NV 89503",-119.8185366,39.5324559
"ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS","Acute Care Hospitals","102 E LAKE MEAD DR","Henderson, NV","NV",89015,"true",3,1,"henderson",257729,"(36.01223949160, -115.037392161)",14.2,21.6,17.6,27.4,53.7,6.2,8.6,5.6,64.2,72.8,63.2,6.2,34.9,30.9,17.7,65.1,8.5,32.1,3,20.5,74,10.6,26.1,81.3,10.5,36.2,2.5,13.4,"Non-profit","Henderson","102 E LAKE MEAD DR Henderson NV 89015",-114.9843582,36.0386559,"102 E LAKE MEAD DR Henderson NV 89015",-114.9843582,36.0386559
"VALLEY HOSPITAL MEDICAL CENTER","Acute Care Hospitals","620 SHADOW LANE","Las Vegas, NV","NV",89106,"true",1,NA,"las vegas",583756,"(36.22741484380, -115.262670095)",22.6,23.1,15.9,29.9,55.5,5.9,9.3,6.5,63.4,70.7,57.5,7.4,32.1,27.6,20.4,56.1,10.8,32.9,3.4,26.2,71.3,12.4,30.3,78,13.5,38.9,3.1,18.2,"Proprietary","Las Vegas","620 SHADOW LANE Las Vegas NV 89106",-115.167722814962,36.16298,"620 SHADOW LANE Las Vegas NV 89106",-115.167722814962,36.16298
"DESERT SPRINGS HOSPITAL","Acute Care Hospitals","2075 EAST FLAMINGO ROAD","Las Vegas, NV","NV",89119,"true",1,NA,"las vegas",583756,"(36.22741484380, -115.262670095)",22.6,23.1,15.9,29.9,55.5,5.9,9.3,6.5,63.4,70.7,57.5,7.4,32.1,27.6,20.4,56.1,10.8,32.9,3.4,26.2,71.3,12.4,30.3,78,13.5,38.9,3.1,18.2,"Proprietary","Las Vegas","2075 EAST FLAMINGO ROAD Las Vegas NV 89119",-115.1254392,36.113551,"2075 EAST FLAMINGO ROAD Las Vegas NV 89119",-115.1254392,36.113551
"NORTHERN NEVADA MEDICAL CENTER","Acute Care Hospitals","2375 PRATER WAY","Sparks, NV","NV",89434,"true",3,1,"sparks",90264,"(39.57337327600, -119.713134168)",19.4,22.7,19.4,27.4,51.6,6,9.3,6,60.4,73,60.3,7.2,31.1,27.2,19.3,60.8,8.7,33.2,3,20.5,70.6,12.2,22.6,77.8,12.8,33.9,2.8,17.3,"Proprietary","Sparks","2375 PRATER WAY Sparks NV 89434",-119.6968906,39.5417603,"2375 PRATER WAY Sparks NV 89434",-119.6968906,39.5417603
"MOUNTAINVIEW HOSPITAL","Acute Care Hospitals","3100 N TENAYA WAY","Las Vegas, NV","NV",89128,"true",2,1,"las vegas",583756,"(36.22741484380, -115.262670095)",22.6,23.1,15.9,29.9,55.5,5.9,9.3,6.5,63.4,70.7,57.5,7.4,32.1,27.6,20.4,56.1,10.8,32.9,3.4,26.2,71.3,12.4,30.3,78,13.5,38.9,3.1,18.2,"Proprietary","Las Vegas","3100 N TENAYA WAY Las Vegas NV 89128",-115.2489061,36.2156427,"3100 N TENAYA WAY Las Vegas NV 89128",-115.2489061,36.2156427
"SUMMERLIN HOSPITAL MEDICAL CENTER","Acute Care Hospitals","657 TOWN CENTER DRIVE","Las Vegas, NV","NV",89144,"true",3,1,"las vegas",583756,"(36.22741484380, -115.262670095)",22.6,23.1,15.9,29.9,55.5,5.9,9.3,6.5,63.4,70.7,57.5,7.4,32.1,27.6,20.4,56.1,10.8,32.9,3.4,26.2,71.3,12.4,30.3,78,13.5,38.9,3.1,18.2,"Proprietary","Las Vegas","657 TOWN CENTER DRIVE Las Vegas NV 89144",-115.316938292557,36.1811913,"657 TOWN CENTER DRIVE Las Vegas NV 89144",-115.316938292557,36.1811913
"HARMON HOSPITAL","Acute Care Hospitals","2170 EAST HARMON AVENUE","Las Vegas, NV","NV",89119,"false",NA,NA,"las vegas",583756,"(36.22741484380, -115.262670095)",22.6,23.1,15.9,29.9,55.5,5.9,9.3,6.5,63.4,70.7,57.5,7.4,32.1,27.6,20.4,56.1,10.8,32.9,3.4,26.2,71.3,12.4,30.3,78,13.5,38.9,3.1,18.2,"Non-profit","Las Vegas","2170 EAST HARMON AVENUE Las Vegas NV 89119",-115.1227991,36.1079057,"2170 EAST HARMON AVENUE Las Vegas NV 89119",-115.1227991,36.1079057
"ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS","Acute Care Hospitals","3001 ST ROSE PARKWAY","Henderson, NV","NV",89052,"true",1,1,"henderson",257729,"(36.01223949160, -115.037392161)",14.2,21.6,17.6,27.4,53.7,6.2,8.6,5.6,64.2,72.8,63.2,6.2,34.9,30.9,17.7,65.1,8.5,32.1,3,20.5,74,10.6,26.1,81.3,10.5,36.2,2.5,13.4,"Non-profit","Henderson","3001 ST ROSE PARKWAY Henderson NV 89052",-115.115267558791,36.0046184,"3001 ST ROSE PARKWAY Henderson NV 89052",-115.115267558791,36.0046184
"SPRING VALLEY HOSPITAL MEDICAL CENTER","Acute Care Hospitals","5400 SOUTH RAINBOW BLVD","Las Vegas, NV","NV",89118,"true",2,NA,"las vegas",583756,"(36.22741484380, -115.262670095)",22.6,23.1,15.9,29.9,55.5,5.9,9.3,6.5,63.4,70.7,57.5,7.4,32.1,27.6,20.4,56.1,10.8,32.9,3.4,26.2,71.3,12.4,30.3,78,13.5,38.9,3.1,18.2,"Proprietary","Las Vegas","5400 SOUTH RAINBOW BLVD Las Vegas NV 89118",-115.2406395,36.090114,"5400 SOUTH RAINBOW BLVD Las Vegas NV 89118",-115.2406395,36.090114
"SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER","Acute Care Hospitals","9300 WEST SUNSET RD","Las Vegas, NV","NV",89148,"true",3,NA,"las vegas",583756,"(36.22741484380, -115.262670095)",22.6,23.1,15.9,29.9,55.5,5.9,9.3,6.5,63.4,70.7,57.5,7.4,32.1,27.6,20.4,56.1,10.8,32.9,3.4,26.2,71.3,12.4,30.3,78,13.5,38.9,3.1,18.2,"Non-profit","Las Vegas","9300 WEST SUNSET RD Las Vegas NV 89148",-115.2951512,36.0726581,"9300 WEST SUNSET RD Las Vegas NV 89148",-115.2951512,36.0726581
"RENOWN SOUTH MEADOWS MEDICAL CENTER","Acute Care Hospitals","10101 DOUBLE R BLVD","Reno, NV","NV",89521,"true",4,1,"reno",225221,"(39.55401719980, -119.852733516)",19.6,22.7,19,28.1,52,6.1,9.3,6.1,60.2,72.3,59.9,7.3,31.9,28,19.3,60.4,8.8,33.6,3,20.3,70.6,12.3,22.8,76.9,13,33.7,2.9,16.3,"Non-profit","Reno","10101 DOUBLE R BLVD Reno NV 89521",-119.7600878,39.4359707,"10101 DOUBLE R BLVD Reno NV 89521",-119.7600878,39.4359707
"ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS","Acute Care Hospitals","8280 W WARM SPRINGS ROAD","Las Vegas, NV","NV",89113,"true",2,NA,"las vegas",583756,"(36.22741484380, -115.262670095)",22.6,23.1,15.9,29.9,55.5,5.9,9.3,6.5,63.4,70.7,57.5,7.4,32.1,27.6,20.4,56.1,10.8,32.9,3.4,26.2,71.3,12.4,30.3,78,13.5,38.9,3.1,18.2,"Non-profit","Las Vegas","8280 W WARM SPRINGS ROAD Las Vegas NV 89113",-115.2721263,36.057322,"8280 W WARM SPRINGS ROAD Las Vegas NV 89113",-115.2721263,36.057322
"CENTENNIAL HILLS HOSPITAL MEDICAL CENTER","Acute Care Hospitals","6900 N DURANGO DR","Las Vegas, NV","NV",89149,"true",2,1,"las vegas",583756,"(36.22741484380, -115.262670095)",22.6,23.1,15.9,29.9,55.5,5.9,9.3,6.5,63.4,70.7,57.5,7.4,32.1,27.6,20.4,56.1,10.8,32.9,3.4,26.2,71.3,12.4,30.3,78,13.5,38.9,3.1,18.2,"Proprietary","Las Vegas","6900 N DURANGO DR Las Vegas NV 89149",-115.2860387,36.2867883,"6900 N DURANGO DR Las Vegas NV 89149",-115.2860387,36.2867883
"MOUNTAIN'S EDGE HOSPITAL","Acute Care Hospitals","8656 WEST PATRICK LANE","Las Vegas, NV","NV",89148,"false",NA,NA,"las vegas",583756,"(36.22741484380, -115.262670095)",22.6,23.1,15.9,29.9,55.5,5.9,9.3,6.5,63.4,70.7,57.5,7.4,32.1,27.6,20.4,56.1,10.8,32.9,3.4,26.2,71.3,12.4,30.3,78,13.5,38.9,3.1,18.2,"Non-profit","Las Vegas","8656 WEST PATRICK LANE Las Vegas NV 89148",-115.2806608,36.0778026,"8656 WEST PATRICK LANE Las Vegas NV 89148",-115.2806608,36.0778026
"BOULDER CITY HOSPITAL","Critical Access Hospitals","901 ADAMS BLVD","Henderson, NV","NV",89005,"true",3,1,"henderson",257729,"(36.01223949160, -115.037392161)",14.2,21.6,17.6,27.4,53.7,6.2,8.6,5.6,64.2,72.8,63.2,6.2,34.9,30.9,17.7,65.1,8.5,32.1,3,20.5,74,10.6,26.1,81.3,10.5,36.2,2.5,13.4,"Non-profit","Henderson","901 ADAMS BLVD Henderson NV 89005",-114.8316591,35.9689489,"901 ADAMS BLVD Henderson NV 89005",-114.8316591,35.9689489
"ST JOSEPH HOSPITAL","Acute Care Hospitals","172 KINSLEY ST","Nashua, NH","NH",3060,"true",4,1,"nashua",86494,"(42.74915544590, -71.4909587631)",16.1,24.4,16.5,27.7,58.8,6.4,10.5,5.4,69.2,77,67.8,6.3,33.4,33.7,17.6,66.7,8.5,31,2.2,19.8,81,11,29.4,83.3,10.7,35.5,2.5,14.1,"Non-profit","Nashua","172 KINSLEY ST Nashua NH 03060",-71.4804703171128,42.74927895,"172 KINSLEY ST Nashua NH 03060",-71.4804703171128,42.74927895
"ELLIOT HOSPITAL","Acute Care Hospitals","1 ELLIOT WAY","Manchester, NH","NH",3103,"true",3,1,"manchester",109565,"(42.98445417130, -71.4445313287)",17.6,25.6,16.4,28.4,59.3,6.4,11.1,5.8,68.7,76.7,65.7,7.1,32.2,32.2,19.8,63.5,9,31.2,2.3,21.6,79.7,12,31.2,82,11.8,36.5,2.7,16.1,"Non-profit","Manchester","1 ELLIOT WAY Manchester NH 03103",-71.4378820425311,42.9839925,"1 ELLIOT WAY Manchester NH 03103",-71.4378820425311,42.9839925
"SOUTHERN NH MEDICAL CENTER","Acute Care Hospitals","8 PROSPECT STREET","Nashua, NH","NH",3060,"true",4,1,"nashua",86494,"(42.74915544590, -71.4909587631)",16.1,24.4,16.5,27.7,58.8,6.4,10.5,5.4,69.2,77,67.8,6.3,33.4,33.7,17.6,66.7,8.5,31,2.2,19.8,81,11,29.4,83.3,10.7,35.5,2.5,14.1,"Non-profit","Nashua","8 PROSPECT STREET Nashua NH 03060",-71.4621068745287,42.7563842,"8 PROSPECT STREET Nashua NH 03060",-71.4621068745287,42.7563842
"CATHOLIC MEDICAL CENTER","Acute Care Hospitals","100 MCGREGOR STREET","Manchester, NH","NH",3102,"true",4,1,"manchester",109565,"(42.98445417130, -71.4445313287)",17.6,25.6,16.4,28.4,59.3,6.4,11.1,5.8,68.7,76.7,65.7,7.1,32.2,32.2,19.8,63.5,9,31.2,2.3,21.6,79.7,12,31.2,82,11.8,36.5,2.7,16.1,"Non-profit","Manchester","100 MCGREGOR STREET Manchester NH 03102",-71.4746414,42.9912374,"100 MCGREGOR STREET Manchester NH 03102",-71.4746414,42.9912374
"NEWARK BETH ISRAEL MEDICAL CENTER","Acute Care Hospitals","201 LYONS AVE","Newark, NJ","NJ",7112,"true",1,1,"newark",277140,"(40.72606934490, -74.1752997118)",28.9,24.8,13.3,39,63.1,4.8,10.9,7.6,74.8,73.9,53,8.4,24,17.5,24,49.8,15.7,36,3.2,35.8,74.7,15.7,37.6,74.5,17.5,48,4.6,25,"Non-profit","Newark","201 LYONS AVE Newark NJ 07112",-74.2125844785577,40.71027275,"201 LYONS AVE Newark NJ 07112",-74.2125844785577,40.71027275
"ST MARY'S GENERAL HOSPITAL","Acute Care Hospitals","350 BOULEVARD","Passaic, NJ","NJ",7055,"true",2,NA,"passaic",69781,"(40.85745811090, -74.1281123174)",36.5,23.6,14.8,33.2,58.2,4.7,9.5,7.4,70,70.9,47.1,7.3,25.5,18.1,21.6,48.7,14.7,38.7,3.3,37.3,72.3,15.3,35.6,74.7,18.1,43.6,3.7,21.5,"Proprietary","Passaic","350 BOULEVARD Passaic NJ 07055",-74.1379855834737,40.8594692,"350 BOULEVARD Passaic NJ 07055",-74.1379855834737,40.8594692
"COOPER UNIVERSITY HOSPITAL","Acute Care Hospitals","1 COOPER PLAZA","Camden, NJ","NJ",8103,"true",2,1,"camden",77344,"(39.93619100660, -75.1072961899)",33.9,27.9,12.1,42.2,64.8,4.8,11.7,8.2,73.7,71.1,49.2,9.2,21.4,16.3,24.9,45,17.8,36.8,3.6,41.6,73.4,17.2,42.2,74.8,20.1,50.8,5.2,30,"Non-profit","Camden","1 COOPER PLAZA Camden NJ 08103",-75.1163628616935,39.94111525,"1 COOPER PLAZA Camden NJ 08103",-75.1163628616935,39.94111525
"CAREPOINT HEALTH-CHRIST HOSPITAL","Acute Care Hospitals","176 PALISADE AVE","Jersey City, NJ","NJ",7306,"true",2,1,"jersey city",247597,"(40.71881308520, -74.0687740635)",17.8,20.8,15,31.6,60.9,4.9,8.9,6,76.2,75.5,54.3,5.8,22.6,21.9,16.2,60.8,11.3,33.4,2.6,28.6,75,11.1,25.4,76.5,12.2,43.7,3.1,18.4,"Non-profit","Jersey City","176 PALISADE AVE Jersey City NJ 07306",-74.049991243133,40.73391145,"176 PALISADE AVE Jersey City NJ 07306",-74.049991243133,40.73391145
