"gender","country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","age"
"male","Australia",NA,"No","No","No","Never","1-5","Yes","Yes","No","No","No","No","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No",27
"male","United States","TX","No","No","Yes","Sometimes","6-25","No","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",32
"male","United States","WI","Yes","No","No","Rarely","6-25","Yes","No","No","Yes","No","No","Don't know","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",42
"male","United States","WA","No","No","No","Often","More than 1000","No","No","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","No","No","No",37
"male","Singapore",NA,"No","No","No","Sometimes","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","Yes","No","Yes",30
"male","United States","WA","No","No","No","Rarely","More than 1000","No","Yes","Yes","No","No","No","Don't know","Very easy","Yes","Maybe","Some of them","No","No","No","Don't know","No",29
"male","United States","GA","Yes","No","Yes","Often","6-25","Yes","Yes","No","Not sure","No","Yes","Don't know","Somewhat difficult","No","No","Yes","Yes","No","Maybe","Yes","No",30
"male","United States","MI","No","No","No","Never","26-100","No","Yes","Yes","No","Yes","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","Maybe","Maybe","Yes","No",35
"male","United States","MD","No","Yes","Yes","Rarely","100-500","Yes","No","Yes","Yes","No","No","Yes","Very difficult","Yes","No","Some of them","No","No","Maybe","No","No",35
"male","Netherlands",NA,"No","Yes","No","Often","26-100","Yes","Yes","No","Not sure","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No",38
"male","United Kingdom",NA,"No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Yes","No","No","Yes","Very easy","No","No","Some of them","Yes","Maybe","Yes","Yes","No",22
"male","Germany",NA,"No","Yes","No","Sometimes","100-500","No","Yes","Don't know","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","Maybe","Don't know","No",24
"male","Netherlands",NA,"Yes","No","No","Never","1-5","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","No","Maybe","Some of them","Yes","Maybe","Yes","No","Yes",22
"female","United States","WA","No","No","Yes","Often","26-100","Yes","Yes","Yes","Yes","No","No","Don't know","Very easy","Maybe","No","Some of them","Some of them","No","Yes","Don't know","No",31
"female","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","Maybe","No","No","No","No","Don't know","No",23
"female","United States","OR","No","Yes","Yes","Sometimes","100-500","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Don't know","No",31
"female","United States","CA","No","Yes","Yes","Rarely","500-1000","No","Yes","Yes","Yes","Yes","Yes","Don't know","Somewhat difficult","Maybe","No","No","Some of them","No","No","No","No",28
"trans","Canada",NA,"No","Yes","Yes","Sometimes","100-500","No","No","Yes","Yes","No","No","Don't know","Somewhat difficult","Yes","Maybe","Some of them","Some of them","No","Maybe","No","No",37
"male","United States","CA","Yes","Yes","Yes","Sometimes","6-25","No","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Some of them","Some of them","No","No","No","No",34
"trans","Canada",NA,"No","No","No","Sometimes","26-100","Yes","Yes","No","Yes","No","No","Yes","Very difficult","Yes","Maybe","Some of them","No","No","Maybe","No","Yes",32
"male","United States","MI","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","Yes","No","Some of them","Some of them","No","No","Don't know","Yes",28
"female","United Kingdom",NA,"No","No","Yes","Sometimes","100-500","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No",24
"male","United States","MA","No","Yes","Yes","Rarely","6-25","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Yes","Maybe","Some of them","Some of them","No","No","Don't know","No",56
"male","Germany",NA,"No","No","No","Sometimes","6-25","Yes","Yes","No","No","No","No","No","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No",31
"female","United States","CA","No","No","Yes","Sometimes","100-500","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Yes","No",34
"male","Germany",NA,"No","No","Yes","Rarely","100-500","No","No","Don't know","No","Yes","Don't know","Don't know","Very easy","No","No","Some of them","Yes","No","No","Yes","No",35
"male","Germany",NA,"No","No","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Some of them","Yes","Yes","Don't know","No",28
"male","Poland",NA,"Yes","Yes","Yes","Often","6-25","No","Yes","No","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","Yes",36
"male","United Kingdom",NA,"No","No","Yes","Often","26-100","No","Yes","No","No","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","Maybe","Yes","No",30
"male","United States",NA,"Yes","No","No",NA,"1-5","Yes","Yes","Yes","Not sure","No","No","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No",35
"male","Japan",NA,"Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","Yes","Yes","No","Don't know","Somewhat difficult","Yes","Yes","No","No","No","No","No","Yes",49
"male","Germany",NA,"No","No","No",NA,"26-100","No","Yes","Yes","Yes","No","No","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",36
"male","Germany",NA,"No","No","No",NA,"26-100","No","Yes","No","No","No","No","Don't know","Very easy","Maybe","No","Some of them","Some of them","No","No","Don't know","No",35
"female","Australia",NA,"No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","Yes","No","Somewhat difficult","Yes","No","Some of them","Some of them","No","No","No","Yes",29
"male","United States","CA","No","No","No","Never","26-100","No","Yes","Yes","Yes","No","Yes","Yes","Somewhat difficult","Yes","Maybe","No","No","No","Maybe","Don't know","Yes",57
"female","Belgium",NA,"No","Yes","Yes","Rarely","100-500","No","No","Yes","No","No","No","No","Don't know","Maybe","No","Some of them","No","No","No","Don't know","Yes",31
"male","Ireland",NA,"Yes","No","No","Never","6-25","No","Yes","No","No","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No",37
"male","Ireland",NA,"No","Yes","Yes","Sometimes","26-100","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","No","No",25
"male","Australia",NA,"No","No","No","Sometimes","26-100","No","Yes","No","No","No","No","Don't know","Very easy","No","No","Some of them","Some of them","No","No","Don't know","No",30
"female","Australia",NA,"No","Yes","No","Sometimes","100-500","No","No","No","Yes","Yes","Yes","Don't know","Somewhat easy","No","No","Yes","Yes","No","No","Don't know","No",26
"female","Netherlands",NA,"No","No","No","Often","6-25","No","Yes","No","No","No","No","Don't know","Don't know","No","No","No","Some of them","No","Yes","Don't know","No",22
"male","United States","FL","No","No","No","Rarely","More than 1000","Yes","No","Don't know","No","Yes","Yes","Don't know","Don't know","No","No","Some of them","Some of them","No","Maybe","Don't know","No",39
"male","United Kingdom",NA,"No","Yes","Yes","Never","100-500","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","No","No","No","No","No","No",29
"male","United Kingdom",NA,"Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","Don't know","Not sure","No","No","Don't know","Very easy","No","No","Some of them","Yes","Yes","Yes","Don't know","Yes",54
"female","Australia",NA,"No","Yes","No","Never","500-1000","No","No","Don't know","No","Yes","Yes","Don't know","Don't know","Yes","Maybe","No","No","No","No","Don't know","Yes",34
"male","United States","WA","No","No","Yes","Never","500-1000","No","No","Yes","Not sure","Yes","Yes","Don't know","Very easy","Maybe","No","No","No","No","No","Yes","No",32
"male","Nigeria",NA,"No","No","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","No","Yes","Don't know","No",25
"male","Poland",NA,"No","No","No","Rarely","1-5","No","Yes","No","No","No","No","No","Somewhat difficult","No","Maybe","Some of them","No","No","No","Yes","No",29
"male","Germany",NA,"Yes","No","No","Never","1-5","Yes","Yes","No","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No",32
"male","United Kingdom",NA,"No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","Don't know","Yes","Don't know","Maybe","No","Some of them","Yes","No","Yes","Yes","No",30
"male","Germany",NA,"No","No","No",NA,"6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No",31
"female","Switzerland",NA,"No","No","No","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Some of them","No","Maybe","Yes","No",20
"male","United Kingdom",NA,"No","No","No","Never","1-5","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No",27
"male","United States","CA","No","No","No","Never","More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",32
"male","Ireland",NA,"Yes","No","No","Never","1-5","Yes","Yes","No","No","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Yes","Maybe","Maybe","Yes","No",26
"male","Italy",NA,"No","No","No","Sometimes","More than 1000","No","No","Don't know","No","No","No","Yes","Very easy","No","No","Some of them","Some of them","No","No","Don't know","No",30
"male","Ireland",NA,"No","No","Yes","Sometimes","26-100","Yes","Yes","No","No","Don't know","No","Don't know","Very difficult","Maybe","Maybe","Some of them","No","No","No","No","No",30
"male","India",NA,"Yes","No","No",NA,"1-5","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Yes","Yes",22
"male","Ireland",NA,"No","No","No",NA,"More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","No","No","No","No","Don't know","No",24
"male","Netherlands",NA,"No","No","No","Never","26-100","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","No","No","No","No","Don't know","No",26
"male","France",NA,"No","No","No",NA,"100-500","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No",43
"male","Russia",NA,"No","No","No","Never","26-100","No","Yes","No","Not sure","No","Don't know","Don't know","Somewhat difficult","No","No","Some of them","No","No","Maybe","Don't know","No",26
"male","United States","NC","No","Yes","No","Sometimes","6-25","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","No","No","No","Maybe","Don't know","No",23
"male","Canada",NA,"No","No","No",NA,"100-500","Yes","Yes","Yes","Not sure","Don't know","Yes","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","No","Yes","No",26
"female","Israel",NA,"No","Yes","No","Never","100-500","No","Yes","Don't know","No","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Yes","No",26
"male","Canada",NA,"No","Yes","No","Sometimes","26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","No","No",35
"male","United States","IL","No","No","Yes","Sometimes","26-100","Yes","No","Don't know","Not sure","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No",28
"male","India",NA,"No","No","No",NA,"26-100","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","Maybe","Maybe","Don't know","No",22
"female","United States","OH","No","Yes","Yes","Rarely","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","Yes","No","No","No","No","No","Don't know","No",29
"male","Germany",NA,"Yes","No","No",NA,"1-5","No","Yes","No","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","Yes","Yes","Yes","No",29
"male","United States","VA","No","No","Yes","Often","1-5","Yes","Yes","Yes","Not sure","No","Yes","Don't know","Very easy","No","No","Yes","Yes","No","Maybe","Yes","No",45
"male","Bulgaria",NA,"No","No","Yes","Rarely","26-100","Yes","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","Yes",33
"male","United States","MN","No","No","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",38
"trans","United States","MO","No","Yes","Yes","Often","26-100","No","No","Don't know","Not sure","No","No","Don't know","Somewhat difficult","Maybe","Maybe","No","No","No","Maybe","No","No",19
"female","Canada",NA,"No","No","Yes","Rarely","More than 1000","Yes","No","Yes","Yes","Yes","Don't know","Yes","Somewhat easy","No","No","No","Yes","No","Maybe","Don't know","No",29
"female","United Kingdom",NA,"No","No","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Don't know","Yes","Maybe","Some of them","No","No","No","Don't know","No",21
"female","India",NA,"No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Yes","Maybe","No","No","No","No","Don't know","No",23
"female","United States","NC","No","Yes","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No",33
"male","United States","NY","No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Not sure","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","Some of them","Yes","No","No","Yes","No",49
"male","United States","NM","No","No","No",NA,"26-100","Yes","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No",28
"female","United Kingdom",NA,"No","No","Yes","Sometimes","6-25","Yes","Yes","Don't know","Not sure","Yes","Don't know","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No",27
"male","Canada",NA,"No","No","Yes","Sometimes","6-25","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",23
"male","Netherlands",NA,"No","No","No","Never","1-5","Yes","Yes","No","No","No","No","Yes","Somewhat easy","No","No","Yes","Yes","No","Maybe","Yes","No",29
"male","Germany",NA,"No","No","No",NA,"26-100","No","Yes","Don't know","No","No","Don't know","Yes","Somewhat easy","No","No","Some of them","No","Maybe","Maybe","Don't know","No",30
"female","Canada",NA,"No","No","No",NA,"More than 1000","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No",28
"male","United Kingdom",NA,"No","No","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Don't know","Yes","No","No","No","No","Yes","No","No",32
"male","United Kingdom",NA,"No","No","Yes","Sometimes","26-100","No","No","Yes","Yes","No","No","Yes","Very easy","No","No","No","Yes","No","No","Yes","No",32
"male","France",NA,"No","No","No",NA,"100-500","No","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","No","No",37
"female","United States","TX","No","No","No",NA,"More than 1000","Yes","No","No","Yes","No","No","Don't know","Very difficult","Yes","Maybe","No","No","No","Maybe","No","No",39
"male","France",NA,"No","No","No",NA,"500-1000","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","No","Yes","No",31
"male","United States","SC","No","No","No",NA,"6-25","No","Yes","No","No","No","Don't know","Don't know","Somewhat difficult","Maybe","Maybe","Some of them","No","No","No","Don't know","No",29
"male","United States","FL","No","No","No",NA,"100-500","No","No","Yes","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No",30
"male","United States","WA","Yes","Yes","Yes","Rarely","1-5","Yes","Yes","No","Yes","Yes","Yes","No","Very difficult","No","No","Yes","Yes","No","No","Yes","Yes",33
"male","United States","CA","No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Don't know","Maybe","No","Yes","Yes","No","No","Don't know","No",37
"male","United States","OH","No","No","Yes","Often","26-100","No","No","Yes","Yes","Yes","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","Maybe","Yes","No",23
"male","United States","TN","No","Yes","Yes","Sometimes","26-100","No","No","Yes","Not sure","No","Yes","Don't know","Somewhat easy","Yes","No","No","No","No","No","No","No",43
"male","United Kingdom",NA,"No","No","Yes","Rarely","100-500","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","No","Maybe","No","Yes",32
"male","United States","NY","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Yes","Yes","Some of them","No","No","No","No","No",26
"male","United States","NY","Yes","No","Yes","Sometimes","1-5","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","Yes","Yes","Don't know","No",32
"female","United States","MO","No","No","No",NA,"26-100","Yes","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Yes","No","Some of them","No","No","No","Don't know","No",37
"male","United States","NY","No","No","Yes","Often","26-100","No","Yes","Yes","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No",29
"male","United Kingdom",NA,"No","No","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Yes","No","Maybe","Don't know","No",34
"male","France",NA,"No","No","No",NA,"6-25","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Yes","Yes","No","No","Yes","No",27
"male","United States","TN","No","Yes","No","Never","100-500","No","Yes","Don't know","No","No","Don't know","Don't know","Very easy","No","No","Some of them","Yes","No","Maybe","Don't know","No",30
"male","United States","CO","No","No","No","Never","6-25","No","Yes","Yes","Yes","No","Yes","Yes","Don't know","Maybe","No","Some of them","Some of them","No","No","No","No",29
"male","United States","PA","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","Yes","Yes","Don't know","Don't know","Don't know","Very difficult","Yes","Maybe","Some of them","No","No","No","No","No",32
"male","Germany",NA,"No","No","No",NA,"500-1000","No","Yes","Yes","Yes","Don't know","Yes","Yes","Somewhat easy","Maybe","Maybe","Some of them","Yes","Yes","Yes","Yes","No",25
"male","United States","NY","Yes","No","No",NA,"6-25","Yes","Yes","Yes","Yes","Yes","No","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No",37
"male","Netherlands",NA,"No","Yes","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No",29
"male","United States","MN","No","No","No",NA,"26-100","No","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","No","No","Yes","Yes","No","No","Don't know","No",27
"male","United Kingdom",NA,"No","No","No",NA,"6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No",33
"male","Canada",NA,"No","Yes","Yes","Sometimes","More than 1000","No","No","Don't know","No","No","No","No","Very difficult","Yes","No","Some of them","No","No","Yes","No","Yes",30
"male","Canada",NA,"No","No","No",NA,"1-5","Yes","Yes","No","Yes","No","No","Don't know","Somewhat difficult","Maybe","Maybe","Yes","Yes","No","Maybe","Don't know","No",29
"male","United States","MO","No","Yes","Yes","Never","6-25","Yes","Yes","Don't know","No","Yes","Don't know","Don't know","Don't know","Yes","No","Some of them","Yes","No","No","No","No",25
"male","United States","WY","No","Yes","Yes","Sometimes","1-5","No","No","No","Yes","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No",33
"male","South Africa",NA,"No","No","No","Never","100-500","Yes","Yes","No","No","No","No","No","Don't know","No","No","Some of them","Some of them","No","Maybe","No","No",31
"male","Germany",NA,"No","No","No","Rarely","6-25","Yes","Yes","Don't know","No","No","No","Don't know","Very easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","No","No",21
"male","Switzerland",NA,"No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","No","No","No","No","Very difficult","Yes","Yes","No","No","No","No","No","No",30
"male","United States","MN","No","No","No",NA,"More than 1000","No","No","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Yes","Yes","No","No","No","No",29
"male","Croatia",NA,"Yes","No","Yes","Sometimes","1-5","Yes","Yes","No","No","No","No","Yes","Very difficult","Yes","No","Yes","No","No","Maybe","No","Yes",43
"male","United Kingdom",NA,"No","No","Yes","Often","6-25","No","Yes","No","No","No","No","Don't know","Don't know","Yes","No","Yes","Yes","Maybe","Yes","No","No",37
"male","France",NA,"No","No","No",NA,"26-100","No","Yes","No","No","Yes","No","Don't know","Don't know","Maybe","No","Yes","Some of them","No","No","Don't know","No",24
"male","United States","MD","No","No","No",NA,"6-25","Yes","Yes","Don't know","Not sure","No","No","Don't know","Very easy","No","No","Yes","Yes","No","No","Don't know","No",29
"male","United States","KY","No","No","No",NA,"26-100","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","No","No","Yes","Yes","No","No","Don't know","No",31
"male","United Kingdom",NA,"Yes","No","No","Never","100-500","No","No","No","Not sure","No","No","Don't know","Very easy","No","No","Yes","Some of them","No","Yes","No","No",33
"male","United States","NY","No","No","No",NA,"More than 1000","No","No","Yes","Yes","Don't know","Yes","Yes","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No",43
"male","United Kingdom",NA,"No","No","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No",33
"male","United Kingdom",NA,"No","No","No",NA,"6-25","No","Yes","No","No","No","Yes","Yes","Don't know","Maybe","No","Yes","Some of them","No","Yes","Yes","No",27
"male","United States","TN","No","Yes","Yes","Sometimes","More than 1000","Yes","No","Don't know","No","Don't know","Don't know","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No",36
"male","Australia",NA,"No","Yes","Yes","Sometimes","26-100","No","Yes","No","Yes","No","No","Yes","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","Yes",37
"male","Belgium",NA,"No","No","No",NA,"6-25","No","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","Maybe","No","No","No","No","No","No",32
"male","United Kingdom",NA,"No","No","Yes","Sometimes","100-500","No","Yes","No","No","No","No","Don't know","Very easy","No","No","No","Some of them","No","Yes","Yes","No",39
"male","United States","TX","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","Maybe","Yes","Don't know","No",31
"male","United States","OH","No","No","Yes","Sometimes","100-500","Yes","Yes","Yes","Yes","No","No","Don't know","Very difficult","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No",36
"male","United States","TX","Yes","No","Yes","Sometimes","26-100","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","No","Yes","Don't know","No",30
"male","Canada",NA,"No","No","No",NA,"6-25","No","Yes","Yes","Not sure","No","Don't know","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",28
"male","Italy",NA,"No","No","No",NA,"6-25","No","Yes","No","No","No","No","No","Somewhat difficult","Maybe","No","Some of them","No","Maybe","Maybe","No","No",32
"male","United States","CA","No","Yes","Yes","Rarely","6-25","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No",35
"male","Canada",NA,"No","No","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat difficult","No","No","Some of them","Yes","No","Yes","Don't know","No",19
"male","Norway",NA,"No","Yes","No",NA,"26-100","No","Yes","Yes","Yes","No","No","Don't know","Very easy","No","No","Some of them","Yes","No","No","Don't know","No",33
"male","Germany",NA,"No","No","No",NA,"More than 1000","Yes","Yes","Don't know","Not sure","Yes","Yes","Yes","Very easy","No","No","Some of them","No","No","Maybe","Yes","No",42
"male","United States","MI","No","Yes","Yes","Sometimes","100-500","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No",37
"male","Thailand",NA,"Yes","No","No","Never","6-25","No","Yes","No","No","No","No","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",40
"male","United States","CA","No","No","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No",36
"female","United States","OR","No","Yes","Yes","Sometimes","26-100","Yes","No","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No",29
"female","United States","NC","No","Yes","Yes","Sometimes","26-100","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No",38
"male","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","No","Yes","Don't know","Don't know","Somewhat difficult","Yes","Maybe","No","No","No","Maybe","No","No",26
"male","Germany",NA,"No","No","No","Rarely","26-100","No","Yes","No","No","No","No","Yes","Somewhat easy","Maybe","Maybe","No","Some of them","Maybe","Maybe","Yes","No",34
"male","United States","IL","No","No","Yes","Often","More than 1000","No","No","No","Yes","No","No","No","Don't know","Yes","No","Some of them","Some of them","No","Yes","No","Yes",21
"male","Canada",NA,"Yes","Yes","No","Sometimes","1-5","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","No","No","No","No","Yes","No",31
"female","United States","CA","No","Yes","Yes","Rarely","26-100","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","Maybe","Maybe","Yes","Some of them","No","Maybe","Yes","No",37
"male","Ireland",NA,"No","Yes","Yes","Sometimes","1-5","No","Yes","No","No","No","No","Don't know","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No",37
"male","Ireland",NA,"No","Yes","Yes","Sometimes","1-5","No","Yes","No","No","No","No","No","Very difficult","Yes","Yes","No","No","No","No","No","No",38
"female","United States","CA","No","No","Yes","Sometimes","100-500","No","Yes","Don't know","Not sure","Yes","Don't know","Don't know","Somewhat easy","Yes","No","Some of them","No","No","Maybe","No","No",27
"male","Netherlands",NA,"Yes","No","No",NA,"6-25","No","Yes","No","No","Yes","No","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",39
"female","United States","AZ","Yes","Yes","Yes","Sometimes","1-5","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Yes","Some of them","No","No","No","No","No",33
"male","United Kingdom",NA,"No","No","No","Never","26-100","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Somewhat easy","No","No","Some of them","No","Yes","Yes","Don't know","No",27
"female","United States","CA","No","No","Yes","Never","6-25","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","No","No",36
"male","United Kingdom",NA,"No","No","No","Never","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","Maybe","Yes","Don't know","No",28
"male","United Kingdom",NA,"No","No","Yes","Sometimes","500-1000","No","No","Don't know","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",39
"male","United States","VA","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","Yes","No","No","Yes","Very easy","Maybe","Maybe","Yes","Yes","No","No","Yes","No",33
