entry_type,year,part_of_speech,word,month
new sub-entry,2015, n.,batchmate,June
new sub-entry,2015, n.,bhelpuri,June
new sub-entry,2015, n.,biomethane,June
new sub-entry,2015, n.,birdhouse,June
new sub-entry,2015, n.,blazar,June
new sub-entry,2015, n. and adj.,blue star,June
new sub-entry,2015, n.,bluff charge,June
new sub-entry,2015, v.,bluff-charge,June
new sub-entry,2015, n.,bluff-charging,June
new sub-entry,2015, n.,Blu-ray,June
new sub-entry,2015, n.,boiler room,June
new sub-entry,2015, n.,brle,June
new sub-entry,2015, v.,brle,June
new sub-entry,2015, n.,bukkake,June
new sub-entry,2015, n.,buko,June
new sub-entry,2015, n.,camming,June
new sub-entry,2015, n.,carcade,June
new sub-entry,2015, v.,carnap,June
new sub-entry,2015, n.,carnapper,June
new sub-entry,2015, n.,carnapping,June
new sub-entry,2015, v.,chiffonade,June
new sub-entry,2015, adj.,chiffonaded,June
new sub-entry,2015, n.,choss,June
new sub-entry,2015, adj.,chossy,June
new sub-entry,2015, n. and adj.,Christianist,June
new sub-entry,2015, n.,churidar,June
new sub-entry,2015, adj. and n.,cisgender,June
new sub-entry,2015, n.,cluster,June
new sub-entry,2015, n.,coasteering,June
new sub-entry,2015, n.,colourism | colorism,June
new sub-entry,2015, v.,comedize,June
new sub-entry,2015, adj.,comedogenic,June
new sub-entry,2015, n.,comedy of errors,June
new sub-entry,2015, v.,comigrate,June
new sub-entry,2015, n.,comix,June
new sub-entry,2015, adj.,coreferential,June
new sub-entry,2015, n.,crokinole,June
new sub-entry,2015, v.,crowdfund,June
new sub-entry,2015, adj.,crowdfunded,June
new sub-entry,2015, n.,crowdfunding,June
new sub-entry,2015, n.,cyclogenesis,June
new sub-entry,2015, n.,cyclosportive,June
new sub-entry,2015, n.,dartboard,June
new sub-entry,2015, n.,decidualization,June
new sub-entry,2015, adj.,decidualized,June
new sub-entry,2015, n.2,decim,June
new sub-entry,2015, v.,decision,June
new sub-entry,2015, n.,declutter,June
new sub-entry,2015, v.,declutter,June
new sub-entry,2015, n.,decluttering,June
new sub-entry,2015, n.,depanneur,June
new sub-entry,2015, n.,despedida,June
new sub-entry,2015, n.,dhaba,June
new sub-entry,2015, n.,diabulimia,June
new sub-entry,2015, n.,dog whistle,June
new sub-entry,2015, n.,double-double,June
new sub-entry,2015, n.,downtick,June
new sub-entry,2015, n.1,drumble,June
new sub-entry,2015, adj.1,drumbling,June
new sub-entry,2015, n.,drumette,June
new sub-entry,2015, n.,e-cig,June
new sub-entry,2015, n.,e-cigarette,June
new sub-entry,2015, n.,ecotown,June
new sub-entry,2015, n.,e-edition,June
new sub-entry,2015, n. and int.,eh up,June
new sub-entry,2015, n.,eliminationism,June
new sub-entry,2015, n. and adj.,eliminationist,June
new sub-entry,2015, n.,emerg,June
new sub-entry,2015, n.,Enviropig,June
new sub-entry,2015, n.,epazote,June
new sub-entry,2015, n.,Eris,June
new sub-entry,2015, n.,e-skin,June
new sub-entry,2015, n.,estafa,June
new sub-entry,2015, n.,e-toll,June
new sub-entry,2015, n.,externship,June
new sub-entry,2015, int.,fap fap fap,June
new sub-entry,2015, v.,fap,June
new sub-entry,2015, n.,fava,June
new sub-entry,2015, n.,federal fund,June
new sub-entry,2015, adj. and n.,feed-in,June
new sub-entry,2015, adj. and n.,flocculant,June
new sub-entry,2015, n.,FLOTUS,June
new sub-entry,2015, n.,forensic science,June
new sub-entry,2015, n.,forensics,June
new sub-entry,2015, adj.,fratty,June
new word entry,2015, n.,anti-unionism,September
new sub-entry,2015, adj. and n.,freegan,June
new sub-entry,2015, n. (and adj.),Furol,June
new sub-entry,2015, n.,ganache,June
new sub-entry,2015, n.,gharara,June
new sub-entry,2015, n.,ghrelin,June
new sub-entry,2015, n.,go fish,June
new sub-entry,2015, adj.,goey,June
new sub-entry,2015, adj.,go-for-broke,June
new sub-entry,2015, adj.,go-for-it,June
new sub-entry,2015, n.,go-harvest,June
new sub-entry,2015, adv.,going away,June
new sub-entry,2015, adj.,going-about,June
new word entry,2015, n.,athame,September
new word entry,2015, n.,belayer,September
new word entry,2015, adj.,concelebrated,September
new word entry,2015, n.,conceptor,September
new word entry,2015, n.,concertist,September
new word entry,2015, adj.,heal,September
new word entry,2015, n.,hoverboard,September
new word entry,2015, n.2,ISA,September
new word entry,2015, adj.,lotless,September
new word entry,2015, adv.,pneumatologically,September
new word entry,2015, n.,studerite,September
new word entry,2015, n.,take-back,September
new sub-entry,2015, v.,gointer,June
new sub-entry,2015, n.,go-juice,June
new sub-entry,2015, v.,gon,June
new sub-entry,2015, int. and n.,gone away,June
new sub-entry,2015, v.,gowa,June
new sub-entry,2015, n.,Gran Fondo,June
new sub-entry,2015, n.,grow-op,June
new sub-entry,2015, v.,gunna,June
new sub-entry,2015, n.,H2O,June
new word entry,2015, n. and adj.,tellinid,September
new word entry,2015, n.1,telly,September
new word entry,2015, adv.,unipolarly,September
new word entry,2015, n.,uniport,September
new word entry,2015, n.,uniporter,September
new word entry,2015, n.2,unitage,September
new word entry,2015, n.,unitizing,September
new word entry,2015, n. and adj.,water blue,September
new word entry,2015, n.,water bomb,September
new word entry,2015, n.2,water cycle,September
new word entry,2015, n.,water equivalent,September
new word entry,2015, n.,water leat,September
new sub-entry,2015, v.,half-ass,June
new sub-entry,2015, n.,halo-halo,June
new sub-entry,2015, adj.,handsy,June
new sub-entry,2015, int. (and n.),har de har,June
new sub-entry,2015, n.,hard launch,June
new sub-entry,2015, v.,hard launch,June
new sub-entry,2015, n.,hard plastic,June
new sub-entry,2015, n.2,hard rocker,June
new sub-entry,2015, adv.,hard-arse,June
new sub-entry,2015, adj.,hard-arsed,June
new sub-entry,2015, adj. and n.,hardbill,June
new sub-entry,2015, adj.,hard-bodied,June
new word entry,2015, n.,water sickness,September
new word entry,2015, n.,water source,September
new word entry,2015, v.,waterboard,September
new word entry,2015, n.,watercolouring | watercoloring,September
new word entry,2015, n.1,water-cycle,September
new word entry,2015, v.,water-cycle,September
new word entry,2015, adj.,waterly,September
new word entry,2015, n.,water-repellence,September
new sub-entry,2015, n.,anti-unionism,September
new sub-entry,2015, n.,athame,September
new sub-entry,2015, v.,hard-code,June
new sub-entry,2015, adj.,hard-coded,June
new sub-entry,2015, adj.,hardenable,June
new sub-entry,2015, n.1,hardrocker,June
new sub-entry,2015, v.,hardship,June
new sub-entry,2015, n.,hardware woman,June
new sub-entry,2015, adj.,hardwire,June
new sub-entry,2015, n.,hardwiring,June
new sub-entry,2015, n.,hardyhead,June
new sub-entry,2015, n.,Hardy-Weinberg,June
new sub-entry,2015, n. and adj.,heterokont,June
new sub-entry,2015, n.,belayer,September
new sub-entry,2015, adj.,concelebrated,September
new sub-entry,2015, n.,conceptor,September
new sub-entry,2015, n.,concertist,September
new sub-entry,2015, adj.,heal,September
new sub-entry,2015, n.,hoverboard,September
new sub-entry,2015, n.2,ISA,September
new sub-entry,2015, adj.,lotless,September
new sub-entry,2015, adv.,pneumatologically,September
new sub-entry,2015, n.,studerite,September
new sub-entry,2015, n.,take-back,September
new sub-entry,2015, n. and adj.,tellinid,September
new sub-entry,2015, n.4,hex,June
new sub-entry,2015, n.,Homo economicus,June
new sub-entry,2015, n.,hot mess,June
new sub-entry,2015, int.,howay,June
new sub-entry,2015, adj.,hyperlocal,June
new sub-entry,2015, adj. and n.,hyphy,June
new sub-entry,2015, n.,incharge,June
new sub-entry,2015, n.,injera,June
new sub-entry,2015, adj.,interleading,June
new sub-entry,2015, n.,internal membrane,June
new sub-entry,2015, n.,internalism,June
new sub-entry,2015, n. and adj.,internalist,June
new sub-entry,2015, n.1,telly,September
new sub-entry,2015, adv.,unipolarly,September
new sub-entry,2015, n.,uniport,September
new sub-entry,2015, n.,uniporter,September
new sub-entry,2015, n.2,unitage,September
new sub-entry,2015, n.,unitizing,September
new sub-entry,2015, n. and adj.,water blue,September
new sub-entry,2015, n.,water bomb,September
new sub-entry,2015, n.2,water cycle,September
new sub-entry,2015, n.,water equivalent,September
new sub-entry,2015, n.,water leat,September
new sub-entry,2015, n.,Internaut,June
new sub-entry,2015, n.,internegative,June
new sub-entry,2015, n.2,interpositive,June
new sub-entry,2015, n.,intersectionality,June
new sub-entry,2015, n.,Interweb,June
new sub-entry,2015, n.,inukshuk,June
new sub-entry,2015, adj.,jank,June
new sub-entry,2015, n.,JavaScript,June
new sub-entry,2015, n.,water sickness,September
new sub-entry,2015, n.,water source,September
new sub-entry,2015, v.,waterboard,September
new sub-entry,2015, n.,watercolouring | watercoloring,September
new sub-entry,2015, n.1,water-cycle,September
new sub-entry,2015, n.,jeggings,June
new sub-entry,2015, n.,kettlebell,June
new sub-entry,2015, n. and adj.,kikay,June
new sub-entry,2015, int. (and adj.),KKB,June
new sub-entry,2015, n.,koozie,June
new sub-entry,2015, n.,kryptonite,June
new sub-entry,2015, n.,kuya,June
new sub-entry,2015, n.2,lede,June
new sub-entry,2015, int.,mabuhay,June
new sub-entry,2015, adv. and adj.,mahala,June
new sub-entry,2015, v.,water-cycle,September
new sub-entry,2015, adj.,waterly,September
new sub-entry,2015, n.,water-repellence,September
new word sense,2015, n.,anti-unionism,September
new word sense,2015, n.,athame,September
new word sense,2015, n.,belayer,September
new word sense,2015, adj.,concelebrated,September
new word sense,2015, n.,conceptor,September
new sub-entry,2015, n.,Mamil,June
new sub-entry,2015, n.,mangia-cake,June
new sub-entry,2015, n.,Marco Polo,June
new sub-entry,2015, n.,Masshole,June
new sub-entry,2015, int. and adj.,meh,June
new sub-entry,2015, n.,merry-go-around,June
new sub-entry,2015, n.,mini-stroke,June
new sub-entry,2015, n.,Morgellons,June
new sub-entry,2015, n.,nanodiamond,June
new sub-entry,2015, adj.,nanosized,June
new sub-entry,2015, n.2,netbook,June
new word sense,2015, n.,concertist,September
new word sense,2015, adj.,heal,September
new word sense,2015, n.,hoverboard,September
new word sense,2015, n.2,ISA,September
new word sense,2015, adj.,lotless,September
new word sense,2015, adv.,pneumatologically,September
new word sense,2015, n.,studerite,September
new word sense,2015, n.,take-back,September
new word sense,2015, n. and adj.,tellinid,September
new sub-entry,2015, adj. and n.,North Korean,June
new sub-entry,2015, adj. and adv.,off-grid,June
new sub-entry,2015, adj.,old-earth,June
new sub-entry,2015, v.,onsight,June
new sub-entry,2015, adj. and adv.,on-trend,June
new sub-entry,2015, n.,oophagy,June
new sub-entry,2015, n.,pageview,June
new sub-entry,2015, n.,pan de sal,June
new word sense,2015, n.1,telly,September
new word sense,2015, adv.,unipolarly,September
new word sense,2015, n.,uniport,September
new word sense,2015, n.,uniporter,September
new word sense,2015, n.2,unitage,September
new word sense,2015, n.,unitizing,September
new word sense,2015, n. and adj.,water blue,September
new word sense,2015, n.,water bomb,September
new sub-entry,2015, n.,papsak,June
new sub-entry,2015, n.,pasalubong,June
new sub-entry,2015, n.,pharmacovigilance,June
new sub-entry,2015, n.,photobomb,June
new sub-entry,2015, v.,photobomb,June
new sub-entry,2015, n.,photobomber,June
new sub-entry,2015, n.,photobombing,June
new sub-entry,2015, n.,presidentiable,June
new sub-entry,2015, n.,pulutan,June
new word sense,2015, n.2,water cycle,September
new word sense,2015, n.,water equivalent,September
new word sense,2015, n.,water leat,September
new word sense,2015, n.,water sickness,September
new word sense,2015, n.,water source,September
new word sense,2015, v.,waterboard,September
new sub-entry,2015, n.,ranga,June
new sub-entry,2015, n.,redpoint,June
new sub-entry,2015, v.,redpoint,June
new sub-entry,2015, n.,redpointing,June
new sub-entry,2015, n.,restobar,June
new sub-entry,2015, n.,retweet,June
new sub-entry,2015, v.,retweet,June
new sub-entry,2015, n.,retweeting,June
new sub-entry,2015, n.,roastery,June
new sub-entry,2015, n.,sanger,June
new word sense,2015, n.,watercolouring | watercoloring,September
new word sense,2015, n.1,water-cycle,September
new word sense,2015, v.,water-cycle,September
new word sense,2015, adj.,waterly,September
new word sense,2015, n.,water-repellence,September
new sub-entry,2015, n.,sari-sari store,June
new sub-entry,2015, n.,say-away,June
new sub-entry,2015, n.,SCBU,June
new sub-entry,2015, n.,scenarioist,June
new sub-entry,2015, v.,scene,June
new sub-entry,2015, n.,scent mark,June
new sub-entry,2015, n.,scent marking,June
new sub-entry,2015, v.,scent-mark,June
new sub-entry,2015, n.,SCOTUS,June
new sub-entry,2015, n.,seachanger,June
new sub-entry,2015, v.,self-immolate,June
new sub-entry,2015, n.,Seppo,June
new sub-entry,2015, n.2,sext,June
new sub-entry,2015, v.,sext,June
new sub-entry,2015, n.,sexting,June
new sub-entry,2015, n.,sharara,June
new sub-entry,2015, n.,Sharon fruit,June
new sub-entry,2015, n.3,ship,June
new sub-entry,2015, v.2,ship,June
new sub-entry,2015, n.2,shipper,June
new sub-entry,2015, n.2,shipping,June
new sub-entry,2015, v.,shirtfront,June
new sub-entry,2015, n.,shitshow,June
new sub-entry,2015, adj.,shizzle,June
new sub-entry,2015, int. and n.,shizzle,June
new sub-entry,2015, n.,sinigang,June
new sub-entry,2015, n.,skort,June
new sub-entry,2015, n.3,sledge,June
new sub-entry,2015, v.3,sledge,June
new sub-entry,2015, n.3,sledger,June
new sub-entry,2015, n. and adj.,smash-mouth,June
new sub-entry,2015, adj. and n.,South Korean,June
new sub-entry,2015, n.,Special Olympics,June
new sub-entry,2015, n.,special operation,June
new sub-entry,2015, n.2,sportive,June
new sub-entry,2015, n.,stagette,June
new sub-entry,2015, n. and adj.,standard issue,June
new sub-entry,2015, adj.2 and n.2,stank,June
new sub-entry,2015, adj.,stanky,June
new sub-entry,2015, n.,staycation,June
new sub-entry,2015, n.,stir-fry,June
new sub-entry,2015, v.,storyboard,June
new sub-entry,2015, n.,storyboarding,June
new sub-entry,2015, n.,suki,June
new sub-entry,2015, n.,sunchoke,June
new sub-entry,2015, n.,sures,June
new sub-entry,2015, n.,syst.,June
new sub-entry,2015, adj.,systylious,June
new sub-entry,2015, n.,tan line,June
new sub-entry,2015, n.,tea partier,June
new sub-entry,2015, n.,tenderpreneur,June
new sub-entry,2015, n.,texta,June
new sub-entry,2015, n.,tik,June
new sub-entry,2015, adj.,to-go,June
new sub-entry,2015, v.,top-rope,June
new sub-entry,2015, adv. and int.,totes,June
new sub-entry,2015, n.,town camp,June
new sub-entry,2015, n.,tweeting,June
new sub-entry,2015, n.,twerk,June
new sub-entry,2015, v.,twerk,June
new sub-entry,2015, adj.,twerking,June
new sub-entry,2015, n.,twerking,June
new sub-entry,2015, n.,twitterati,June
new sub-entry,2015, prefix,uber-,June
new sub-entry,2015, n.,ubiquinol,June
new sub-entry,2015, n.,uncanny valley,June
new sub-entry,2015, n.,underdaks,June
new sub-entry,2015, int.,unna,June
new sub-entry,2015, pron.,us mob,June
new word entry,2013, adj. (and adv.), la bourgeoise,December
new sub-entry,2015, n.,utang na loob,June
new sub-entry,2015, v.,vape,June
new sub-entry,2015, n.,vaper,June
new sub-entry,2015, n.,vaping,June
new sub-entry,2015, n.,vog,June
new sub-entry,2015, n.,voluntourism,June
new sub-entry,2015, n.,voluntourist,June
new sub-entry,2015, n.,webisode,June
new sub-entry,2015, n.,whoonga,June
new sub-entry,2015, v.,wuss,June
new sub-entry,2015, n.,yaar,June
new sub-entry,2015, n.,yarn bomb,June
new sub-entry,2015, v.,yarn bomb,June
new sub-entry,2015, n.,yarn bombing,June
new word entry,2013, n.,absolute discharge,December
new word entry,2013, n.,ambulette,December
new word entry,2013, n. and adj.,Apennine,December
new word entry,2013, adj.,aplitic,December
new word entry,2013, n.,aplome,December
new word entry,2013, n. and adj.,Aspie,December
new word entry,2013, n.1,Ba,December
new word entry,2013, n.,badassery,December
new word entry,2013, n.,baryonium,December
new word entry,2013, n.,Be,December
new word entry,2013, n.,beauty parade,December
new word entry,2013, adj. and int.,beauty,December
new sub-entry,2015, n.,yarnstorm,June
new sub-entry,2015, v.,yarnstorm,June
new sub-entry,2015, n.,Yooper,June
new sub-entry,2015, adj. and n.,young at heart,June
new sub-entry,2015, n.,Young dewberry,June
new sub-entry,2015, n.,young gun,June
new sub-entry,2015, adj.,young-earth,June
new sub-entry,2015, n.,zama zama,June
new sub-entry,2015, adj.,zef,June
new sub-entry,2015, comb. form ,-going,June
new word sense,2015, n.,Antikythera mechanism,June
new word entry,2013, n.,Bh,December
new word entry,2013, n.1,Bi,December
new word entry,2013, n.2,Bk,December
new word entry,2013, n.,booshway,December
new word entry,2013, adj.,bosonic,December
new word entry,2013, n.1,bourgeoise,December
new word entry,2013, n. and adj.,Bourguignon,December
new word entry,2013, n.,Bourguignonne,December
new word sense,2015, int.,arr,June
new word sense,2015, n.,audax,June
new word sense,2015, v.,autotune,June
new word sense,2015, adj.,autotuned,June
new word sense,2015, n.,backronym,June
new word sense,2015, int.,bahala na,June
new word sense,2015, n.,balikbayan,June
new word sense,2015, n.,baon,June
new word sense,2015, n.,barangay,June
new word sense,2015, n.,barkada,June
new word entry,2013, n.,Br,December
new word entry,2013, adj.2,buff,December
new word entry,2013, adj.2,buffed,December
new word entry,2013, n.,bureau de change,December
new word entry,2013, n.,bureau plat,December
new word entry,2013, n.,bureaucratese,December
new word entry,2013, n.2,Burgess,December
new word entry,2013, adj.,calamitic,December
new word entry,2013, n.,carnitas,December
new word entry,2013, n.2,chica,December
new word entry,2013, n.,Childline,December
new word entry,2013, n.,cocoa cake,December
new word sense,2015, n.,barong tagalog,June
new word sense,2015, n.,barong,June
new word sense,2015, n.,barot saya,June
new word sense,2015, n.,batchmate,June
new word sense,2015, n.,bhelpuri,June
new word sense,2015, n.,biomethane,June
new word sense,2015, n.,birdhouse,June
new word sense,2015, n.,blazar,June
new word sense,2015, n. and adj.,blue star,June
new word sense,2015, n.,bluff charge,June
new word sense,2015, v.,bluff-charge,June
new word sense,2015, n.,bluff-charging,June
new word sense,2015, n.,Blu-ray,June
new word entry,2013, adv.,colore officii,December
new word entry,2013, n.,cramdown,December
new word entry,2013, n.,cravatting,December
new word entry,2013, n.,cream pie,December
new word entry,2013, n.,credentialism,December
new word entry,2013, n.3,dap,December
new word entry,2013, n.,darmstadtium,December
new word entry,2013, n.,Db,December
new word entry,2013, n.,Di,December
new word entry,2013, n.,diplogen,December
new word entry,2013, n.2,disc file,December
new word sense,2015, n.,boiler room,June
new word sense,2015, n.,brle,June
new word sense,2015, v.,brle,June
new word sense,2015, n.,bukkake,June
new word sense,2015, n.,buko,June
new word sense,2015, n.,camming,June
new word sense,2015, n.,carcade,June
new word sense,2015, v.,carnap,June
new word entry,2013, adj.,disc,December
new word entry,2013, adj.,discardable,December
new word entry,2013, n.,discectomy,December
new word entry,2013, n.,discerptor,December
new word entry,2013, n.,dischargement,December
new word entry,2013, n.,disclination,December
new word entry,2013, n.,discloistering,December
new word entry,2013, adj.,disclosable,December
new word entry,2013, adj.,disclosive,December
new word entry,2013, n.2,disclusion,December
new word entry,2013, n.,Discman,December
new word entry,2013, n.2,disco,December
new word entry,2013, adj.,discofied,December
new word sense,2015, n.,carnapper,June
new word sense,2015, n.,carnapping,June
new word sense,2015, v.,chiffonade,June
new word sense,2015, adj.,chiffonaded,June
new word sense,2015, n.,choss,June
new word sense,2015, adj.,chossy,June
new word sense,2015, n. and adj.,Christianist,June
new word sense,2015, n.,churidar,June
new word sense,2015, adj. and n.,cisgender,June
new word sense,2015, n.,cluster,June
new word sense,2015, n.,coasteering,June
new word entry,2013, adj.,discographic,December
new word entry,2013, v.,discolourize | discolorize,December
new word entry,2013, n.,discommoning,December
new word entry,2013, n.,discommonizing,December
new word entry,2013, n.,discomposing,December
new word entry,2013, n.,discomycete,December
new word entry,2013, n.,disconceit,December
new word entry,2013, adj.,disconfirmatory,December
new word entry,2013, adj.,disconformed,December
new word entry,2013, adj.,disconnecting,December
new word entry,2013, adj.,discordious,December
new word entry,2013, adj.,discotic,December
new word entry,2013, n.,discount rate,December
new word sense,2015, n.,colourism | colorism,June
new word sense,2015, v.,comedize,June
new word sense,2015, adj.,comedogenic,June
new word sense,2015, n.,comedy of errors,June
new word sense,2015, v.,comigrate,June
new word sense,2015, n.,comix,June
new word sense,2015, adj.,coreferential,June
new word sense,2015, n.,crokinole,June
new word sense,2015, v.,crowdfund,June
new word entry,2013, n.,discoupling,December
new word entry,2013, adj.,discoursal,December
new word entry,2013, n.1,discoverture,December
new word entry,2013, n.,discreditation,December
new word entry,2013, n.,discrimen,December
new word entry,2013, n.,discriminandum,December
new word entry,2013, v.,disocclude,December
new word entry,2013, n.,disocclusion,December
new word sense,2015, adj.,crowdfunded,June
new word sense,2015, n.,crowdfunding,June
new word sense,2015, n.,cyclogenesis,June
new word sense,2015, n.,cyclosportive,June
new word sense,2015, n.,dartboard,June
new word sense,2015, n.,decidualization,June
new word sense,2015, adj.,decidualized,June
new word sense,2015, n.2,decim,June
new word sense,2015, v.,decision,June
new word sense,2015, n.,declutter,June
new word sense,2015, v.,declutter,June
new word sense,2015, n.,decluttering,June
new word entry,2013, n.,Ds,December
new word entry,2013, n.1,Dy,December
new word entry,2013, n.,embarras de choix,December
new word entry,2013, n.,emoji,December
new word entry,2013, n.,Er,December
new word entry,2013, n.2,Es,December
new word entry,2013, n.,Eu,December
new word entry,2013, adj. and n.,eutopian,December
new word entry,2013, n.1,fair green,December
new word entry,2013, n.2,fair green,December
new word entry,2013, v.,fair trade,December
new word entry,2013, n.,fair trading,December
new word entry,2013, adj.,fair-traded,December
new word sense,2015, n.,depanneur,June
new word sense,2015, n.,despedida,June
new word sense,2015, n.,dhaba,June
new word sense,2015, n.,diabulimia,June
new word sense,2015, n.,dog whistle,June
new word sense,2015, n.,double-double,June
new word sense,2015, n.,downtick,June
new word sense,2015, n.1,drumble,June
new word sense,2015, adj.1,drumbling,June
new word sense,2015, n.,drumette,June
new word sense,2015, n.,e-cig,June
new word sense,2015, n.,e-cigarette,June
new word entry,2013, n.1,fairwater,December
new word entry,2013, n.,fairy chess,December
new word entry,2013, n.,familiarizing,December
new word entry,2013, n.,family court,December
new word entry,2013, n.,family medicine,December
new word entry,2013, n.,family silver,December
new word entry,2013, n.,familyhood,December
new word entry,2013, adj. and adv.,family-style,December
new word entry,2013, n. fermionic,Fe,December
new word entry,2013, n.,Fm,December
new word entry,2013, n.,Fr,December
new word entry,2013, n.,general discharge,December
new word sense,2015, n.,ecotown,June
new word sense,2015, n.,e-edition,June
new word sense,2015, n. and int.,eh up,June
new word sense,2015, n.,eliminationism,June
new word sense,2015, n. and adj.,eliminationist,June
new word sense,2015, n.,emerg,June
new word sense,2015, n.,Enviropig,June
new word sense,2015, n.,epazote,June
new word sense,2015, n.,Eris,June
new word sense,2015, n.,e-skin,June
new word sense,2015, n.,estafa,June
new word sense,2015, n.,e-toll,June
new word sense,2015, n.,externship,June
new word entry,2013, n.,gracilization,December
new word entry,2013, n.,gravitino,December
new word entry,2013, n.,guac,December
new word entry,2013, n.4,Ha,December
new word entry,2013, n.3,hap,December
new word entry,2013, n. and adj.,hapa haole,December
new word entry,2013, adv.,hapa,December
new word entry,2013, adj.,hapaxanthic,December
new word entry,2013, adj. and n.,haplochromine,December
new word entry,2013, n.,haploidization,December
new word entry,2013, adj.,haplotypic,December
new word entry,2013, n.,happy slap,December
new word sense,2015, int.,fap fap fap,June
new word sense,2015, v.,fap,June
new word sense,2015, n.,fava,June
new word sense,2015, n.,federal fund,June
new word sense,2015, adj. and n.,feed-in,June
new word sense,2015, adj. and n.,flocculant,June
new word sense,2015, n.,FLOTUS,June
new word sense,2015, n.,forensic science,June
new word sense,2015, n.,forensics,June
new word sense,2015, adj.,fratty,June
new word sense,2015, adj. and n.,freegan,June
new word sense,2015, n. (and adj.),Furol,June
new word sense,2015, n.,ganache,June
new word entry,2013, v.,happy slap,December
new word entry,2013, n.,happy slapper,December
new word entry,2013, n.,happy slapping,December
new word entry,2013, adj.,happy-slappy,December
new word entry,2013, n.2,He,December
new word entry,2013, n.,Hf,December
new word entry,2013, n.,Hg,December
new word entry,2013, n.,Higgs,December
new word entry,2013, n.,His,December
new word sense,2015, n.,gharara,June
new word sense,2015, n.,ghrelin,June
new word sense,2015, n.,go fish,June
new word sense,2015, adj.,goey,June
new word sense,2015, adj.,go-for-broke,June
new word sense,2015, adj.,go-for-it,June
new word sense,2015, n.,go-harvest,June
new word sense,2015, adv.,going away,June
new word sense,2015, adj.,going-about,June
new word entry,2013, n.5,Ho,December
new word entry,2013, adj.,house-made,December
new word entry,2013, n.,Hs,December
new word entry,2013, n.2,Ile,December
new word entry,2013, n.2,In,December
new word entry,2013, n.,Ir,December
new word entry,2013, v.,jousten,December
new word entry,2013, n.,Judaica,December
new word entry,2013, adj.,juddery,December
new word entry,2013, n.,Judezmo,December
new word sense,2015, v.,gointer,June
new word sense,2015, n.,go-juice,June
new word sense,2015, v.,gon,June
new word sense,2015, int. and n.,gone away,June
new word sense,2015, v.,gowa,June
new word sense,2015, n.,Gran Fondo,June
new word sense,2015, n.,grow-op,June
new word sense,2015, v.,gunna,June
new word sense,2015, n.,H2O,June
new word sense,2015, v.,half-ass,June
new word sense,2015, n.,halo-halo,June
new word sense,2015, adj.,handsy,June
new word sense,2015, int. (and n.),har de har,June
new word sense,2015, n.,hard launch,June
new word sense,2015, v.,hard launch,June
new word sense,2015, n.,hard plastic,June
new word sense,2015, n.2,hard rocker,June
new word sense,2015, adv.,hard-arse,June
new word sense,2015, adj.,hard-arsed,June
new word sense,2015, adj. and n.,hardbill,June
new word sense,2015, adj.,hard-bodied,June
new word sense,2015, v.,hard-code,June
new word sense,2015, adj.,hard-coded,June
new word sense,2015, adj.,hardenable,June
new word sense,2015, n.1,hardrocker,June
new word sense,2015, v.,hardship,June
new word sense,2015, n.,hardware woman,June
new word sense,2015, adj.,hardwire,June
new word sense,2015, n.,hardwiring,June
new word sense,2015, n.,hardyhead,June
new word sense,2015, n.,Hardy-Weinberg,June
new word sense,2015, n. and adj.,heterokont,June
new word sense,2015, n.4,hex,June
new word sense,2015, n.,Homo economicus,June
new word sense,2015, n.,hot mess,June
new word sense,2015, int.,howay,June
new word sense,2015, adj.,hyperlocal,June
new word sense,2015, adj. and n.,hyphy,June
new word sense,2015, n.,incharge,June
new word sense,2015, n.,injera,June
new word sense,2015, adj.,interleading,June
new word sense,2015, n.,internal membrane,June
new word sense,2015, n.,internalism,June
new word sense,2015, n. and adj.,internalist,June
new word sense,2015, n.,Internaut,June
new word sense,2015, n.,internegative,June
new word sense,2015, n.2,interpositive,June
new word sense,2015, n.,intersectionality,June
new word sense,2015, n.,Interweb,June
new word sense,2015, n.,inukshuk,June
new word sense,2015, adj.,jank,June
new word sense,2015, n.,JavaScript,June
new word sense,2015, n.,jeggings,June
new word sense,2015, n.,kettlebell,June
new word sense,2015, n. and adj.,kikay,June
new word sense,2015, int. (and adj.),KKB,June
new word sense,2015, n.,koozie,June
new word sense,2015, n.,kryptonite,June
new word sense,2015, n.,kuya,June
new word sense,2015, n.2,lede,June
new word sense,2015, int.,mabuhay,June
new word sense,2015, adv. and adj.,mahala,June
new word sense,2015, n.,Mamil,June
new word sense,2015, n.,mangia-cake,June
new word sense,2015, n.,Marco Polo,June
new word sense,2015, n.,Masshole,June
new word entry,2015, n. and adj.,Antonite,December
new word sense,2015, int. and adj.,meh,June
new word sense,2015, n.,merry-go-around,June
new word sense,2015, n.,mini-stroke,June
new word sense,2015, n.,Morgellons,June
new word sense,2015, n.,nanodiamond,June
new word sense,2015, adj.,nanosized,June
new word sense,2015, n.2,netbook,June
new word sense,2015, adj. and n.,North Korean,June
new word sense,2015, adj. and adv.,off-grid,June
new word entry,2015, n.,bank switching,December
new word entry,2015, n.,bankability,December
new word entry,2015, n.,bankroller,December
new word entry,2015, n.1,bankster,December
new word entry,2015, n.2,bankster,December
new word entry,2015, v.,bank-switch,December
new word entry,2015, adj.,bank-switched,December
new word entry,2015, n.,batfish,December
new word entry,2015, n.,Belgae,December
