Hourly Wages,1 Adult,1 Adult 1 Child,1 Adult 2 Children,1 Adult 3 Children,2 Adults (One Working),2 Adults (One Working) 1 Child,2 Adults (One Working) 2 Children,2 Adults (One Working) 3 Children,2 Adults,2 Adults 1 Child,2 Adults 2 Children,2 Adults 3 Children,FIPS Code,Location,year
Living Wage,$11.03,$24.01,$29.37,$37.81,$18.28,$22.33,$24.82,$28.70,$9.14,$13.23,$15.99,$19.45,27037,"Dakota County, Minnesota",2015
Living Wage,$10.76,$23.23,$28.60,$36.32,$17.34,$21.56,$24.04,$27.21,$8.67,$12.84,$15.60,$18.71,27039,"Dodge County, Minnesota",2015
Living Wage,$9.71,$21.80,$27.16,$34.49,$16.26,$20.12,$22.61,$25.38,$8.13,$12.13,$14.89,$17.79,27041,"Douglas County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$34.84,$16.39,$20.03,$22.52,$25.73,$8.20,$12.08,$14.84,$17.97,27043,"Faribault County, Minnesota",2015
Living Wage,$10.23,$21.71,$27.07,$34.68,$16.62,$20.03,$22.52,$25.57,$8.31,$12.08,$14.84,$17.88,27045,"Fillmore County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$33.88,$16.19,$20.03,$22.52,$24.77,$8.10,$12.08,$14.84,$17.49,27047,"Freeborn County, Minnesota",2015
Living Wage,$10.04,$22.43,$27.79,$35.83,$16.73,$20.75,$23.24,$26.72,$8.36,$12.44,$15.20,$18.46,27049,"Goodhue County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$34.84,$16.63,$20.03,$22.52,$25.73,$8.31,$12.08,$14.84,$17.97,27051,"Grant County, Minnesota",2015
Living Wage,$11.03,$24.01,$29.37,$37.81,$18.28,$22.33,$24.82,$28.70,$9.14,$13.23,$15.99,$19.45,27053,"Hennepin County, Minnesota",2015
Living Wage,$9.67,$22.26,$27.62,$35.26,$16.63,$20.59,$23.07,$26.15,$8.31,$12.36,$15.12,$18.17,27055,"Houston County, Minnesota",2015
Living Wage,$9.58,$21.71,$27.07,$34.77,$16.19,$20.03,$22.52,$25.66,$8.10,$12.08,$14.84,$17.93,27057,"Hubbard County, Minnesota",2015
Living Wage,$11.03,$24.01,$29.37,$37.81,$18.28,$22.33,$24.82,$28.70,$9.14,$13.23,$15.99,$19.45,27059,"Isanti County, Minnesota",2015
Living Wage,$9.74,$22.38,$27.74,$34.72,$16.69,$20.70,$23.19,$25.61,$8.34,$12.42,$15.18,$17.90,27061,"Itasca County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$34.64,$16.35,$20.03,$22.52,$25.53,$8.17,$12.08,$14.84,$17.86,27063,"Jackson County, Minnesota",2015
Living Wage,$10.06,$22.35,$27.71,$35.08,$16.67,$20.67,$23.16,$25.97,$8.33,$12.40,$15.16,$18.08,27065,"Kanabec County, Minnesota",2015
Living Wage,$9.98,$21.76,$27.12,$33.97,$16.25,$20.08,$22.57,$24.86,$8.13,$12.11,$14.87,$17.53,27067,"Kandiyohi County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$34.53,$16.63,$20.03,$22.52,$25.43,$8.31,$12.08,$14.84,$17.81,27069,"Kittson County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$33.88,$16.19,$20.03,$22.52,$24.77,$8.10,$12.08,$14.84,$17.49,27071,"Koochiching County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$33.88,$16.19,$20.03,$22.52,$24.77,$8.10,$12.08,$14.84,$17.49,27073,"Lac qui Parle County, Minnesota",2015
Living Wage,$9.86,$22.30,$27.66,$35.45,$16.63,$20.62,$23.10,$26.34,$8.31,$12.37,$15.13,$18.27,27075,"Lake County, Minnesota",2015
Living Wage,$9.67,$21.76,$27.12,$33.95,$16.23,$20.08,$22.57,$24.84,$8.12,$12.11,$14.87,$17.52,27077,"Lake of the Woods County, Minnesota",2015
Living Wage,$9.67,$21.76,$27.12,$33.96,$16.23,$20.08,$22.57,$24.85,$8.12,$12.11,$14.87,$17.53,27079,"Le Sueur County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$33.88,$16.63,$20.03,$22.52,$24.77,$8.31,$12.08,$14.84,$17.49,27081,"Lincoln County, Minnesota",2015
Living Wage,$9.99,$21.71,$27.07,$34.84,$16.27,$20.03,$22.52,$25.73,$8.14,$12.08,$14.84,$17.97,27083,"Lyon County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$33.88,$16.19,$20.03,$22.52,$24.77,$8.10,$12.08,$14.84,$17.49,27087,"Mahnomen County, Minnesota",2015
Living Wage,$10.13,$21.71,$27.07,$34.46,$16.44,$20.03,$22.52,$25.35,$8.22,$12.08,$14.84,$17.77,27089,"Marshall County, Minnesota",2015
Living Wage,$9.37,$21.74,$27.10,$33.92,$16.22,$20.06,$22.55,$24.81,$8.11,$12.10,$14.86,$17.51,27091,"Martin County, Minnesota",2015
Living Wage,$10.20,$21.94,$27.31,$34.76,$16.47,$20.27,$22.75,$25.65,$8.23,$12.20,$14.96,$17.92,27085,"McLeod County, Minnesota",2015
Living Wage,$9.64,$22.21,$27.57,$34.51,$16.97,$20.53,$23.02,$25.40,$8.49,$12.33,$15.09,$17.80,27093,"Meeker County, Minnesota",2015
Living Wage,$9.68,$22.28,$27.64,$34.59,$16.76,$20.60,$23.08,$25.48,$8.38,$12.36,$15.12,$17.84,27095,"Mille Lacs County, Minnesota",2015
Living Wage,$10.05,$21.71,$27.07,$34.06,$16.32,$20.03,$22.52,$24.95,$8.16,$12.08,$14.84,$17.57,27097,"Morrison County, Minnesota",2015
Living Wage,$9.83,$21.99,$27.35,$34.68,$16.51,$20.31,$22.80,$25.58,$8.25,$12.22,$14.98,$17.89,27099,"Mower County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$33.88,$16.63,$20.03,$22.52,$24.77,$8.31,$12.08,$14.84,$17.49,27101,"Murray County, Minnesota",2015
Living Wage,$10.51,$22.76,$28.12,$35.86,$17.28,$21.08,$23.57,$26.75,$8.64,$12.61,$15.37,$18.47,27103,"Nicollet County, Minnesota",2015
Living Wage,$10.23,$21.71,$27.07,$34.84,$16.63,$20.03,$22.52,$25.73,$8.31,$12.08,$14.84,$17.97,27105,"Nobles County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$34.84,$16.21,$20.03,$22.52,$25.73,$8.10,$12.08,$14.84,$17.97,27107,"Norman County, Minnesota",2015
Living Wage,$10.76,$23.23,$28.60,$36.32,$17.34,$21.56,$24.04,$27.21,$8.67,$12.84,$15.60,$18.71,27109,"Olmsted County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$34.64,$16.43,$20.03,$22.52,$25.54,$8.22,$12.08,$14.84,$17.87,27111,"Otter Tail County, Minnesota",2015
Living Wage,$9.35,$21.71,$27.07,$33.88,$16.19,$20.03,$22.52,$24.77,$8.10,$12.08,$14.84,$17.49,27113,"Pennington County, Minnesota",2015
Living Wage,$10.20,$22.55,$27.91,$35.26,$17.00,$20.87,$23.36,$26.15,$8.50,$12.50,$15.26,$18.17,27115,"Pine County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$34.83,$16.63,$20.03,$22.52,$25.72,$8.31,$12.08,$14.84,$17.96,27117,"Pipestone County, Minnesota",2015
Living Wage,$9.73,$22.20,$27.57,$35.00,$16.60,$20.53,$23.01,$25.90,$8.30,$12.33,$15.09,$18.05,27119,"Polk County, Minnesota",2015
Living Wage,$9.93,$22.15,$27.51,$34.44,$16.52,$20.47,$22.96,$25.33,$8.26,$12.30,$15.06,$17.76,27121,"Pope County, Minnesota",2015
Living Wage,$11.03,$24.01,$29.37,$37.81,$18.28,$22.33,$24.82,$28.70,$9.14,$13.23,$15.99,$19.45,27123,"Ramsey County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$34.64,$16.35,$20.03,$22.52,$25.54,$8.17,$12.08,$14.84,$17.87,27125,"Red Lake County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$34.30,$16.19,$20.03,$22.52,$25.19,$8.10,$12.08,$14.84,$17.69,27127,"Redwood County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$33.88,$16.60,$20.03,$22.52,$24.77,$8.30,$12.08,$14.84,$17.49,27129,"Renville County, Minnesota",2015
Living Wage,$10.13,$23.03,$28.39,$36.66,$17.17,$21.35,$23.84,$27.55,$8.59,$12.74,$15.50,$18.87,27131,"Rice County, Minnesota",2015
Living Wage,$9.93,$21.71,$27.07,$33.88,$16.19,$20.03,$22.52,$24.77,$8.10,$12.08,$14.84,$17.49,27133,"Rock County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$33.88,$16.19,$20.03,$22.52,$24.77,$8.10,$12.08,$14.84,$17.49,27135,"Roseau County, Minnesota",2015
Living Wage,$11.03,$24.01,$29.37,$37.81,$18.28,$22.33,$24.82,$28.70,$9.14,$13.23,$15.99,$19.45,27139,"Scott County, Minnesota",2015
Living Wage,$11.03,$24.01,$29.37,$37.81,$18.28,$22.33,$24.82,$28.70,$9.14,$13.23,$15.99,$19.45,27141,"Sherburne County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$34.84,$16.39,$20.03,$22.52,$25.73,$8.20,$12.08,$14.84,$17.97,27143,"Sibley County, Minnesota",2015
Living Wage,$10.66,$22.23,$27.59,$34.89,$17.03,$20.55,$23.04,$25.78,$8.51,$12.34,$15.10,$17.99,27145,"Stearns County, Minnesota",2015
Living Wage,$9.70,$22.30,$27.66,$35.26,$16.85,$20.62,$23.11,$26.15,$8.43,$12.38,$15.14,$18.17,27147,"Steele County, Minnesota",2015
Living Wage,$10.17,$21.71,$27.07,$33.88,$16.44,$20.03,$22.52,$24.77,$8.22,$12.08,$14.84,$17.49,27149,"Stevens County, Minnesota",2015
Living Wage,$9.97,$22.44,$27.80,$35.08,$16.84,$20.76,$23.25,$25.97,$8.42,$12.45,$15.21,$18.08,27137,"St. Louis County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$34.83,$16.19,$20.03,$22.52,$25.73,$8.10,$12.08,$14.84,$17.96,27151,"Swift County, Minnesota",2015
Living Wage,$9.90,$22.10,$27.46,$35.28,$16.49,$20.42,$22.91,$26.18,$8.24,$12.28,$15.04,$18.19,27153,"Todd County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$33.88,$16.19,$20.03,$22.52,$24.77,$8.10,$12.08,$14.84,$17.49,27155,"Traverse County, Minnesota",2015
Living Wage,$10.19,$21.71,$27.07,$34.84,$16.46,$20.03,$22.52,$25.73,$8.23,$12.08,$14.84,$17.97,27157,"Wabasha County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$34.18,$16.62,$20.03,$22.52,$25.07,$8.31,$12.08,$14.84,$17.64,27159,"Wadena County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$34.84,$16.19,$20.03,$22.52,$25.73,$8.10,$12.08,$14.84,$17.97,27161,"Waseca County, Minnesota",2015
Living Wage,$11.03,$24.01,$29.37,$37.81,$18.28,$22.33,$24.82,$28.70,$9.14,$13.23,$15.99,$19.45,27163,"Washington County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$34.84,$16.22,$20.03,$22.52,$25.73,$8.11,$12.08,$14.84,$17.97,27165,"Watonwan County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$34.30,$16.26,$20.03,$22.52,$25.19,$8.13,$12.08,$14.84,$17.69,27167,"Wilkin County, Minnesota",2015
Living Wage,$9.77,$21.92,$27.28,$34.48,$16.48,$20.24,$22.73,$25.37,$8.24,$12.19,$14.95,$17.78,27169,"Winona County, Minnesota",2015
Living Wage,$11.03,$24.01,$29.37,$37.81,$18.28,$22.33,$24.82,$28.70,$9.14,$13.23,$15.99,$19.45,27171,"Wright County, Minnesota",2015
Living Wage,$9.64,$21.71,$27.07,$34.83,$16.25,$20.03,$22.52,$25.72,$8.13,$12.08,$14.84,$17.96,27173,"Yellow Medicine County, Minnesota",2015
Living Wage,$9.97,$22.44,$27.80,$35.08,$16.84,$20.76,$23.25,$25.97,$8.11,$12.45,$15.21,$18.08,20260,"Duluth, MN",2015
Living Wage,$10.51,$22.76,$28.12,$35.86,$17.28,$21.08,$23.57,$26.75,$8.38,$12.61,$15.37,$18.47,31860,"Mankato-North Mankato, MN",2015
Living Wage,$11.00,$23.97,$29.33,$37.74,$18.25,$22.29,$24.78,$28.63,$8.62,$13.21,$15.97,$19.41,33460,"Minneapolis-St. Paul-Bloomington, MN",2015
Living Wage,$10.65,$22.93,$28.29,$36.01,$17.18,$21.25,$23.74,$26.90,$8.45,$12.69,$15.45,$18.55,40340,"Rochester, MN",2015
Living Wage,$10.66,$22.23,$27.59,$34.89,$17.03,$20.55,$23.04,$25.78,$8.45,$12.34,$15.10,$17.99,41060,"St. Cloud, MN",2015
Living Wage,$9.80,$20.02,$23.14,$28.11,$16.93,$20.28,$22.69,$25.32,$8.46,$11.19,$12.84,$14.59,28,Mississippi,2015
Living Wage,$9.53,$19.70,$22.82,$27.64,$16.81,$19.95,$22.37,$24.85,$8.40,$11.03,$12.68,$14.35,28001,"Adams County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.47,$16.58,$19.69,$22.11,$24.68,$8.29,$10.89,$12.54,$14.27,28003,"Alcorn County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.50,$16.58,$19.69,$22.11,$24.71,$8.29,$10.89,$12.54,$14.29,28005,"Amite County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.94,$16.58,$19.69,$22.11,$25.15,$8.29,$10.89,$12.54,$14.51,28007,"Attala County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.18,$16.58,$19.69,$22.11,$24.39,$8.29,$10.89,$12.54,$14.13,28009,"Benton County, Mississippi",2015
Living Wage,$9.56,$19.44,$22.55,$27.02,$16.16,$19.69,$22.11,$24.23,$8.08,$10.89,$12.54,$14.04,28011,"Bolivar County, Mississippi",2015
Living Wage,$9.00,$19.44,$22.55,$27.69,$16.21,$19.69,$22.11,$24.90,$8.10,$10.89,$12.54,$14.38,28013,"Calhoun County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.77,$16.50,$19.69,$22.11,$24.98,$8.25,$10.89,$12.54,$14.42,28015,"Carroll County, Mississippi",2015
Living Wage,$9.10,$19.44,$22.55,$27.02,$16.16,$19.69,$22.11,$24.23,$8.08,$10.89,$12.54,$14.04,28017,"Chickasaw County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.94,$16.39,$19.69,$22.11,$25.15,$8.19,$10.89,$12.54,$14.51,28019,"Choctaw County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.32,$16.58,$19.69,$22.11,$24.53,$8.29,$10.89,$12.54,$14.20,28021,"Claiborne County, Mississippi",2015
Living Wage,$9.41,$19.53,$22.64,$28.07,$16.66,$19.78,$22.20,$25.28,$8.33,$10.94,$12.59,$14.57,28023,"Clarke County, Mississippi",2015
Living Wage,$9.58,$19.78,$22.89,$27.45,$16.41,$20.03,$22.45,$24.66,$8.21,$11.07,$12.72,$14.26,28025,"Clay County, Mississippi",2015
Living Wage,$9.05,$19.51,$22.63,$27.12,$16.65,$19.77,$22.18,$24.32,$8.32,$10.93,$12.58,$14.09,28027,"Coahoma County, Mississippi",2015
Living Wage,$9.62,$20.48,$23.59,$28.32,$17.38,$20.73,$23.15,$25.52,$8.69,$11.42,$13.07,$14.69,28029,"Copiah County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.94,$16.50,$19.69,$22.11,$25.15,$8.25,$10.89,$12.54,$14.51,28031,"Covington County, Mississippi",2015
Living Wage,$10.60,$20.82,$23.93,$29.40,$17.75,$21.07,$23.49,$26.61,$8.87,$11.59,$13.23,$15.23,28033,"DeSoto County, Mississippi",2015
Living Wage,$10.16,$20.21,$23.32,$28.44,$16.93,$20.46,$22.88,$25.65,$8.47,$11.28,$12.93,$14.75,28035,"Forrest County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.94,$16.16,$19.69,$22.11,$25.15,$8.08,$10.89,$12.54,$14.51,28037,"Franklin County, Mississippi",2015
Living Wage,$10.44,$20.24,$23.36,$28.65,$17.04,$20.50,$22.91,$25.86,$8.52,$11.30,$12.95,$14.86,28039,"George County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.94,$16.33,$19.69,$22.11,$25.15,$8.16,$10.89,$12.54,$14.51,28041,"Greene County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.08,$16.55,$19.69,$22.11,$24.29,$8.27,$10.89,$12.54,$14.08,28043,"Grenada County, Mississippi",2015
Living Wage,$10.85,$20.66,$23.77,$28.76,$17.56,$20.91,$23.33,$25.97,$8.78,$11.51,$13.16,$14.91,28045,"Hancock County, Mississippi",2015
Living Wage,$10.85,$20.66,$23.77,$28.76,$17.56,$20.91,$23.33,$25.97,$8.78,$11.51,$13.16,$14.91,28047,"Harrison County, Mississippi",2015
Living Wage,$9.62,$20.48,$23.59,$28.32,$17.38,$20.73,$23.15,$25.52,$8.69,$11.42,$13.07,$14.69,28049,"Hinds County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.02,$16.58,$19.69,$22.11,$24.23,$8.29,$10.89,$12.54,$14.04,28051,"Holmes County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.87,$16.16,$19.69,$22.11,$25.08,$8.08,$10.89,$12.54,$14.47,28053,"Humphreys County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.94,$16.50,$19.69,$22.11,$25.15,$8.25,$10.89,$12.54,$14.51,28055,"Issaquena County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.94,$16.58,$19.69,$22.11,$25.15,$8.29,$10.89,$12.54,$14.51,28057,"Itawamba County, Mississippi",2015
Living Wage,$10.44,$20.24,$23.36,$28.65,$17.04,$20.50,$22.91,$25.86,$8.52,$11.30,$12.95,$14.86,28059,"Jackson County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.94,$16.58,$19.69,$22.11,$25.15,$8.29,$10.89,$12.54,$14.51,28061,"Jasper County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.45,$16.16,$19.69,$22.11,$24.66,$8.08,$10.89,$12.54,$14.26,28063,"Jefferson County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.94,$16.25,$19.69,$22.11,$25.15,$8.12,$10.89,$12.54,$14.51,28065,"Jefferson Davis County, Mississippi",2015
Living Wage,$9.49,$20.26,$23.37,$28.16,$17.27,$20.51,$22.93,$25.37,$8.64,$11.31,$12.95,$14.61,28067,"Jones County, Mississippi",2015
Living Wage,$9.40,$19.51,$22.63,$27.12,$16.22,$19.77,$22.18,$24.32,$8.11,$10.93,$12.58,$14.09,28069,"Kemper County, Mississippi",2015
Living Wage,$10.32,$20.86,$23.97,$28.95,$17.47,$21.11,$23.53,$26.16,$8.73,$11.60,$13.25,$15.01,28071,"Lafayette County, Mississippi",2015
Living Wage,$10.16,$20.21,$23.32,$28.44,$16.93,$20.46,$22.88,$25.65,$8.47,$11.28,$12.93,$14.75,28073,"Lamar County, Mississippi",2015
Living Wage,$9.79,$20.07,$23.19,$28.67,$17.12,$20.33,$22.74,$25.88,$8.56,$11.21,$12.86,$14.87,28075,"Lauderdale County, Mississippi",2015
Living Wage,$9.44,$19.57,$22.69,$27.19,$16.70,$19.82,$22.24,$24.40,$8.35,$10.96,$12.61,$14.13,28077,"Lawrence County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.51,$16.58,$19.69,$22.11,$24.72,$8.29,$10.89,$12.54,$14.29,28079,"Leake County, Mississippi",2015
Living Wage,$9.10,$19.61,$22.72,$27.72,$16.72,$19.86,$22.27,$24.92,$8.36,$10.98,$12.63,$14.39,28081,"Lee County, Mississippi",2015
Living Wage,$9.88,$19.46,$22.57,$27.05,$16.54,$19.71,$22.13,$24.26,$8.27,$10.91,$12.56,$14.06,28083,"Leflore County, Mississippi",2015
Living Wage,$9.32,$19.44,$22.55,$27.31,$16.16,$19.69,$22.11,$24.51,$8.08,$10.89,$12.54,$14.19,28085,"Lincoln County, Mississippi",2015
Living Wage,$9.31,$19.52,$22.63,$27.76,$16.65,$19.77,$22.19,$24.97,$8.33,$10.94,$12.59,$14.42,28087,"Lowndes County, Mississippi",2015
Living Wage,$9.62,$20.48,$23.59,$28.32,$17.38,$20.73,$23.15,$25.52,$8.69,$11.42,$13.07,$14.69,28089,"Madison County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.02,$16.35,$19.69,$22.11,$24.23,$8.18,$10.89,$12.54,$14.04,28091,"Marion County, Mississippi",2015
Living Wage,$9.70,$19.62,$22.73,$28.05,$16.29,$19.87,$22.29,$25.26,$8.15,$10.99,$12.63,$14.56,28093,"Marshall County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.16,$16.16,$19.69,$22.11,$24.36,$8.08,$10.89,$12.54,$14.11,28095,"Monroe County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.66,$16.50,$19.69,$22.11,$24.87,$8.25,$10.89,$12.54,$14.36,28097,"Montgomery County, Mississippi",2015
Living Wage,$9.39,$19.49,$22.60,$27.49,$16.55,$19.74,$22.16,$24.70,$8.28,$10.92,$12.57,$14.28,28099,"Neshoba County, Mississippi",2015
Living Wage,$9.50,$19.66,$22.77,$27.95,$16.32,$19.91,$22.33,$25.16,$8.16,$11.01,$12.65,$14.51,28101,"Newton County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.94,$16.58,$19.69,$22.11,$25.15,$8.29,$10.89,$12.54,$14.51,28103,"Noxubee County, Mississippi",2015
Living Wage,$10.41,$20.17,$23.28,$28.82,$17.17,$20.42,$22.84,$26.03,$8.58,$11.26,$12.91,$14.95,28105,"Oktibbeha County, Mississippi",2015
Living Wage,$9.36,$19.44,$22.56,$27.53,$16.59,$19.69,$22.11,$24.74,$8.29,$10.90,$12.55,$14.30,28107,"Panola County, Mississippi",2015
Living Wage,$9.49,$19.63,$22.74,$28.19,$16.30,$19.88,$22.30,$25.39,$8.15,$10.99,$12.64,$14.63,28109,"Pearl River County, Mississippi",2015
Living Wage,$10.16,$20.21,$23.32,$28.44,$16.93,$20.46,$22.88,$25.65,$8.47,$11.28,$12.93,$14.75,28111,"Perry County, Mississippi",2015
Living Wage,$9.51,$19.67,$22.78,$27.31,$16.33,$19.92,$22.34,$24.52,$8.17,$11.01,$12.66,$14.19,28113,"Pike County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.45,$16.16,$19.69,$22.11,$24.66,$8.08,$10.89,$12.54,$14.26,28115,"Pontotoc County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.62,$16.35,$19.69,$22.11,$24.83,$8.17,$10.89,$12.54,$14.35,28117,"Prentiss County, Mississippi",2015
Living Wage,$9.00,$19.44,$22.55,$27.02,$16.58,$19.69,$22.11,$24.23,$8.29,$10.89,$12.54,$14.04,28119,"Quitman County, Mississippi",2015
Living Wage,$9.62,$20.48,$23.59,$28.32,$17.38,$20.73,$23.15,$25.52,$8.69,$11.42,$13.07,$14.69,28121,"Rankin County, Mississippi",2015
Living Wage,$9.00,$19.44,$22.55,$27.03,$16.33,$19.69,$22.11,$24.24,$8.16,$10.89,$12.54,$14.05,28123,"Scott County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.02,$16.58,$19.69,$22.11,$24.23,$8.29,$10.89,$12.54,$14.04,28125,"Sharkey County, Mississippi",2015
Living Wage,$9.00,$19.44,$22.55,$27.05,$16.58,$19.69,$22.11,$24.26,$8.29,$10.89,$12.54,$14.06,28127,"Simpson County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.02,$16.16,$19.69,$22.11,$24.23,$8.08,$10.89,$12.54,$14.04,28129,"Smith County, Mississippi",2015
Living Wage,$10.85,$20.66,$23.77,$28.76,$17.56,$20.91,$23.33,$25.97,$8.78,$11.51,$13.16,$14.91,28131,"Stone County, Mississippi",2015
Living Wage,$9.41,$19.44,$22.55,$27.28,$16.16,$19.69,$22.11,$24.49,$8.08,$10.89,$12.54,$14.17,28133,"Sunflower County, Mississippi",2015
Living Wage,$9.86,$19.44,$22.55,$27.94,$16.58,$19.69,$22.11,$25.15,$8.29,$10.89,$12.54,$14.51,28135,"Tallahatchie County, Mississippi",2015
Living Wage,$10.01,$20.04,$23.15,$27.77,$16.61,$20.29,$22.71,$24.98,$8.30,$11.20,$12.85,$14.42,28137,"Tate County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.36,$16.58,$19.69,$22.11,$24.57,$8.29,$10.89,$12.54,$14.21,28139,"Tippah County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.87,$16.21,$19.69,$22.11,$25.08,$8.10,$10.89,$12.54,$14.47,28141,"Tishomingo County, Mississippi",2015
Living Wage,$10.06,$20.26,$23.37,$28.04,$16.76,$20.51,$22.93,$25.25,$8.38,$11.31,$12.95,$14.56,28143,"Tunica County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.94,$16.58,$19.69,$22.11,$25.15,$8.29,$10.89,$12.54,$14.51,28145,"Union County, Mississippi",2015
Living Wage,$9.56,$19.74,$22.85,$27.39,$16.74,$19.99,$22.41,$24.60,$8.37,$11.04,$12.69,$14.23,28147,"Walthall County, Mississippi",2015
Living Wage,$10.10,$19.88,$22.99,$27.58,$16.69,$20.13,$22.55,$24.79,$8.35,$11.12,$12.77,$14.32,28149,"Warren County, Mississippi",2015
Living Wage,$9.80,$19.44,$22.55,$27.64,$16.40,$19.69,$22.11,$24.85,$8.20,$10.89,$12.54,$14.35,28151,"Washington County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.04,$16.16,$19.69,$22.11,$24.25,$8.08,$10.89,$12.54,$14.05,28153,"Wayne County, Mississippi",2015
Living Wage,$9.86,$19.44,$22.55,$27.94,$16.58,$19.69,$22.11,$25.15,$8.29,$10.89,$12.54,$14.51,28155,"Webster County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.02,$16.16,$19.69,$22.11,$24.23,$8.08,$10.89,$12.54,$14.04,28157,"Wilkinson County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.83,$16.50,$19.69,$22.11,$25.04,$8.25,$10.89,$12.54,$14.45,28159,"Winston County, Mississippi",2015
Living Wage,$9.35,$19.44,$22.55,$27.94,$16.58,$19.69,$22.11,$25.15,$8.29,$10.89,$12.54,$14.51,28161,"Yalobusha County, Mississippi",2015
Living Wage,$9.49,$19.64,$22.75,$27.28,$16.31,$19.89,$22.31,$24.49,$8.15,$11.00,$12.64,$14.17,28163,"Yazoo County, Mississippi",2015
Living Wage,$10.70,$20.51,$23.62,$28.72,$17.37,$20.76,$23.18,$25.93,$8.64,$11.43,$13.08,$14.89,25060,"Gulfport-Biloxi-Pascagoula, MS",2015
Living Wage,$10.16,$20.21,$23.32,$28.44,$16.93,$20.46,$22.88,$25.65,$8.37,$11.28,$12.93,$14.75,25620,"Hattiesburg, MS",2015
Living Wage,$9.59,$20.39,$23.50,$28.20,$17.29,$20.64,$23.06,$25.41,$8.08,$11.37,$13.02,$14.64,27140,"Jackson, MS",2015
Living Wage,$10.02,$20.85,$24.93,$31.08,$16.97,$20.44,$22.91,$25.78,$8.48,$11.64,$13.76,$16.08,29,Missouri,2015
Living Wage,$9.24,$19.86,$23.95,$29.59,$16.43,$19.46,$21.92,$24.29,$8.22,$11.15,$13.27,$15.34,29001,"Adair County, Missouri",2015
