Cuisine,Price,Michelin_star_review,Michelin_star,Address,Standard,Review,Retaurant_name,location
Italian,"$25,$49",none,Good standard.,"196 Lenox Ave., New York 10023",none,"
			This stylish little corner spot dares to (re)discover the true strength of regional Italian flavors through a handful of Sicilian specialties. Inside, floor-to-ceiling windows and a bar area popular with locals make this a nice spot to pop in for a glass of Nero d'Avola. Flickering votive candles, whitewashed brick walls, and bare tables lend an upscale feel, while the hands-on owners canvass the room to help guests order or answer any questions. Start with insalata polipo alla Siciliana, combining the bold tastes of capers, olives, and red onion with grilled octopus, chickpeas, and warm potatoes drizzled in excellent olive oil. Their rendition of pasta con sarde is wow-inducing featuring perciatelli in a thick sardine- tomato and fennel bulb frond-sauce.
				","
	Settepani
",":{""model"":""pois/restau"
Italian,"$25,$49",none,Good standard.,"2211 Frederick Douglass Blvd., New York 10026",none,"
			Adding to Harlem and its hidden charms is Vinatería, an Italian darling brimming with wines to accompany each sublime bite. Not only is it cozy, but the attractive slate-toned room etched in chalk with scenes of decanters and menu specials will augment your appetite. The semi-open kitchen in the back unveils such treasures as house-cured sardines with fiery piquillo peppers and crunchy croutons; or a salad of earthy golden and red beets mingled with yogurt, oranges, arugula, crunchy pistachios and tossed with a lemon vinaigrette. Herbs plucked from their copper planters may be featured in an impeccably grilled rosemary-marinated pork blade served with rich mashed potatoes; or desserts like citrus-glazed rosemary panna cotta bathed in chamomile grappa.
				","
	Vinatería
",":{""model"":""pois/restau"
Sri Lankan,"$13,$24",none,Simple standard.,"668 Bay St., Staten Island 10304",none,"
			Prepare for a sensory overload the moment you set foot into Lakruwana-the Sri Lankan hot spot is covered from floor-to-ceiling in murals, sculptures, flags, and more. The bright kaleidoscope of textures and colors is a welcome sight in an otherwise downtrodden part of the borough, as is the energetic owner who drifts from table to table. Those familiar with Indian food will love Lakruwana's abundance of curries, green chili-spiked kuttu roti, as well as refreshingly salty-and-sour lassi. But their flavorful fare is considerably spicier, packing heat into everything from fiery red chili lunu miris chutney to devilled chicken. Loaded with ginger and garlic, this stellar tomato-based chicken specialty comes with cooling raita and tangy vegetable curry.
				","
	Lakruwana
",":{""model"":""last_visite"
Italian,"$25,$49",none,Good standard.,"1476 Hylan Blvd., Staten Island 10305",none,"
			This delicious Staten Island via Lazio trattoria serves up heaping platters of al dente pasta and irresistible nightly specials, alongside bubbling pizzas that roll out of its brick oven in the back. Owned and guided by local personality and beloved chef, Vittorio Asoli (his cooking classes are televised on a local community channel), Trattoria Romana da Vittorio offers a cozy reprieve from the busy avenue outside, with diners huddling over snug tables or gathering at a communal table to chat up their neighbors. Don't miss the juicy chicken scarpariello, caramelized to perfection and simmered in a delicate white wine sauce with rosemary and garlic; or tender trippa alla Romana, served in a fresh tomato sauce with a hunk of crusty bread for dipping.
				","
	Trattoria Romana da Vittorio
",":{""model"":""pois/restau"
Japanese,"$13,$24",none,none,"38 Ave. B., New York 10009",none,"
			If dinner in Tokyo isn't in the cards, make your way to this Alphabet City nook for the next best thing. Inside the izakaya, just large enough to accommodate you and a small entourage, black walls produce a vibe that's cozy, not claustrophobic, and gentle prices give way to bold flavors. The luscious array of pleasingly authentic cooked items on offer are best washed down by a cold beer or glass of sake. Highlights include kani korokke, temptingly gooey and creamy crabmeat-flecked croquettes; pork neck kushiyaki, slices of sweet, toothsome, fatty meat charred on a bamboo skewer and brushed with a savory glaze; as well as mentaiko onigiri, a grilled rice ball stuffed with spicy cod roe, dusted with sesame seeds, and wrapped in sheet of toasted nori.
				","
	Dojo Izakaya
","aurant"",""id"":""40.5923|"
Japanese,"$25,$49",none,Simple standard.,"103-01 Metropolitan Ave., Forest Hills 11375",none,"
			To find Katsuno, look for the white lantern and those traditional noren curtains. Featuring less than ten tables, what this Japanese jewel lacks in size it makes up for in flavor and attitude. The owner's wife greets each guest at the door, while Chef Katsuyuki Seo dances around the miniscule kitchen crafting precise Japanese dishes from top-quality ingredients. His elegant plating of sashimi may reveal the likes of amberjack topped with a chiffonade of shiso, luxurious sea urchin, translucent squid crested with needle-thin yuzu zest, as well as supremely fresh fluke, tuna, and mackerel. Meanwhile, carb fans will enjoy a warm bowl of soba in duck broth with tender duck breast; or the fantastically brothy inaniwa udon, served only on special nights.
				","
	Katsuno
","""model"":""pois/restaura"
Mexican,"$13,$24",‘Bibs’ are awarded for simple yet skilful cooking for under £28 or €40.,"Bib Gourmand: good quality, good value cooking: ≤ £28 / 40 € (IRE)","503 Jackson Ave., Bronx 10455",Simple standard.,"
			The light-filled interior of this Mexican powerhouse sitting on a quiet corner is a busy amalgam of rustic artifacts, wolf taxidermy, and the Virgin in all her glory with flowers and votives at her feet. And those huge jars of jamaica, horchata, and the agua fresca del dia are just as tasty and refreshing as they are decorative. If they have the tlayuda, order it. Its crunchy paper-thin base is smothered in a veritable fiesta of refried black beans, chicharrón, lettuce, queso Oaxaca, crema and much, much more. Other equally terrific specials have included chivo, a rich goat stew in an intense habanero-spiked consommé, or tender and fatty lamb barbacoa tacos. Cold accompanying salsas are so divine one could skip the chips and just eat them-with a spoon.
				","
	Mexicosina
",":{""model"":""pois/restau"
Pizza,"$13,$24",none,Simple standard.,"108-26 Ascan Ave., Forest Hills 11375",none,"
			This family-friendly pizzeria opened among the quaint Tudor-style architecture of Forest Hills in 1993, and hasn't looked back. What's not to love here? The staff is casual and gracious; the dark green vinyl booths and Formica tables give it a homey, throwback appeal; and the pizza is downright superb. Strictly speaking, Nick's isn't on the Neapolitan bandwagon-nor is it doing your typical New York slice thing. Rather, Nick's is just Nick's: honest, delicious pizza, offered in two pie sizes (small or large), and laced with a thick crush of tomatoes, mozzarella, and toppings like bright green broccoli and peppers. Save room for their world-class cannoli. For heartier appetites, a location in the Upper East Side along Second Avenue offers an extended menu.
				","
	Nick's Pizza
","ois/touristAttraction"""
Italian,"$50,$74",none,Good standard.,"1250 Hylan Blvd., Staten Island 10305",none,"
			Tucked into a workaday shopping mall, Bocelli doesn't make much of an impression at first glance. But, make your way past the simple façade, and wow, behold a gorgeous sloping staircase as well as a vast, theatrical dining room with polished dark wood, stunning light fixtures, and well-spaced tables that are luxuriously set. Could the delicious looking Italian menu be just as special? The answer is most delightedly yes. An appetizer of spiedini alla Romana arrives topped with a delicious lemon, anchovy, and caper sauce; while a generous bowl of rigatoni ripieni alla Sangiovese is stuffed with savory beef tenderloin tips that have been braised in Sangiovese. At the end, a decadent chocolate three-layer cake gets a luscious hit from salty peanut butter.
				","
	Bocelli
",""":{""model"":""last_visit"
Central Asian,"$25,$49",none,Good standard.,"2818 Coney Island Ave., Brooklyn 11235",none,"
			This industrial strip is ground zero for Central Asian hot spots, where Nargis Cafe endures as a real treat. Composed of a front bar area and larger, brighter dining room, the entire space is brought together with marvelous Persian rugs and exotic pierced-metal sconces. Nargis hits a strong stride among the locals for its convivial vibe and unique repertoire of dishes that may include a bojon salad of smoky eggplant tossed with garlic, peppers, carrots, and cucumber. Kebabs are taken seriously here, so try the succulent lamb with chopped onion and dill. Uzbek plov studded with chickpeas, lamb, and raisins is simple but imperative. For dessert, the honey-sweet chak-chak is fried but surprisingly light and exquisitely indulgent.
				","
	Nargis Cafe
","t_visited_pois"",""id"":"""
Deli,"$25,$49",none,Simple standard.,"5823 Ave. T, Brooklyn 11234",none,"
			This middle-aged Brooklyn treasure is as old-school as it gets, and though it's a bit of a trek to Mill Basin, anyone looking for a real Jewish deli won't think twice. Part deli counter, part artsy dining room, and part party hall, Mark Schachner's beloved spot serves up all the classics-from beef tongue sandwiches to gefilte fish. The wildly overstuffed sandwiches (all served with homemade pickles and coleslaw) are a home run, as in soft rye bread with pastrami, which is steamed not once but twice, leaving the meat juicy yet hardly fatty. Then dive into a heap of thin latke chips that are fried until golden-brown, crunchy on the outside, tender and chewy on the inside. Garnished with a mound of shiny caramelized onions, this is a sweet treat indeed.
				","
	Mill Basin Kosher Delicatessen
",":{""model"":""pois/restau"
Italian,"$50,$74",none,Good standard.,"107-01 Corona Ave., Corona 11368",none,"
			A veteran on the Corona dining scene, Parkside carries that old-fashioned kind of New York energy-back when waiters donned tuxedos, hosts boomed hello, and walls boasted classic photos of the city's elite. And though the neighborhood has changed much since Parkside first opened its doors, the fantastic Italian-American food they dole out stands the test of time. Join in the celebratory mood and make some new friends (no one really dines alone here) while tucking into tender ribbons of savory fettuccini Alfredo; succulent veal pizzaiola laced with a delectable marinara; or top it all off with a cannoli freshly piped with ricotta and studded with candied fruit. The irresistible desserts are wheeled around to guests on a rolling tray, of course.
				","
	Parkside
",""":{""model"":""last_visit"
Central Asian,"$13,$24",none,Simple standard.,"2568 86th St., Brooklyn 11214",none,"
			Deep in the heart of Brooklyn bordering Bath Beach, Mtskheta Café pumps out Georgian classics in a green-hued, faux-brick dining room complete with paper napkins, a campy jungle mural, and television looping foreign music videos. While the décor may lack, the service and food excel, setting this impossible-to-pronounce restaurant apart from the nearby bodegas and elevated subway tracks. Whether or not you can deduce what's on the Cyrillic menu, friendly servers stand by, directing guests to native dishes like badrijani, an almost overwhelming helping of eggplant stuffed with fluffy walnut purée. It's light compared to the mutton bozbashi, though-a heady soup of tarragon, cilantro and lamb fat that adds a layer to any blustery day.
				","
	Mtskheta Café
",pois/touristAttraction
Italian,"$25,$49",none,Good standard.,"1600 Amsterdam Ave., New York 10031",none,"
			The setting at Fumo is undeniably chic, with bright white walls, light wood tables, and dark leather furnishings. A wood-fired pizza oven is in back, while the front offers sidewalk seating under a protective awning. Attractive shelving lined with canned tomatoes frames the bar area and dining room. The menu offers Italian favorites, executed with a deft hand and solid ingredients. Pizzas are 12-inches and come rosso or bianco, topped with the likes of vodka sauce, wild mushrooms, or charred vegetables. Excellent pastas, like the penne Caprese, are tossed with tomato sauce, fresh basil, and creamy mozzarella. A neatly deboned branzino arrives subtly flavored with fresh herbs and beautifully seasoned, alongside wilted spinach and a wedge of lemon.
				","
	Fumo
","ctions"":{""model"":""pois"
Mexican,"$13,$24",‘Bibs’ are awarded for simple yet skilful cooking for under £28 or €40.,"Bib Gourmand: good quality, good value cooking: ≤ £28 / 40 € (IRE)","308 Willis Ave., Bronx 10454",Simple standard.,"
			Tucked among the many little Willis Avenue bodegas, this sweet spot stands out for its authentic Oaxacan food. It's a homey, no frills sort of place that welcomes everyone, and the owner loves to chat about the traditions of Oaxacan cooking-or history or art as evidenced by the impromptu lending library that has emerged in the comfy back seating area. This part of Mexico is known for its incredible moles, so sample a wonderfully complex red pumpkin seed version (pipián rojo de pepitas) with pork spare ribs. Another, the glossy mole Oaxaqueño, arrives fragrant with cloves, tomatillos, plantains, peanuts and chocolate, served over chicken. Don't miss the wildly fresh tamales, filled with silky chicken, spices and covered with a rich tomatillo sauce.
				","
	La Morada
","ons"":{""model"":""pois/to"
Mexican,"$25,$49",‘Bibs’ are awarded for simple yet skilful cooking for under £28 or €40.,"Bib Gourmand: good quality, good value cooking: ≤ £28 / 40 € (IRE)","1618 Amsterdam Ave., New York 10031",Simple standard.,"
			This chic little Mexican restaurant, whose name means ""bear"" in Spanish, sits opposite the City College of New York. The charming space is dressed in wood tables, warm lighting, and a Dia de los Muertes mural gracing a corner. One black-tiled dining counter is lined with vintage white metal stools, while another small bar faces the tidy open kitchen where the cooks hand-make tortillas at a steady clip. The cuisine of Mexico City inspires Oso's menu with a concise, impressive offering of dishes like braised octopus tostada with mandarin salsa, guava-chipotle glazed ribs, and authentic tacos and antojitos. Come summer, don't miss the wonderful radish salad, served warm with fresh cilantro, serrano peppers, anchovies, and tomato vinaigrette.
				","
	Oso
",":{""model"":""pois/restau"
Italian,"$25,$49",‘Bibs’ are awarded for simple yet skilful cooking for under £28 or €40.,"Bib Gourmand: good quality, good value cooking: ≤ £28 / 40 € (IRE)","98-04 Metropolitan Ave., Forest Hills 11375",Good standard.,"
			Queens is teeming with family-owned Italian restaurants dishing up the red sauce, and yet Il Poeta manages to carve out a unique place among its competitors by cooking real classics that locals can't help but enjoy. Perched on a quaint corner of Forest Hills, the refreshed décor is simple but elegant, with a suited staff and vibrant pieces of art lining the walls. Chef Mario di Chiara knows a thing-or ten-about Italian fare: you can't miss with items like cannelloni gratinati al profumo di tartufo, a homemade pasta plump with veal and carrot, baked in buttery béchamel, and kissed with truffle oil; or pollo spezzatino alla pizzaiola con salsiccia, a rustic chicken stewed in a light-as-air tomato sauce pocked with sweet porky sausage and roasted peppers.
				","
	Il Poeta
","is"":{""model"":""last_vis"
Ethiopian,"$13,$24",none,Simple standard.,"268 W. 135th St., New York 10030",none,"
			Abyssinia's expansion couldn't be better timed, for the local Ethiopian population surrounding its Harlem location has grown by leaps and bounds in recent years. Expanded digs means no one leaves hungry, including the gluten-intolerant diners lining up for the injera-a sour-dough risen flatbread with a uniquely spongy texture that performs the task of cutlery, and is also ideal for sopping up all the amazing flavors from this authentic kitchen. The dining room is spacious and flooded with natural light; the staff gracious; and the décor simple, clean and functional. This is essentially light, healthy, and spicy cooking, and the best way to experience it is to come with a group and order a slew of entrées to sample. Whatever you do, save room for the delicious slow-cooked beef awaze tibs.
				","
	Abyssinia
","ocationsAround"",""id"":"""
Asian,"$25,$49",none,Simple standard.,"129 Alexander Ave., Bronx 10454",none,"
			Its location near Hunts Point and the burgeoning South Bronx art community may have put it on the foodie trail, but Ceetay has become known for inventive Asian cooking at its best. The open kitchen offers diners a view of the race among cooks cutting, washing, and packing up an endless number of takeout orders. The tiny dining room features Mason jar fixtures, a handcrafted bar, and a wall papered with yellowing Asian newspapers. Creative specials include a seared square of sesame-studded rice ""bruschetta"" topped with avocado purée, tuna tartare, and frizzled onions. Don't miss such high-flying maki as the Kawasaki roll with a mishmash of crab, scallion, sweet glaze, and more. Traditional sushi here stands equally strong, with very nice maguro, ebi, and uni.
				","
	Ceetay
","{""model"":""last_visited"
Filipino,"$13,$24",none,Simple standard.,"556 Tompkins Ave., Staten Island 10301",none,"
			This charming dining room is located amidst a mostly residential neighborhood blocks away from busy Bay Street. The peaked-roof interior is brightened by skylights and pale peach walls, and the jovial vibe is amplified by genuinely gracious service. The menu offers a wide range of Filipino specialties including fried delights, noodle preparations, and simmered specialties like humba-a lusciously tender and fatty pork shank slow-simmered with soy sauce and pineapple. A side of crispy garlic-flecked rice is the perfect accompaniment to this sweet-and-salty treat. Inspired to whip something up in the comfort of your own kitchen? Just head across the street, where a long-standing Filipino grocery store shares the same name and family ownership.
				","
	Phil Am Kusina
","t_visited_pois"",""id"":"""
North African,"$13,$24",none,Simple standard.,"2267 7th Ave., New York 10030",none,"
			Following the closure of the original location a few years ago, fans of Senegalese cuisine are happy to see the return of this West Harlem café run by a pair of Dakar-natives. A giant fork and spoon hung on the wall are whimsical decorative accents in a room of pale yellow hues and faux marble-topped tables, where placemats double as menus displaying Africa Kine's myriad offerings. Keep it simple with grilled fish or meat sided by salad, or opt for more succulent items such as peanut butter-enriched lamb mafe or suppa kandja (lamb and fish simmered in an okra and golden palm oil sauce). Note that some dishes are only available on certain nights, and although lunch is a more limited affair, Senegal's national treasure, thiebou djeun, is always on offer.
				","
	Africa Kine
",":{""model"":""pois/restau"
Italian,"$25,$49",none,Good standard.,"2791 Broadway, New York 10025",none,"
			This beautiful Italian gift arrives courtesy of Lorenzo and Nicola Ansuini, the talented Italian-born brothers behind the trailblazing SoHo outpost by the same name. Here on the Upper West Side, they bring their authentic Italian fare to a spacious, rustic dining room with a generous bar and an enclosed front patio that might just hold some of the best seats in the house. Kick things off with the feather-light house-made gnocchi, topped with a feisty sausage ragout; or homemade fazzoletti al rosmarino-chewy, rosemary-laced ""kerchiefs"" served with earthy white beans, tomato and crushed pepper. Heartier items are equally delicious, so try peposo dell'Impruneta, a Florentine classic stew of beef shank braised in red wine with black pepper and fragrant sage.
				","
	Mezzogiorno
","""model"":""pois/restaura"
Italian,"$25,$49",none,Good standard.,"2758 Broadway, New York 10025",none,"
			As the name implies, Macchina combines an industrial design's raw edge and lots of iron with wood-fired Italian-American food just a stone's throw from Columbia University. A wall papered with newsprint, seasonal flower arrangements, and doors that swing open in warmer weather soften the look and feel. Pizzas showcase quality ingredients, like fior di latte, pecorino, and cherry tomatoes over an impressively thin crust. Also try the finely tuned pastas, like carrot agnolotti ""serpente"" topped with amaretti and mint-hazelnut crumble in brown butter. ""Al forno"" items are an absolute highlight. Don't miss the cauliflower ""steak,"" beautifully cooked in the wood-burning oven, served with the bold flavors of Castelvetrano olives, salsa verde, and sorrel.
				","
	Macchina
","""model"":""pois/restaura"
Contemporary,"$25,$49",none,Good standard.,"251 E. 110th St., New York 10029",none,"
			The inspiration for Chef Kenichi Tajima and wife Keiko's popular venture no doubt sprung from the popularity of their initial and well-loved incarnation of Mountain Bird. It's clear they were missed as this hot spot, in collaboration with the events organization Tastings Social, stays hopping most nights. This area has wanted for serious food for a while, and Mountain Bird brings it with style-the dining space, tucked into the ground floor of a red row house, is intimate with a small bar and a smattering of wood tables. As the name implies, the menu bears a whimsical devotion to poultry, featuring dishes like hand-cut ostrich tartare; black truffle chicken wings and duck leg-and-turkey sausage cassoulet; along with a nightly seafood and vegetarian option.
				","
	Tastings Social Presents Mountain Bird
",""":{""model"":""last_visit"
Greek,"$25,$49",‘Bibs’ are awarded for simple yet skilful cooking for under £28 or €40.,"Bib Gourmand: good quality, good value cooking: ≤ £28 / 40 € (IRE)","26-02 23rd Ave., Astoria 11105",Simple standard.,"
			Judge a book by its cover and miss the rustic pleasures found within this old-fashioned Greek taverna. Disheveled charm fills the tiny two-room interior, festooned with Greek flags, bunches of artificial grapes, and framed countryside scenes. The bare tables are topped with butcher paper and the service is slow as molasses, but the cooking is honest and intensely flavorful. Begin with tirokafteri, a spicy, satisfying spread of thick feta blended with pickled red chili peppers and served with hot pita points. A stuffed green horn pepper might be next, over a bed of fried squash slices and a well of garlicky scordalia. The seafood combo offers the simple pleasures of stuffed clams, mussels, lobster, and shrimp with lots of butter, lemon, and parsley...Greek style!
				","
	Gregory's 26 Corner Taverna
","d"":{""model"":""locations"
Tibetan,"$25,$49",none,Simple standard.,"72-20 Roosevelt Ave., Jackson Heights 11372",none,"
			Broadly appealing yet truly unique, Himalayan Yak transports diners from Jackson Heights to Central Asia for a hybrid of Nepalese, Tibetan, and Indian cuisines. The room is a bit worn-a testament to its long-standing popularity-but orange walls invoke mountain sunsets; carved dark wood and colorful fabrics create a far-flung ambience. Start with an order of momo or steamed minced meat-filled dumplings seasoned with scallions, cilantro, and ginger. Then sample yak in the form of sausage, stew, or cheese. Labsha is a beef and daikon curry served with tingmo, a multi-layered steamed bun for sopping up the mildly spiced sauce, which simply must not be missed. And finally the lassi, a traditional yogurt-based drink, is the perfect complement to every meal.
				","
	Himalayan Yak
","s"":{""model"":""last_visi"
Greek,"$25,$49",none,Good standard.,"8611 Third Ave., New York 11209",none,"
			This sliver of Mykonos in Bay Ridge evokes the Greek island spirit with its white walls, baby-blue accents, and rustic wood-beamed ceilings. Choose between the charming backyard patio, the small bar, or a table surrounded by woven chairs. Then, tuck into a menu of Greek classics, beginning with the deliciously familiar flavors of spanakopita, elegantly presented as small triangles of buttery filo filled with earthy spinach, tender leeks, and a whisper of salty feta. Slightly charred and nicely crunchy grilled shrimp arrive on a bed of plump Israeli couscous tinted pink with pomegranate syrup. Crowd-pleasing options include house-made ravioli filled with shredded braised lamb. Rizogalo (rice pudding) is topped with preserved cherries and crunchy granola.
				","
	Eliá
",":{""model"":""pois/restau"
Italian,"$25,$49",‘Bibs’ are awarded for simple yet skilful cooking for under £28 or €40.,"Bib Gourmand: good quality, good value cooking: ≤ £28 / 40 € (IRE)","53 W. 106th St., New York 10025",Simple standard.,"
			Chef/owner Vincenzo Pezzilli opened this tiny gem a few years ago to a flood of attention-and the applause rightly continues. Pezzilli is so passionate and hands on at Gastronomia Culinaria that he can be found in-house most evenings, a very lucky thing for guests who get to enjoy all that delicious food he's carefully attending to. This chef has deep roots in Rome, and as a result his pasta is, as you might expect, some of the best the city has to offer. Witness a nest of perfectly cooked pappardelle treated with cauliflower florets, buffalo mozzarella, pine nuts and raisins. Come solo, on a date, or with friends: the hosteria offers a row of private tables, a communal table, as well as a buzzing bar area with comfortable seats for single diners.
				","
	Gastronomia Culinaria
","is"":{""model"":""last_vis"
Sri Lankan,"$13,$24",‘Bibs’ are awarded for simple yet skilful cooking for under £28 or €40.,"Bib Gourmand: good quality, good value cooking: ≤ £28 / 40 € (IRE)","19 Corson Ave., Staten Island 10301",Simple standard.,"
			A little excursion to Staten Island is a must for knock-your-socks-off Sri Lankan food. Life is short, and honestly-so is that charming ferry ride, which deposits you on this local island destination for the best Sri Lankan food. Inside the bright, large dining space, you'll find wood accents and vessels lined up for their popular Sunday lunch buffet. San Rasa's food is prepared fresh to order, offering the perfect excuse to nurse a cold, salty lassi while you wait. Dinner may begin with a starter of string hoppers or crispy little pancakes laced in a rich fish curry carrying hints of clove, fennel, and cardamom; and then move on to the lampri, a succulent little bundle of beef curry wrapped in banana leaf with nutty yellow rice, eggplant, and cashews.
				","
	San Rasa
","_visited_pois"",""id"":""2"
Italian,"$75,$150",none,Good standard.,"42-01 28th Ave., Astoria 11103",none,"
			This old-time idol deserves its landmark status as it has been going strong since opening in 1973. With Italian-American cooking so rampant in the city, it's wholly refreshing to happen upon a classic of such welcoming comfort. The décor is outdated, but white tablecloths are clean and crisp, and glasses gleam at the prospect of great wine varietals. With a trio of pasta, you needn't choose between fusi swirled in a grappa- mushroom- and Grana-sauce; squid ink taglierini; or maltagliati in a roasted tomato and basil sauce with a touch of cream. Spiedini alla Romana sees thick slabs of focaccia and mozzarella dredged and fried, served with an anchovy and caper sauce, and pork osso buco is of the falling-apart-tender variety-perfect with the velvety polenta.
				","
	Piccola Venezia
","""model"":""pois/restaura"
Seafood,"$25,$49",none,Simple standard.,"24-25 Steinway St., Astoria 11102",none,"
			There are no distractions at this authentic Egyptian café. The look is simple and alcohol isn't offered since this is a strictly Muslim establishment, but friendly service provides the small space with just enough ambience. Seafood is without a doubt the star attraction here. Whole fish are pulled from their icy display and thrown onto a sizzling flattop to be barbecued Egyptian-style (blackened and sprinkled with spices and chopped herbs); and the fried shrimp are also a very popular option. But, no matter what main you decide on, a platter of cool and creamy spreads is the only accompaniment you'll need-especially since it's served with pillows of wonderfully chewy pita that arrives so hot you might burn your fingers ripping into it.
				","
	Sabry's
","s"":{""model"":""last_visi"
Contemporary,"$25,$49",‘Bibs’ are awarded for simple yet skilful cooking for under £28 or €40.,"Bib Gourmand: good quality, good value cooking: ≤ £28 / 40 € (IRE)","39-06 64th St., Woodside 11377",Simple standard.,"
			Heart, passion, and skill-this inviting bistro embodies the spirit of its dedicated owners. Chef Alfonso Zhicay earned his stripes at some of New York's finest, including Blue Hill at Stone Barns; his daughter is the one-woman show behind the personal, warm service. In a cozy room with large glass windows, elegant (and often vegetable-driven) dishes comfort and surprise. The four-course prix-fixe is a remarkable value, perhaps beginning with a mushroom confit tart showcasing meaty strips of portobellos, mushroom purée, and truffle oil. Move on to savory pasta courses like orzo folded with seasonal vegetable ragout, topped with parmesan foam. Chocolate-hued braised short ribs sit among braised savoy cabbage, buttery potatoes, and a hit of citrus-horseradish.
				","
	Casa del Chef Bistro
","d"":{""model"":""locations"
Italian,"$25,$49",‘Bibs’ are awarded for simple yet skilful cooking for under £28 or €40.,"Bib Gourmand: good quality, good value cooking: ≤ £28 / 40 € (IRE)","27 Hyatt St., Staten Island 10301",Simple standard.,"
			No need to venture far on Staten Island for excellent Italian. Enoteca Maria is just blocks from the St.George Terminal and brought to you by Jody Scaravella, whose cookbook Nonna's House has been earning him (and this tiny gem) much applause. With its Carrara marble and lively vibe, most foodies flock here for a certain authenticity that is rarely sacrificed. Each night, the menu changes depending on which nonna is presiding over the kitchen, as in Nina from Belarus, who might serve a salat Odessa mingling grilled eggplant, red onion, tomato and parsley. Lasagna de Adelina arrives as an inspired layering of zucchini, basil pesto and cream cheese, all topped with parmesan. And for a bit of sweet, try the torta di vaniglia di Melissa served with whipped cream.
				","
	Enoteca Maria
",""":{""model"":""last_visit"
Mexican,"$13,$24",none,Simple standard.,"842 Amsterdam Ave., New York 10025",none,"
			If you had a Mexican tía, you'd want her to be one of the lovely chefs pounding masa and wrapping tamales at Noche Mexicana II. This tasty corner is dominated by two veranda doors that open onto the sidewalk-a perfect setting for the specialties this talented kitchen sends out routinely. Imagine huaraches con bistec topped with tender beef and teeming with refried beans, bright tomatoes, and sour cream. Those who venture uptown will not be met with disappointment: tomate verde mole is accented with toasted pumpkin seeds and piquant chilies that cover the tender chicken; while brick-red chilate boasts plump shrimp swimming in a spicy guajillo broth with a sprinkling of cilantro and queso fresco. A fresh flan, the only dessert on the menu, is simply excellent.
				","
	Noche Mexicana II
","d"":{""model"":""locations"
Spanish,"$25,$49",none,Simple standard.,"11 Schuyler St., Staten Island 10301",none,"
			Well-located? Yes, just by the Richmond County Courthouse. Good food and helpful staff? Of course. Great for groups or solo diners? You know it. Beso seems to have it all, including an interior that spotlights quaint accents like beautiful antique sideboards. Grazing menus are all the rage, so it's worth exploring their vibrant tapas, which includes empanada de res stuffed with sautéed beef and served with a yucca-tomato sauce. Pan y cerdo or garlic-infused shredded roast pork slathered over a crostini and topped with melted Mahon along with avocado-pico de gallo is a savory treat, while bistek Cubano reveals a sherry wine- and garlic-marinated skirt steak grilled until tender and garnished with mojito sauce. Finish with a classic, ultra-smooth coconut flan.
				","
	Beso
","und"":{""model"":""locatio"
Italian,"$25,$49",‘Bibs’ are awarded for simple yet skilful cooking for under £28 or €40.,"Bib Gourmand: good quality, good value cooking: ≤ £28 / 40 € (IRE)","28-17 Astoria Blvd., Astoria 11102",Good standard.,"
			In an area crying out for a reliable neighborhood Italian joint, Basil's was an instant hit upon opening. The tiny front room is dominated by a dome wood-burning pizza oven, but down a long and narrow hallway there's a larger dining room with dark wood floors, exposed brick walls, and lantern-like light fixtures that is a cozy spot for devouring pizza or daily specials. Meals here must include thin-crust pizza crafted from well-salted dough. If you can look beyond the classic Margherita, the Napoletana with black olives or the salsiccia with caramelized onions both delight. Specials might reveal oven-roasted swordfish, tender and served with oven-roasted root vegetables. Thick, fluffy squares of tiramisu have earned their own loyal following.
				","
	Basil Brick Oven Pizza
","is"":{""model"":""last_vis"
Indian,"$25,$49",none,Good standard.,"2588 Broadway, New York 10025",none,"
			Awadh isn't an ordinary Indian spot, but one that advertises faithful flavors from Uttar Pradesh. This Northern Indian region excels in low- and slow-cooked dum pukht dishes, and the menu reads like a study in authenticity (there's no tandoori chicken in sight). Even the small room, polished and modern, is ideal for the city's well-traveled locals. Top service and table settings further elevate the dining experience here, which begins with aloo chutney pulao or basmati rice scattered with silky potatoes and spiced peas. Couple this with nali ki nihari (perfectly pink lamb in a creamy cardamom-infused curry) or khaas chicken korma rich with nuts for a profound and regal repast. Then cool down over minty pudina raita, and just like that, you've become a regular.
				","
	Awadh
","s"":{""model"":""last_visi"
Indian,"$25,$49",none,Good standard.,"36-05 30th Ave., Astoria 11103",none,"
			Noted Chef Hemant Mathur and owner Sonny Solomon bring their considerable talents to this contemporary collaboration set on a busy stretch of Astoria. Inside, the vibe is friendly and casual, in an attractive room that extends from a front bar to brick-lined dining room and open back patio. The regional (and sub-regional) Indian cooking is both tasty and high achieving, beginning with mirchri ka salan featuring a complex peanut- coconut and sesame seed-base spiced with fresh-ground tamarind, curry leaf, and fenugreek. More notable is the fact that this may be a mere accompaniment to a very interesting South Indian riff on vegetarian biryani, made wonderfully fragrant with fluffy rice and jackfruit. The slow-cooked bhuna gosht is silky, gamey excellence.
				","
	Kurry Qulture
","""model"":""pois/restaura"
