gross,date_c,name,rate,budget,Director,length,actors,open_week,year,genre
"        $34,636,443        

      ","R,2005-03-11",Hostage,"6.6 based on 96,351 user ratings","        $52,000,000        

      ",Florent-Emilio Siri,PT113M,"Bruce Willis,Kevin Pollak,Serena Scott Thomas","         £807,171        

      (UK)
      ",2005,"Action,Crime,Drama"
"        $10,411,980        

      ","PG,2004-10-08",Raise Your Voice,"5.9 based on 23,513 user ratings","        $15,000,000        

      ",Sean McNamara,PT103M,"Hilary Duff,John Corbett,Rebecca De Mornay","         $4,022,693        

      (USA)
      ",2004,"Family,Music,Romance"
"        $21,009,180        

      ","PG-13,2004-12-17",Flight of the Phoenix,"6.1 based on 46,809 user ratings","        $45,000,000        

      ",John Moore,PT113M,"Dennis Quaid,Miranda Otto,Giovanni Ribisi","         $5,019,430        

      (USA)
      ",2004,"Action,Adventure,Drama"
"        $17,016,190        

      ","R,2004-11-12",Seed of Chucky,"4.9 based on 30,039 user ratings","        $12,000,000        

      ",Don Mancini,PT87M,"Jennifer Tilly,Brad Dourif,John Waters","         $8,774,520        

      (USA)
      ",2004,"Comedy,Fantasy,Horror"
"        $9,055,010        

      ","PG,2004-09-24",First Daughter,"5.0 based on 17,907 user ratings","        $30,000,000        

      ",Forest Whitaker,PT106M,"Katie Holmes,Marc Blucas,Michael Keaton","         $4,002,067        

      (USA)
      ",2004,"Comedy,Drama,Romance"
"        $22,913,677        

      ","PG,2004-04-09",Ella Enchanted,"6.3 based on 50,459 user ratings","        $35,000,000        

      ",Tommy O'Haver,PT96M,"Anne Hathaway,Hugh Dancy,Cary Elwes","         $6,169,030        

      (USA)
      ",2004,"Comedy,Family,Fantasy"
"        $60,470,220        

      ","PG-13,2003-02-07",Shanghai Knights,"6.2 based on 85,489 user ratings","        $50,000,000        

      ",David Dobkin,PT114M,"Jackie Chan,Owen Wilson,Fann Wong","         $17,352        

      (Hong Kong)
      ",2003,"Action,Adventure,Comedy"
"        $40,905,277        

      ","PG-13,2003-10-03",Out of Time,"6.5 based on 48,094 user ratings","        $50,000,000        

      ",Carl Franklin,PT105M,"Denzel Washington,Sanaa Lathan,Eva Mendes","         $16,185,316        

      (USA)
      ",2003,"Crime,Drama,Mystery"
"        $15,549,702        

      ","PG-13,2003-08-22",My Boss's Daughter,"4.6 based on 24,897 user ratings","        $14,000,000        

      ",David Zucker,PT86M,"Ashton Kutcher,Tara Reid,Andy Richter","         $4,855,798        

      (USA)
      ",2003,"Comedy,Romance"
"        $36,873,198        

      ","PG-13,2003-09-12",Matchstick Men,"7.3 based on 109,692 user ratings","        $62,000,000        

      ",Ridley Scott,PT116M,"Nicolas Cage,Alison Lohman,Sam Rockwell","         $13,087,307        

      (USA)
      ",2003,"Comedy,Crime,Drama"
"        $19,593,740        

      ","R,2003-02-21",The Life of David Gale,"7.6 based on 92,426 user ratings","        $50,000,000        

      ",Alan Parker,PT130M,"Kevin Spacey,Kate Winslet,Laura Linney","         $7,117,225        

      (USA)
      ",2003,"Crime,Drama,Thriller"
"        $40,198,710        

      ","PG-13,2004-07-23",Catwoman,"3.3 based on 91,064 user ratings","        $100,000,000        

      ",Pitof,PT104M,"Halle Berry,Sharon Stone,Benjamin Bratt","         $16,728,411        

      (USA)
      ",2004,"Action,Crime,Fantasy"
"        $58,328,680        

      ","R,2003-08-15",Open Range,"7.5 based on 56,361 user ratings","        $22,000,000        

      ",Kevin Costner,PT139M,"Kevin Costner,Robert Duvall,Diego Luna","         $14,047,781        

      (USA)
      ",2003,"Drama,Romance,Western"
"        $28,972,187        

      ","PG-13,2002-05-10",The New Guy,"5.9 based on 29,579 user ratings","        $13,000,000        

      ",Ed Decter,PT88M,"DJ Qualls,Lyle Lovett,Eliza Dushku","         $9,007,833        

      (USA)
      ",2002,Comedy
"        $24,004,159        

      ","PG,2004-06-16",Around the World in 80 Days,"5.8 based on 72,042 user ratings","        $110,000,000        

      ",Frank Coraci,PT120M,"Jackie Chan,Steve Coogan,Jim Broadbent","         $7,576,132        

      (USA)
      ",2004,"Action,Adventure,Comedy"
"        $14,970,038        

      ","PG-13,2002-11-27",Solaris,"6.2 based on 69,577 user ratings","        $47,000,000        

      ",Steven Soderbergh,PT99M,"George Clooney,Natascha McElhone,Ulrich Tukur","         $6,752,722        

      (USA)
      ",2002,"Drama,Mystery,Romance"
"        $9,680,913        

      ","PG-13,2002-08-23",S1m0ne,"6.1 based on 53,387 user ratings",,Andrew Niccol,PT117M,"Al Pacino,Catherine Keener,Rachel Roberts","         $3,813,463        

      (USA)
      ",2002,"Comedy,Drama,Sci-Fi"
"        $66,734,992        

      ","PG,2003-01-17",Kangaroo Jack,"4.4 based on 24,467 user ratings","        $60,000,000        

      ",David McNally,PT89M,"Anthony Anderson,Jerry O'Connell,Estella Warren","         $21,895,483        

      (USA)
      ",2003,"Action,Adventure,Comedy"
"        $65,010,106        

      ","R,2003-01-03",About Schmidt,"7.2 based on 110,690 user ratings","        $30,000,000        

      ",Alexander Payne,PT125M,"Jack Nicholson,Hope Davis,Dermot Mulroney","         $282,367        

      (USA)
      ",2002,"Comedy,Drama"
"        $33,685,268        

      ","R,2003-03-21",Dreamcatcher,"5.5 based on 78,438 user ratings","        $68,000,000        

      ",Lawrence Kasdan,PT134M,"Morgan Freeman,Thomas Jane,Jason Lee","         $15,027,423        

      (USA)
      ",2003,"Drama,Horror,Sci-Fi"
"        $104,148,781        

      ","PG,2003-05-09",Daddy Day Care,"5.5 based on 52,022 user ratings","        $60,000,000        

      ",Steve Carr,PT92M,"Eddie Murphy,Jeff Garlin,Anjelica Huston","         $27,623,580        

      (USA)
      ",2003,"Comedy,Family"
"        $41,867,960        

      ","R,2001-10-26",Thir13en Ghosts,"5.5 based on 67,903 user ratings","        $42,000,000        

      ",Steve Beck,PT91M,"Tony Shalhoub,Shannon Elizabeth,Embeth Davidtz","         $15,165,355        

      (USA)
      ",2001,Horror
"        $71,069,884        

      ","R,2001-07-13",The Score,"6.8 based on 105,302 user ratings","        $68,000,000        

      ",Frank Oz,PT124M,"Robert De Niro,Edward Norton,Marlon Brando","         $19,018,807        

      (USA)
      ",2001,"Crime,Drama,Thriller"
"        $155,370,362        

      ","PG-13,2000-07-21",What Lies Beneath,"6.6 based on 101,463 user ratings","        $100,000,000        

      ",Robert Zemeckis,PT130M,"Harrison Ford,Michelle Pfeiffer,Katharine Towne","         $29,702,959        

      (USA)
      ",2000,"Drama,Fantasy,Horror"
"        $51,758,599        

      ","R,2001-03-16",Exit Wounds,"5.5 based on 28,393 user ratings","        $50,000,000        

      ",Andrzej Bartkowiak,PT101M,"Steven Seagal,DMX,Isaiah Washington","         $18,485,586        

      (USA)
      ",2001,"Action,Comedy,Crime"
"        $41,300,105        

      ","R,2002-01-18",Gosford Park,"7.3 based on 67,484 user ratings","        $19,800,000        

      ",Robert Altman,PT131M,"Maggie Smith,Ryan Phillippe,Michael Gambon","         $1,567,041        

      (USA)
      ",2001,"Comedy,Drama,Mystery"
"        $6,927        

      ","PG-13,2001-06-08",Evolution,"6.0 based on 105,224 user ratings","        $80,000,000        

      ",Ivan Reitman,PT101M,"David Duchovny,Orlando Jones,Julianne Moore","         $13,408,351        

      (USA)
      ",2001,"Comedy,Sci-Fi"
"        $43,905,746        

      ","PG-13,2001-11-02",The One,"5.9 based on 80,950 user ratings","        $49,000,000        

      ",James Wong,PT87M,"Jet Li,Carla Gugino,Delroy Lindo","         $19,112,404        

      (USA)
      ",2001,"Action,Sci-Fi,Thriller"
"        $50,173,190        

      ","PG-13,2001-10-26",K-PAX,"7.4 based on 155,608 user ratings","        $68,000,000        

      ",Iain Softley,PT120M,"Kevin Spacey,Jeff Bridges,Mary McCormack","         $17,215,275        

      (USA)
      ",2001,"Drama,Sci-Fi"
"        $44,737,059        

      ","PG-13,2000-08-11",The Replacements,"6.5 based on 50,019 user ratings","        $50,000,000        

      ",Howard Deutch,PT118M,"Keanu Reeves,Gene Hackman,Brooke Langton","         $11,039,214        

      (USA)
      ",2000,"Comedy,Sport"
"        $137,748,063        

      ","PG,2000-05-19",Dinosaur,"6.5 based on 40,868 user ratings","        $127,500,000        

      ",Eric Leighton,PT82M,"D.B. Sweeney,Julianna Margulies,Alfre Woodard","         $38,854,851        

      (USA)
      ",2000,"Animation,Adventure,Family"
"        $37,879,996        

      ","PG-13,2000-10-20",Bedazzled,"6.0 based on 84,710 user ratings","        $48,000,000        

      ",Harold Ramis,PT93M,"Brendan Fraser,Elizabeth Hurley,Frances O'Connor","         $13,106,526        

      (USA)
      ",2000,"Comedy,Fantasy"
"        $44,983,704        

      ","PG-13,2000-04-28",Frequency,"7.4 based on 85,941 user ratings","        $31,000,000        

      ",Gregory Hoblit,PT118M,"Dennis Quaid,Jim Caviezel,Shawn Doyle","         $9,025,584        

      (USA)
      ",2000,"Crime,Drama,Mystery"
"        $61,280,963        

      ","R,2000-08-18",The Cell,"6.3 based on 82,726 user ratings","        $33,000,000        

      ",Tarsem Singh,PT107M,"Jennifer Lopez,Vince Vaughn,Vincent D'Onofrio","         $17,515,050        

      (USA)
      ",2000,"Horror,Sci-Fi,Thriller"
"        $57,262,492        

      ","R,2000-02-18",The Whole Nine Yards,"6.7 based on 93,482 user ratings","        $41,300,000        

      ",Jonathan Lynn,PT98M,"Bruce Willis,Matthew Perry,Rosanna Arquette","         $15,915,676        

      (USA)
      ",2000,"Comedy,Crime"
"        $34,543,701        

      ","PG-13,2000-11-17",The 6th Day,"5.9 based on 103,099 user ratings","        $82,000,000        

      ",Roger Spottiswoode,PT123M,"Arnold Schwarzenegger,Michael Rapaport,Tony Goldwyn","         $13,020,883        

      (USA)
      ",2000,"Action,Mystery,Sci-Fi"
"        $50,802,661        

      ","PG,2000-03-31",The Road to El Dorado,"6.9 based on 63,297 user ratings","        $95,000,000        

      ",Bibo Bergeron,PT89M,"Kevin Kline,Kenneth Branagh,Rosie Perez","         $12,846,652        

      (USA)
      ",2000,"Animation,Adventure,Comedy"
,"R,2012-05-11",El Gringo,"5.5 based on 4,903 user ratings","        $7,000,000        

      ",Eduardo Rodriguez,PT99M,"Scott Adkins,Petar Bachvarov,Zachary Baharov",,2012,"Action,Drama"
"        $526,322        

      ","R,2012-04-19",Being Flynn,"6.4 based on 14,600 user ratings",,Paul Weitz,PT102M,"Paul Dano,Robert De Niro,Julianne Moore","         $43,990        

      (USA)
      ",2012,Drama
"        $5,664,251        

      ","R,2010-12-03",The Warrior's Way,"6.3 based on 22,911 user ratings","        $45,000,000        

      ",Sngmoo Lee,PT100M,"Dong-gun Jang,Kate Bosworth,Geoffrey Rush","         £105,389        

      (UK)
      ",2010,"Action,Fantasy,Western"
"        $5,308,553        

      ","PG,2012-09-28",Won't Back Down,"6.5 based on 5,387 user ratings",,Daniel Barnz,PT121M,"Viola Davis,Maggie Gyllenhaal,Holly Hunter","         $2,603,370        

      (USA)
      ",2012,Drama
"        $26,687,172        

      ","G,2011-07-15",Winnie the Pooh,"7.2 based on 16,504 user ratings","        $30,000,000        

      ",Stephen J. Anderson,PT63M,"Jim Cummings,Craig Ferguson,John Cleese","         £159,369        

      (UK)
      ",2011,"Animation,Adventure,Comedy"
,2013-09-20,The Colony,"5.3 based on 36,871 user ratings","        $16,000,000        

      ",Jeff Renfroe,PT95M,"Kevin Zegers,Laurence Fishburne,Bill Paxton",,2013,"Action,Horror,Sci-Fi"
"        $10,106,233        

      ","PG,2011-04-29",Prom,"5.4 based on 13,218 user ratings","        $8,000,000        

      ",Joe Nussbaum,PT104M,"Aimee Teegarden,Thomas McDonell,DeVaughn Nixon","         $4,712,638        

      (USA)
      ",2011,"Comedy,Drama"
"        $6,851,969        

      ","R,2013-09-13",The Spectacular Now,"7.1 based on 115,342 user ratings","        $2,500,000        

      ",James Ponsoldt,PT95M,"Miles Teller,Shailene Woodley,Kyle Chandler","         $197,415        

      (USA)
      ",2013,"Comedy,Drama,Romance"
"        $36,658,108        

      ","PG-13,2010-08-18",Vampires Suck,"3.5 based on 40,415 user ratings","        $20,000,000        

      ",Jason Friedberg,PT82M,"Jenn Proske,Matt Lanter,Diedrich Bader","         $12,202,831        

      (USA)
      ",2010,Comedy
"        $37,911,876        

      ","PG-13,2011-02-18","Big Mommas: Like Father, Like Son","4.4 based on 20,828 user ratings","        $32,000,000        

      ",John Whitesell,PT107M,"Martin Lawrence,Brandon T. Jackson,Jessica Lucas","         £1,433,778        

      (UK)
      ",2011,"Action,Comedy,Crime"
"        $60,013,411        

      ","PG,2010-01-22",Tooth Fairy,"5.0 based on 32,337 user ratings","        $48,000,000        

      ",Michael Lembeck,PT101M,"Dwayne Johnson,Ashley Judd,Julie Andrews","         $14,010,409        

      (USA)
      ",2010,"Comedy,Family,Fantasy"
"        $24,268,828        

      ","PG,2010-01-15",The Spy Next Door,"5.4 based on 32,089 user ratings","        $28,000,000        

      ",Brian Levant,PT94M,"Jackie Chan,Amber Valletta,Billy Ray Cyrus","         $12,877,043        

      (USA)
      ",2010,"Action,Comedy,Family"
"        $49,474,048        

      ","PG,2009-11-25",Old Dogs,"5.4 based on 32,184 user ratings","        $35,000,000        

      ",Walt Becker,PT88M,"Robin Williams,John Travolta,Seth Green","         $16,894,511        

      (USA)
      ",2009,"Comedy,Family"
"        $29,580,087        

      ","PG-13,2009-12-18",Did You Hear About the Morgans?,"4.8 based on 30,851 user ratings","        $58,000,000        

      ",Marc Lawrence,PT103M,"Hugh Grant,Sarah Jessica Parker,Sam Elliott","         $6,616,571        

      (USA)
      ",2009,"Comedy,Drama,Romance"
"        $13,838,130        

      ","PG-13,2009-10-23",Cirque du Freak: The Vampire's Assistant,"5.9 based on 37,267 user ratings","        $40,000,000        

      ",Paul Weitz,PT109M,"Chris Massoglia,John C. Reilly,Salma Hayek","         £798,641        

      (UK)
      ",2009,"Action,Adventure,Fantasy"
"        $19,548,064        

      ","PG,2009-10-23",Astro Boy,"6.3 based on 27,129 user ratings","        $65,000,000        

      ",David Bowers,PT94M,"Freddie Highmore,Nicolas Cage,Kristen Bell","         $6,702,923        

      (USA)
      ",2009,"Animation,Action,Comedy"
"        $20,819,129        

      ","PG,2009-01-16",Paul Blart: Mall Cop,"5.2 based on 87,643 user ratings","        $26,000,000        

      ",Steve Carr,PT91M,"Kevin James,Keir O'Donnell,Jayma Mays","         $31,832,636        

      (USA)
      ",2009,"Action,Comedy,Crime"
"        $68,261,644        

      ","PG-13,2009-04-24",Obsessed,"4.9 based on 23,779 user ratings","        $20,000,000        

      ",Steve Shill,PT108M,"Beyoncé Knowles,Idris Elba,Ali Larter","         $28,612,730        

      (USA)
      ",2009,"Drama,Romance,Thriller"
"        $39,462,438        

      ","R,2010-02-05",Crazy Heart,"7.3 based on 71,477 user ratings","        $7,000,000        

      ",Scott Cooper,PT112M,"Jeff Bridges,Maggie Gyllenhaal,Colin Farrell","         $82,664        

      (USA)
      ",2009,"Drama,Music,Romance"
"        $23,993,605        

      ","R,2009-04-10",Observe and Report,"5.8 based on 53,808 user ratings","        $18,000,000        

      ",Jody Hill,PT86M,"Seth Rogen,Anna Faris,Ray Liotta","         $11,017,334        

      (USA)
      ",2009,"Comedy,Crime,Drama"
