id,quarter,timestamp,price_doc,kremlin_km,full_sq,life_sq,kitch_sq,floor,max_floor,sub_area,okurg_district
18460,Q2-14,2014-05-15,6200000,8.538730411,39.0,20.0,8.0,1.0,12.0,Preobrazhenskoe,Eastern 
18461,Q2-14,2014-05-15,6400000,12.84092617,38.0,19.0,8.0,17.0,17.0,Ljublino,South Eastern 
18462,Q2-14,2014-05-15,12500000,6.545770683,84.0,61.0,6.0,4.0,6.0,Sokol'niki,Eastern 
18463,Q2-14,2014-05-15,7768150,21.81865894,62.0,30.0,11.0,5.0,18.0,Poselenie Sosenskoe,Novomoskovsky 
18464,Q2-14,2014-05-15,4400000,20.54946417,40.0,38.3561643836,10.3665309145,3.0,17.0,Nekrasovka,South Eastern 
18465,Q2-14,2014-05-15,6400000,9.547422441,32.0,21.0,5.0,5.0,9.0,Rostokino,North Eastern 
18466,Q2-14,2014-05-15,8700000,13.35672578,51.0,30.0,8.0,14.0,14.0,Caricyno,Southern 
18467,Q2-14,2014-05-15,11000000,2.810670024,45.0,33.0,5.0,2.0,8.0,Presnenskoe,Central 
18468,Q2-14,2014-05-15,8404830,6.286366992,44.0,43.2903225806,9.62007168459,12.0,12.0,Horoshevskoe,Northern 
18469,Q2-14,2014-05-15,2000000,12.98368443,51.0,29.0,8.0,1.0,14.0,Pokrovskoe Streshnevo,North Western 
18470,Q2-14,2014-05-15,13912056,10.48800676,74.0,74.0,17.8316129032,1.0,4.0,Izmajlovo,Eastern 
18471,Q2-14,2014-05-15,6367900,21.60973301,82.0,82.0,14.5285714286,6.0,14.0,Poselenie Sosenskoe,Novomoskovsky 
18472,Q2-14,2014-05-15,7150000,11.20744036,38.0,22.0,7.0,5.0,9.0,Nagornoe,Southern 
18473,Q2-14,2014-05-15,6800000,12.67095051,44.0,31.0,5.0,2.0,5.0,Novogireevo,Eastern 
18474,Q2-14,2014-05-15,6000000,18.17633569,43.0,19.0,9.0,20.0,24.0,Kosino-Uhtomskoe,Eastern 
18475,Q2-14,2014-05-15,8561540,22.2224338,84.0,84.0,15.4886877828,3.0,17.0,Poselenie Vnukovskoe,Novomoskovsky 
18476,Q2-14,2014-05-15,5150000,10.95699109,32.0,21.0,5.0,7.0,9.0,Kuz'minki,South Eastern 
18477,Q2-14,2014-05-15,6500000,10.64598855,42.0,27.0,5.0,2.0,5.0,Ljublino,South Eastern 
18478,Q2-14,2014-05-15,3318635,37.39881404,47.0,43.2573029212,11.535280779,9.0,9.0,Poselenie Pervomajskoe,Troitsky 
18479,Q2-14,2014-05-15,7062000,7.822446931,42.0,17.0,9.0,7.0,24.0,Sokolinaja Gora,Eastern 
18480,Q2-14,2014-05-15,6850000,12.05644827,47.0,30.0,6.0,8.0,12.0,Mar'ino,South Eastern 
18481,Q2-14,2014-05-16,6564000,7.453445625,38.0,15.0,9.0,3.0,16.0,Sokolinaja Gora,Eastern 
18482,Q2-14,2014-05-16,9725000,16.1663023,103.0,61.0,12.0,13.0,16.0,Juzhnoe Tushino,North Western 
18483,Q2-14,2014-05-16,14962709,10.57422893,74.0,39.0,12.0,3.0,30.0,Zjuzino,South Western 
18484,Q2-14,2014-05-16,11000000,12.53818856,76.0,45.0,10.0,16.0,16.0,Mar'ino,South Eastern 
18485,Q2-14,2014-05-16,7006009,21.90579236,62.0,62.0,12.0784313725,9.0,17.0,Poselenie Vnukovskoe,Novomoskovsky 
18486,Q2-14,2014-05-16,7450000,13.9234866,59.0,43.0,6.0,1.0,9.0,Altuf'evskoe,North Eastern 
18487,Q2-14,2014-05-16,6592000,20.54946417,64.0,61.3698630137,16.5864494632,13.0,17.0,Nekrasovka,South Eastern 
18488,Q2-14,2014-05-16,25500000,12.28986362,129.0,60.0,16.0,16.0,17.0,Kon'kovo,South Western 
18489,Q2-14,2014-05-16,4640000,19.6919043,40.0,38.064516129,10.0169779287,12.0,17.0,Nekrasovka,South Eastern 
18490,Q2-14,2014-05-16,6300000,14.6010418,44.0,27.0,6.0,1.0,9.0,Babushkinskoe,North Eastern 
18491,Q2-14,2014-05-16,11700000,24.77908165,80.0,48.0,8.0,3.0,9.0,Juzhnoe Butovo,South Western 
18492,Q2-14,2014-05-16,6600000,36.2476626,60.0,28.0,12.0,5.0,9.0,Savelki,Zelenograd 
18493,Q2-14,2014-05-16,15500000,13.22858491,73.0,36.0,11.0,5.0,16.0,Kon'kovo,South Western 
18494,Q2-14,2014-05-16,5300000,12.83447066,34.0,20.0,6.0,9.0,9.0,Vostochnoe Izmajlovo,Eastern 
18495,Q2-14,2014-05-16,5200000,11.1707639,31.0,18.0,5.0,3.0,5.0,Severnoe Izmajlovo,Eastern 
18496,Q2-14,2014-05-16,7000000,13.84398231,44.0,28.0,6.0,3.0,9.0,Vostochnoe Degunino,Northern 
18497,Q2-14,2014-05-16,5087221,0.072896553,52.0,52.0,11.2666666667,17.0,17.0,Tverskoe,Central 
18498,Q2-14,2014-05-16,5300000,16.6255041,31.0,17.0,5.0,2.0,5.0,Severnoe Tushino,North Western 
18499,Q2-14,2014-05-16,4400000,20.54946417,40.0,38.3561643836,10.3665309145,9.0,17.0,Nekrasovka,South Eastern 
18500,Q2-14,2014-05-16,6000000,12.22367714,37.0,18.0,8.0,9.0,16.0,Ljublino,South Eastern 
18501,Q2-14,2014-05-16,13500000,15.03574804,78.0,43.0,12.0,7.0,17.0,Hovrino,Northern 
18502,Q2-14,2014-05-16,7559063,22.37012991,65.0,65.0,13.9168351871,3.0,24.0,Poselenie Vnukovskoe,Novomoskovsky 
18503,Q2-14,2014-05-16,8800000,4.278259176,38.0,18.0,9.0,8.0,25.0,Taganskoe,Central 
18504,Q2-14,2014-05-16,4400000,20.54946417,40.0,18.0,10.0,4.0,17.0,Nekrasovka,South Eastern 
18505,Q2-14,2014-05-16,10700000,6.326798854,51.0,30.0,8.0,17.0,17.0,Horoshevskoe,Northern 
18506,Q2-14,2014-05-16,18500000,11.08100615,79.0,44.0,10.0,17.0,22.0,Obruchevskoe,South Western 
18507,Q2-14,2014-05-16,6500000,12.88338958,52.0,30.0,8.0,11.0,17.0,Babushkinskoe,North Eastern 
18508,Q2-14,2014-05-16,16250000,11.01823395,78.0,52.0,8.0,6.0,12.0,Obruchevskoe,South Western 
18509,Q2-14,2014-05-16,9500000,3.457884394,39.0,23.0,6.0,8.0,12.0,Presnenskoe,Central 
18510,Q2-14,2014-05-16,6085800,20.54946417,62.0,59.4520547945,16.0681229174,7.0,17.0,Nekrasovka,South Eastern 
18511,Q2-14,2014-05-16,1050000,8.749843163,45.0,28.0,5.0,6.0,12.0,Koptevo,Northern 
18512,Q2-14,2014-05-16,5662000,18.49202024,52.0,24.0,14.0,7.0,22.0,Mitino,North Western 
18513,Q2-14,2014-05-16,7828380,10.91522293,45.0,45.0,11.25,4.0,22.0,Ramenki,Western 
18514,Q2-14,2014-05-16,8883798,25.59597356,85.0,43.2203389831,13.8064971751,1.0,5.0,Poselenie Voskresenskoe,Novomoskovsky 
18515,Q2-14,2014-05-16,4850000,12.05644827,32.0,18.0,6.0,10.0,12.0,Mar'ino,South Eastern 
18516,Q2-14,2014-05-16,15400000,11.2084912,73.0,43.0,10.0,8.0,23.0,Prospekt Vernadskogo,Western 
18517,Q2-14,2014-05-16,3000000,12.99187346,44.0,28.0,5.0,9.0,9.0,Ivanovskoe,Eastern 
18518,Q2-14,2014-05-16,5700000,14.27375278,32.0,21.0,5.0,8.0,9.0,Losinoostrovskoe,North Eastern 
18519,Q2-14,2014-05-16,10850000,11.81715843,60.0,33.0,10.0,3.0,17.0,Otradnoe,North Eastern 
18520,Q2-14,2014-05-16,7741230,14.11836337,36.0,36.0,9.96923076923,1.0,14.0,Strogino,North Western 
18521,Q2-14,2014-05-16,9200000,6.841149391,38.0,18.0,9.0,2.0,14.0,Gagarinskoe,South Western 
18522,Q2-14,2014-05-16,14000000,16.6876404,99.0,52.0,10.0,17.0,23.0,Solncevo,Western 
18523,Q2-14,2014-05-16,2000000,16.43531782,39.0,20.0,8.0,13.0,14.0,Orehovo-Borisovo Severnoe,Southern 
18524,Q2-14,2014-05-16,7000000,7.670733725,34.0,19.0,9.0,4.0,14.0,Nagatino-Sadovniki,Southern 
18525,Q2-14,2014-05-16,2000000,10.79726115,54.0,33.0,7.0,4.0,5.0,Ljublino,South Eastern 
18526,Q2-14,2014-05-16,6140072,22.2224338,52.0,52.0,9.58823529412,17.0,17.0,Poselenie Vnukovskoe,Novomoskovsky 
18527,Q2-14,2014-05-16,7000000,3.364326258,133.0,79.0,14.0,5.0,18.0,Begovoe,Northern 
18528,Q2-14,2014-05-16,15919294,11.94632514,275.0,232.0,26.0,11.0,37.0,Shhukino,North Western 
18529,Q2-14,2014-05-16,3498632,28.75536526,51.0,50.2153846154,9.9010989011,2.0,17.0,Poselenie Filimonkovskoe,Novomoskovsky 
18530,Q2-14,2014-05-16,8103000,18.7528432,43.0,40.3125,7.08876811594,18.0,20.0,Mitino,North Western 
18531,Q2-14,2014-05-16,7150000,13.27507165,37.0,18.0,10.0,13.0,22.0,Mar'ino,South Eastern 
18532,Q2-14,2014-05-16,1150000,7.709040305,30.0,17.0,5.0,8.0,9.0,Preobrazhenskoe,Eastern 
18533,Q2-14,2014-05-16,10000000,12.23433567,58.0,33.0,8.0,9.0,17.0,Ljublino,South Eastern 
18534,Q2-14,2014-05-16,6800000,14.02269669,49.0,34.0,6.0,3.0,9.0,Vyhino-Zhulebino,South Eastern 
18535,Q2-14,2014-05-16,14600000,18.41428008,100.0,63.0,9.0,22.0,22.0,Mitino,North Western 
18536,Q2-14,2014-05-16,5544085,21.90579236,43.0,43.0,8.37697659709,7.0,24.0,Poselenie Vnukovskoe,Novomoskovsky 
18537,Q2-14,2014-05-17,18000000,7.51487539,75.0,45.0,9.0,6.0,17.0,Akademicheskoe,South Western 
18538,Q2-14,2014-05-17,17850000,3.527818197,79.0,54.0,8.0,2.0,8.0,Taganskoe,Central 
18539,Q2-14,2014-05-17,8750000,12.68432203,51.0,30.0,8.0,14.0,14.0,Mar'ino,South Eastern 
18540,Q2-14,2014-05-17,3421600,16.95715522,36.0,36.0,6.65141187926,1.0,17.0,Solncevo,Western 
18541,Q2-14,2014-05-17,10950000,12.27871017,65.0,46.0,8.0,5.0,16.0,Golovinskoe,Northern 
18542,Q2-14,2014-05-17,8403938,22.56765524,84.0,84.0,16.9138755981,1.0,2.0,Poselenie Sosenskoe,Novomoskovsky 
18543,Q2-14,2014-05-17,5828383,23.99671721,46.0,46.0,13.8,3.0,24.0,Poselenie Vnukovskoe,Novomoskovsky 
18544,Q2-14,2014-05-17,5640000,16.95025312,29.0,15.0,6.0,10.0,12.0,Chertanovo Juzhnoe,Southern 
18545,Q2-14,2014-05-17,6581700,10.46047102,60.0,57.6623376623,14.5689416966,7.0,17.0,Tekstil'shhiki,South Eastern 
18546,Q2-14,2014-05-17,1000000,9.368080741,29.0,16.0,5.0,5.0,9.0,Lomonosovskoe,South Western 
18547,Q2-14,2014-05-17,6350000,14.92129838,38.0,19.0,7.0,8.0,17.0,Hovrino,Northern 
18548,Q2-14,2014-05-17,7300000,15.8940404,41.0,26.0,4.0,8.0,8.0,Juzhnoe Tushino,North Western 
18549,Q2-14,2014-05-17,4235000,20.54946417,38.0,36.4383561644,9.84820436875,8.0,17.0,Nekrasovka,South Eastern 
18550,Q2-14,2014-05-17,5900000,13.68791251,38.0,19.0,7.0,1.0,17.0,Severnoe Izmajlovo,Eastern 
18551,Q2-14,2014-05-17,5950000,14.76465891,38.0,19.0,7.0,11.0,17.0,Vyhino-Zhulebino,South Eastern 
18552,Q2-14,2014-05-17,9500000,12.78582973,53.0,30.0,8.0,8.0,12.0,Juzhnoe Medvedkovo,North Eastern 
18553,Q2-14,2014-05-17,5300000,4.467499643,27.0,14.0,6.0,2.0,8.0,Danilovskoe,Southern 
18554,Q2-14,2014-05-17,6365190,21.39464623,74.0,74.0,12.0,7.0,16.0,Poselenie Sosenskoe,Novomoskovsky 
18555,Q2-14,2014-05-17,15600000,15.80229737,80.0,35.0,12.0,20.0,23.0,Chertanovo Central'noe,Southern 
18556,Q2-14,2014-05-19,5200000,13.16855713,32.0,18.0,6.0,9.0,9.0,Ivanovskoe,Eastern 
18557,Q2-14,2014-05-19,6344800,20.54946417,61.0,58.4931506849,15.8089596446,13.0,17.0,Nekrasovka,South Eastern 
18558,Q2-14,2014-05-19,6985192,22.37012991,63.0,63.0,13.4886248736,9.0,17.0,Poselenie Vnukovskoe,Novomoskovsky 
18559,Q2-14,2014-05-19,8245697,22.2224338,79.0,79.0,14.5667420814,9.0,12.0,Poselenie Vnukovskoe,Novomoskovsky 
18560,Q2-14,2014-05-19,4829736,31.74171168,57.0,56.0,12.9684210526,5.0,16.0,Poselenie Desjonovskoe,Novomoskovsky 
18561,Q2-14,2014-05-19,5347463,21.70767232,43.0,43.0,30.3529411765,5.0,20.0,Poselenie Vnukovskoe,Novomoskovsky 
18562,Q2-14,2014-05-19,6700000,12.8171933,45.0,30.0,5.0,5.0,5.0,Caricyno,Southern 
18563,Q2-14,2014-05-19,4785666,22.2224338,38.0,38.0,7.00678733032,4.0,17.0,Poselenie Vnukovskoe,Novomoskovsky 
18564,Q2-14,2014-05-19,14000000,10.51020966,56.0,29.0,8.0,25.0,25.0,Prospekt Vernadskogo,Western 
18565,Q2-14,2014-05-19,5850000,10.44890663,32.0,21.0,5.0,5.0,9.0,Cheremushki,South Western 
18566,Q2-14,2014-05-19,27353700,10.77495972,101.0,101.0,24.3377419355,1.0,7.0,Izmajlovo,Eastern 
18567,Q2-14,2014-05-19,5969082,25.02885405,44.0,44.0,13.0810810811,5.0,16.0,Poselenie Vnukovskoe,Novomoskovsky 
18568,Q2-14,2014-05-19,5654572,16.95715522,61.0,61.0,11.2704479065,13.0,17.0,Solncevo,Western 
18569,Q2-14,2014-05-19,8500000,13.48176206,58.0,44.0,6.0,7.0,9.0,Mozhajskoe,Western 
18570,Q2-14,2014-05-19,4400000,20.54946417,40.0,38.3561643836,10.3665309145,10.0,17.0,Nekrasovka,South Eastern 
18571,Q2-14,2014-05-19,9176109,22.45027177,85.0,85.0,14.1666666667,15.0,20.0,Poselenie Vnukovskoe,Novomoskovsky 
18572,Q2-14,2014-05-19,11150000,14.84235062,75.0,43.0,10.0,16.0,17.0,Gol'janovo,Eastern 
18573,Q2-14,2014-05-19,3810798,16.95715522,37.0,37.0,6.83617332035,11.0,17.0,Solncevo,Western 
18574,Q2-14,2014-05-19,10900000,6.295371054,56.0,33.0,6.0,8.0,12.0,Sokol'niki,Eastern 
18575,Q2-14,2014-05-19,4095960,0.072896553,40.0,40.0,8.66666666667,9.0,17.0,Tverskoe,Central 
18576,Q2-14,2014-05-19,1000000,14.44045307,44.0,28.0,5.0,5.0,5.0,Caricyno,Southern 
18577,Q2-14,2014-05-19,6300000,4.212744234,44.0,27.0,6.0,1.0,4.0,Donskoe,Southern 
18578,Q2-14,2014-05-19,6919739,22.22349985,61.0,61.0,12.125,5.0,17.0,Poselenie Vnukovskoe,Novomoskovsky 
18579,Q2-14,2014-05-19,7300000,27.09238076,76.0,46.0,10.0,14.0,16.0,Vnukovo,Western 
18580,Q2-14,2014-05-19,990000,17.74849371,48.0,20.0,11.0,2.0,20.0,Mitino,North Western 
18581,Q2-14,2014-05-19,6200000,6.758263527,31.0,18.0,5.0,6.0,11.0,Kotlovka,South Western 
18582,Q2-14,2014-05-19,6999367,22.48329688,63.0,63.0,31.5,8.0,17.0,Poselenie Vnukovskoe,Novomoskovsky 
18583,Q2-14,2014-05-19,1000000,12.40329908,79.0,45.0,12.0,2.0,17.0,Gol'janovo,Eastern 
18584,Q2-14,2014-05-19,4400000,20.36220261,38.0,21.9230769231,6.57692307692,9.0,17.0,Nekrasovka,South Eastern 
18585,Q2-14,2014-05-19,5470436,22.37012991,42.0,42.0,8.99241658241,16.0,24.0,Poselenie Vnukovskoe,Novomoskovsky 
18586,Q2-14,2014-05-19,13200000,12.5284486,78.0,44.0,10.0,12.0,22.0,Ljublino,South Eastern 
18587,Q2-14,2014-05-19,6440000,9.20175485,44.0,28.0,5.0,2.0,5.0,Bogorodskoe,Eastern 
18588,Q2-14,2014-05-19,7740600,19.50939074,76.0,44.4230769231,12.8620304114,9.0,17.0,Nekrasovka,South Eastern 
18589,Q2-14,2014-05-19,7989757,15.75024402,79.0,79.0,18.0669565217,5.0,25.0,Poselenie Moskovskij,Novomoskovsky 
18590,Q2-14,2014-05-19,7100000,6.671139262,32.0,18.0,6.0,7.0,9.0,Horoshevskoe,Northern 
18591,Q2-14,2014-05-19,7900000,11.02602401,46.0,30.0,5.0,4.0,9.0,Prospekt Vernadskogo,Western 
18592,Q2-14,2014-05-19,4000000,10.84939623,52.0,29.0,8.0,8.0,12.0,Sviblovo,North Eastern 
18593,Q2-14,2014-05-19,8150000,11.20966669,41.0,20.0,8.0,8.0,12.0,Obruchevskoe,South Western 
18594,Q2-14,2014-05-19,3480000,49.15399815,48.0,33.0,5.0,3.0,5.0,Poselenie Mihajlovo-Jarcevskoe,Troitsky 
18595,Q2-14,2014-05-19,4442130,37.0645726,73.0,34.5090909091,18.1172727273,1.0,4.0,Poselenie Pervomajskoe,Troitsky 
18596,Q2-14,2014-05-19,8040000,12.65442551,52.0,34.0,6.0,3.0,9.0,Otradnoe,North Eastern 
18597,Q2-14,2014-05-19,6550950,26.96046256,64.0,28.8,8.8,4.0,24.0,Poselenie Voskresenskoe,Novomoskovsky 
18598,Q2-14,2014-05-19,8500000,13.77942176,52.0,30.0,8.0,12.0,14.0,Mar'ino,South Eastern 
18599,Q2-14,2014-05-19,6272100,20.54946417,62.0,59.4520547945,16.0681229174,14.0,17.0,Nekrasovka,South Eastern 
18600,Q2-14,2014-05-19,8500000,7.342875749,60.0,44.0,6.0,7.0,9.0,Akademicheskoe,South Western 
18601,Q2-14,2014-05-19,3000000,5.71127662,35.0,19.0,9.0,9.0,12.0,Lefortovo,South Eastern 
18602,Q2-14,2014-05-19,8400000,15.78530526,60.0,44.0,6.0,2.0,9.0,Severnoe Tushino,North Western 
18604,Q2-14,2014-05-19,14400000,16.70104238,100.0,64.0,10.0,19.0,22.0,Orehovo-Borisovo Juzhnoe,Southern 
18605,Q2-14,2014-05-19,5300000,7.464298864,35.0,19.0,8.0,1.0,5.0,Sokolinaja Gora,Eastern 
18606,Q2-14,2014-05-19,1000000,17.74555229,44.0,28.0,6.0,4.0,12.0,Birjulevo Zapadnoe,Southern 
18607,Q2-14,2014-05-19,9600000,20.64818432,85.0,52.0,9.0,4.0,24.0,Severnoe Butovo,South Western 
18608,Q2-14,2014-05-19,8850000,9.854094421,56.0,29.0,11.0,8.0,12.0,Novogireevo,Eastern 
18609,Q2-14,2014-05-19,4785666,22.2224338,38.0,38.0,7.00678733032,4.0,17.0,Poselenie Vnukovskoe,Novomoskovsky 
18610,Q2-14,2014-05-19,6500000,17.63594843,47.0,30.0,6.0,4.0,12.0,Birjulevo Vostochnoe,Southern 
18611,Q2-14,2014-05-19,16400000,8.634074792,72.0,38.0,12.0,4.0,17.0,Bogorodskoe,Eastern 
18612,Q2-14,2014-05-19,29500000,8.083197033,111.0,49.0,12.0,21.0,27.0,Akademicheskoe,South Western 
18613,Q2-14,2014-05-20,3000000,12.49429451,52.0,31.0,10.0,9.0,16.0,Mozhajskoe,Western 
18614,Q2-14,2014-05-20,2132573,28.73814133,27.0,26.4255319149,9.78723404255,8.0,12.0,Poselenie Filimonkovskoe,Novomoskovsky 
18615,Q2-14,2014-05-20,2000000,12.18957063,37.0,19.0,8.0,15.0,16.0,Otradnoe,North Eastern 
18616,Q2-14,2014-05-20,8211559,22.2224338,78.0,78.0,14.3823529412,9.0,17.0,Poselenie Vnukovskoe,Novomoskovsky 
18617,Q2-14,2014-05-20,14200000,8.839252407,83.0,45.0,10.0,13.0,23.0,Rjazanskij,South Eastern 
18618,Q2-14,2014-05-20,7700000,13.01365521,58.0,41.0,6.0,2.0,10.0,Vyhino-Zhulebino,South Eastern 
18619,Q2-14,2014-05-20,7400000,16.62650509,57.0,33.0,10.0,3.0,17.0,Birjulevo Vostochnoe,Southern 
18620,Q2-14,2014-05-20,8550000,10.30739943,59.0,41.0,5.0,2.0,5.0,Timirjazevskoe,Northern 
18621,Q2-14,2014-05-20,6058607,29.13376481,75.0,75.0,19.7368421053,6.0,11.0,Poselenie Desjonovskoe,Novomoskovsky 
18622,Q2-14,2014-05-20,4399834,28.75536526,65.0,64.0,10.0,7.0,10.0,Poselenie Filimonkovskoe,Novomoskovsky 
18623,Q2-14,2014-05-20,4002124,23.37369741,39.0,39.0,11.4705882353,6.0,17.0,Poselenie Moskovskij,Novomoskovsky 
18624,Q2-14,2014-05-20,3000000,2.472791993,43.0,17.0,12.0,13.0,21.0,Jakimanka,Central 
18625,Q2-14,2014-05-20,5406188,21.27901299,46.0,46.0,7.07692307692,1.0,7.0,Poselenie Sosenskoe,Novomoskovsky 
18626,Q2-14,2014-05-20,5400000,37.62934492,48.0,31.0,8.0,7.0,12.0,Matushkino,Zelenograd 
18627,Q2-14,2014-05-20,9400000,14.82029649,57.0,33.0,10.0,16.0,17.0,Brateevo,Southern 
18628,Q2-14,2014-05-20,8000000,16.659794,50.0,30.0,8.0,2.0,16.0,Zjablikovo,Southern 
18629,Q2-14,2014-05-20,7000000,12.40341027,36.0,14.0,10.0,9.0,17.0,Mar'ino,South Eastern 
18630,Q2-14,2014-05-20,6231000,12.02761898,44.0,28.0,5.0,3.0,12.0,Ochakovo-Matveevskoe,Western 
18631,Q2-14,2014-05-20,11100000,10.11612982,72.0,43.0,10.0,1.0,17.0,Zjuzino,South Western 
18632,Q2-14,2014-05-20,6400000,14.92129838,38.0,19.0,7.0,9.0,17.0,Hovrino,Northern 
18633,Q2-14,2014-05-20,3151819,28.04929978,37.0,37.0,11.4768518519,2.0,19.0,Poselenie Shherbinka,Novomoskovsky 
18634,Q2-14,2014-05-20,6100000,8.795123622,30.0,17.0,6.0,3.0,5.0,Horoshevo-Mnevniki,North Western 
18635,Q2-14,2014-05-20,6700000,12.76310857,41.0,20.0,8.0,9.0,12.0,Juzhnoe Medvedkovo,North Eastern 
18636,Q2-14,2014-05-20,5128538,16.95715522,52.0,52.0,9.60759493671,15.0,17.0,Solncevo,Western 
18637,Q2-14,2014-05-20,16700000,11.96282575,79.0,76.0,10.0,17.0,17.0,Kuncevo,Western 
18638,Q2-14,2014-05-20,7150000,13.50191444,38.0,18.0,7.0,3.0,17.0,Severnoe Izmajlovo,Eastern 
18639,Q2-14,2014-05-20,8400000,22.98540157,54.0,32.0,9.0,13.0,14.0,Juzhnoe Butovo,South Western 
18640,Q2-14,2014-05-20,5076940,21.56099964,51.0,51.0,14.6818181818,7.0,17.0,Poselenie Sosenskoe,Novomoskovsky 
18641,Q2-14,2014-05-20,19000000,8.877156486,76.0,44.0,13.0,6.0,17.0,Ramenki,Western 
18642,Q2-14,2014-05-20,14000000,16.42694045,74.0,45.0,10.0,7.0,17.0,Juzhnoe Tushino,North Western 
18643,Q2-14,2014-05-20,4400000,10.46047102,38.0,36.5194805195,9.22699640785,6.0,17.0,Tekstil'shhiki,South Eastern 
18644,Q2-14,2014-05-20,8700000,38.54774448,73.0,45.0,10.0,11.0,17.0,Krjukovo,Zelenograd 
18645,Q2-14,2014-05-20,6530200,20.54946417,63.0,60.4109589041,16.3272861903,14.0,17.0,Nekrasovka,South Eastern 
18646,Q2-14,2014-05-20,6100000,11.68456693,34.0,14.0,10.0,15.0,16.0,Beskudnikovskoe,Northern 
18647,Q2-14,2014-05-20,8800000,16.75708573,41.0,17.0,10.0,20.0,22.0,Jasenevo,South Western 
18648,Q2-14,2014-05-20,4400000,20.54946417,40.0,38.3561643836,10.3665309145,6.0,17.0,Nekrasovka,South Eastern 
18649,Q2-14,2014-05-20,7721200,19.50939074,76.0,44.4230769231,12.8620304114,1.0,11.0,Nekrasovka,South Eastern 
18650,Q2-14,2014-05-20,3000000,15.42232437,64.0,40.0,7.0,3.0,14.0,Brateevo,Southern 
18651,Q2-14,2014-05-20,8300000,16.25211754,57.0,43.0,6.0,4.0,8.0,Levoberezhnoe,Northern 
18652,Q2-14,2014-05-20,5350000,36.35560764,50.0,50.0,13.3333333333,1.0,1.0,Krjukovo,Zelenograd 
18653,Q2-14,2014-05-20,11800000,12.94672784,64.0,39.0,8.0,7.0,12.0,Kuncevo,Western 
18654,Q2-14,2014-05-20,4850000,21.9729463,33.0,13.0,12.0,11.0,25.0,Poselenie Sosenskoe,Novomoskovsky 
18655,Q2-14,2014-05-20,7552500,37.0645726,160.0,75.6363636364,39.7090909091,1.0,1.0,Poselenie Pervomajskoe,Troitsky 
18656,Q2-14,2014-05-20,8300000,7.014083851,39.0,22.0,7.0,5.0,12.0,Butyrskoe,North Eastern 
18657,Q2-14,2014-05-20,5000000,8.672599614,53.0,30.0,8.0,11.0,12.0,Nagatino-Sadovniki,Southern 
18658,Q2-14,2014-05-20,10500000,9.55162211,63.0,43.0,7.0,8.0,9.0,Vojkovskoe,Central 
18659,Q2-14,2014-05-20,8500000,19.21188988,53.0,32.0,9.0,1.0,14.0,Mitino,North Western 
18660,Q2-14,2014-05-20,5950000,17.75591825,32.0,18.0,6.0,6.0,9.0,Jasenevo,South Western 
18661,Q2-14,2014-05-20,3000000,14.09740014,51.0,30.0,9.0,5.0,14.0,Mar'ino,South Eastern 
18662,Q2-14,2014-05-20,5799150,20.39230629,62.0,62.0,27.9,10.0,17.0,Novo-Peredelkino,Western 
18663,Q2-14,2014-05-20,4268000,20.54946417,38.0,36.4383561644,9.84820436875,10.0,16.0,Nekrasovka,South Eastern 
18664,Q2-14,2014-05-20,6600000,11.78520909,54.0,31.0,7.0,1.0,4.0,Golovinskoe,Northern 
18665,Q2-14,2014-05-20,6250000,17.23162571,41.0,19.0,8.0,11.0,17.0,Lianozovo,North Eastern 
18666,Q2-14,2014-05-20,6500000,16.83357932,38.0,19.0,8.0,7.0,17.0,Orehovo-Borisovo Juzhnoe,Southern 
18667,Q2-14,2014-05-20,11000000,4.559016935,84.0,53.0,9.0,5.0,5.0,Danilovskoe,Southern 
18668,Q2-14,2014-05-20,5920000,14.18993545,35.0,17.0,9.0,1.0,12.0,Severnoe Medvedkovo,North Eastern 
18669,Q2-14,2014-05-20,14000000,12.82182167,84.0,48.0,10.0,5.0,17.0,Troparevo-Nikulino,Western 
18670,Q2-14,2014-05-20,9300000,17.66902913,61.0,31.0,9.0,6.0,14.0,Kosino-Uhtomskoe,Eastern 
18671,Q2-14,2014-05-20,7401100,20.54946417,76.0,72.8767123288,19.6964087375,14.0,17.0,Nekrasovka,South Eastern 
18673,Q2-14,2014-05-20,8000000,18.01772638,61.0,60.0,11.0,3.0,16.0,Birjulevo Vostochnoe,Southern 
18674,Q2-14,2014-05-20,3600000,36.20046254,44.0,28.0,5.0,3.0,4.0,Poselenie Marushkinskoe,Novomoskovsky 
18675,Q2-14,2014-05-21,2000000,13.56954144,62.0,32.0,13.0,8.0,14.0,Juzhnoe Medvedkovo,North Eastern 
18676,Q2-14,2014-05-21,5900000,6.234937364,30.0,18.0,5.0,4.0,5.0,Juzhnoportovoe,South Eastern 
18677,Q2-14,2014-05-21,13500000,4.378661415,65.0,43.0,5.0,7.0,9.0,Danilovskoe,Southern 
18678,Q2-14,2014-05-21,6000000,17.42368658,60.0,33.0,12.0,3.0,12.0,Kosino-Uhtomskoe,Eastern 
18679,Q2-14,2014-05-21,13500000,9.201166927,54.0,29.0,9.0,8.0,17.0,Lomonosovskoe,South Western 
18680,Q2-14,2014-05-21,8800000,12.1867993,52.0,34.0,5.0,5.0,5.0,Vostochnoe Izmajlovo,Eastern 
