id,timestamp,price_doc,kremlin_km,full_sq,life_sq,kitch_sq,floor,max_floor,build_year,num_room,state,material,sub_area,okurg_district,life_to_full,kitch_to_life
20543,2014-07-02,10500000,10.47569759,51.0,25.0,7.0,3.0,10.0,1955.0,2.0,2.0,2.0,Vojkovskoe,Central ,0.490196078431,0.28
20544,2014-07-02,5600000,14.45802099,42.0,26.0,5.0,5.0,5.0,1963.0,2.0,2.0,5.0,Ljublino,South Eastern ,0.619047619048,0.192307692308
20545,2014-07-02,7400000,15.32298915,53.0,30.0,8.0,11.0,14.0,1986.0,2.0,3.0,1.0,Brateevo,Southern ,0.566037735849,0.266666666667
20546,2014-07-02,7089171,26.09730228,64.0,64.0,,9.0,17.0,2015.0,2.0,2.0,4.0,Poselenie Filimonkovskoe,Novomoskovsky ,1.0,
20547,2014-07-02,5550000,13.21144614,31.0,17.0,5.0,3.0,5.0,1966.0,1.0,2.0,1.0,Caricyno,Southern ,0.548387096774,0.294117647059
20548,2014-07-03,5100000,15.06172507,33.0,18.0,6.0,3.0,5.0,1960.0,1.0,2.0,2.0,Zapadnoe Degunino,Northern ,0.545454545455,0.333333333333
20549,2014-07-03,5100000,38.46900718,36.0,36.0,7.0,11.0,14.0,1992.0,1.0,3.0,1.0,Krjukovo,Zelenograd ,1.0,0.194444444444
20550,2014-07-03,6300000,11.68920789,43.0,27.0,5.0,1.0,5.0,1961.0,2.0,2.0,2.0,Ljublino,South Eastern ,0.627906976744,0.185185185185
20551,2014-07-03,6400000,13.62738895,38.0,19.0,7.0,11.0,17.0,2006.0,1.0,3.0,1.0,Beskudnikovskoe,Northern ,0.5,0.368421052632
20552,2014-07-03,7237341,16.95715522,84.0,84.0,,1.0,10.0,2014.0,3.0,1.0,1.0,Solncevo,Western ,1.0,
20553,2014-07-03,11766543,17.71852563,81.0,,,3.0,22.0,,3.0,1.0,4.0,Mitino,North Western ,,
20554,2014-07-03,7000000,9.016637276,44.0,30.0,5.0,2.0,5.0,1960.0,2.0,,5.0,Bogorodskoe,Eastern ,0.681818181818,0.166666666667
20555,2014-07-03,7263300,19.6919043,78.0,74.0,,23.0,25.0,2014.0,3.0,1.0,1.0,Nekrasovka,South Eastern ,0.948717948718,
20556,2014-07-03,4800000,16.97163625,38.0,19.0,9.0,9.0,16.0,1974.0,1.0,2.0,5.0,Birjulevo Zapadnoe,Southern ,0.5,0.473684210526
20557,2014-07-03,21000000,18.4336048,118.0,67.0,14.0,10.0,11.0,2000.0,3.0,4.0,4.0,Mitino,North Western ,0.567796610169,0.208955223881
20558,2014-07-03,6134400,19.4369908,54.0,32.0,8.0,7.0,17.0,2011.0,2.0,3.0,1.0,Nekrasovka,South Eastern ,0.592592592593,0.25
20559,2014-07-03,6700000,13.89665571,43.0,27.0,5.0,3.0,5.0,1962.0,2.0,2.0,2.0,Losinoostrovskoe,North Eastern ,0.627906976744,0.185185185185
20560,2014-07-03,6782490,21.81418336,56.0,,,18.0,20.0,,3.0,,1.0,Poselenie Sosenskoe,Novomoskovsky ,,
20561,2014-07-03,5500000,12.5975428,32.0,17.0,6.0,3.0,12.0,1981.0,1.0,3.0,1.0,Ljublino,South Eastern ,0.53125,0.352941176471
20562,2014-07-03,5201617,22.56765524,45.0,45.0,,2.0,10.0,2014.0,1.0,1.0,4.0,Poselenie Sosenskoe,Novomoskovsky ,1.0,
20563,2014-07-03,4500800,20.54946417,38.0,,,1.0,13.0,,1.0,1.0,1.0,Nekrasovka,South Eastern ,,
20564,2014-07-03,4021422,29.13376481,38.0,,10.0,12.0,20.0,,1.0,1.0,1.0,Poselenie Desjonovskoe,Novomoskovsky ,,
20565,2014-07-03,6180000,19.83115444,63.0,33.0,12.0,2.0,17.0,2013.0,2.0,2.0,1.0,Nekrasovka,South Eastern ,0.52380952381,0.363636363636
20566,2014-07-03,13000000,13.31575206,82.0,50.0,10.0,10.0,14.0,2003.0,3.0,4.0,1.0,Ljublino,South Eastern ,0.609756097561,0.2
20567,2014-07-04,4000000,13.29599273,32.0,18.0,6.0,2.0,9.0,1970.0,1.0,2.0,1.0,Veshnjaki,Eastern ,0.5625,0.333333333333
20568,2014-07-04,29900000,20.0839673,202.0,86.0,13.0,1.0,3.0,2006.0,4.0,,2.0,Kurkino,North Western ,0.425742574257,0.151162790698
20569,2014-07-04,4774200,35.84935759,43.0,,,1.0,8.0,1875.0,1.0,,1.0,Krjukovo,Zelenograd ,,
20570,2014-07-04,6000000,13.64157068,38.0,19.0,8.0,6.0,17.0,1988.0,1.0,,1.0,Mar'ino,South Eastern ,0.5,0.421052631579
20571,2014-07-04,12800000,2.910286485,53.0,22.0,12.0,11.0,14.0,2013.0,1.0,1.0,6.0,Zamoskvorech'e,Central ,0.415094339623,0.545454545455
20572,2014-07-04,6790000,37.30574156,53.0,28.0,8.0,13.0,22.0,1983.0,2.0,3.0,1.0,Silino,Zelenograd ,0.528301886792,0.285714285714
20573,2014-07-04,6800000,23.17944096,52.0,30.0,9.0,17.0,17.0,2008.0,2.0,3.0,1.0,Poselenie Moskovskij,Novomoskovsky ,0.576923076923,0.3
20574,2014-07-04,4616150,21.70183576,54.0,,,4.0,5.0,,1.0,,1.0,Poselenie Sosenskoe,Novomoskovsky ,,
20575,2014-07-04,7600000,15.38584192,51.0,30.0,9.0,2.0,12.0,1976.0,2.0,3.0,5.0,Orehovo-Borisovo Severnoe,Southern ,0.588235294118,0.3
20576,2014-07-04,2880867,28.73814133,34.0,32.0,,2.0,3.0,2014.0,1.0,1.0,5.0,Poselenie Filimonkovskoe,Novomoskovsky ,0.941176470588,
20577,2014-07-04,13697415,9.838742978,79.0,,,1.0,7.0,2016.0,3.0,1.0,1.0,Tekstil'shhiki,South Eastern ,,
20578,2014-07-04,4640000,19.6919043,40.0,,,1.0,1.0,1875.0,1.0,1.0,1.0,Nekrasovka,South Eastern ,,
20579,2014-07-04,5900000,10.26250007,42.0,26.0,5.0,5.0,5.0,1965.0,2.0,2.0,1.0,Kuz'minki,South Eastern ,0.619047619048,0.192307692308
20580,2014-07-04,4388326,0.072896553,57.0,57.0,12.0,4.0,5.0,2014.0,2.0,1.0,1.0,Tverskoe,Central ,1.0,0.210526315789
20581,2014-07-04,7820400,19.50939074,76.0,,,1.0,1.0,1875.0,1.0,1.0,1.0,Nekrasovka,South Eastern ,,
20582,2014-07-04,16713983,14.29423798,94.0,,,1.0,19.0,2014.0,3.0,1.0,1.0,Strogino,North Western ,,
20583,2014-07-04,6700000,19.37712551,62.0,44.0,6.0,6.0,12.0,1974.0,3.0,2.0,1.0,Birjulevo Zapadnoe,Southern ,0.709677419355,0.136363636364
20584,2014-07-04,4578400,0.072896553,38.0,,,16.0,17.0,,1.0,1.0,1.0,Tverskoe,Central ,,
20585,2014-07-04,7598600,14.98999756,37.0,37.0,,19.0,19.0,2014.0,1.0,1.0,6.0,Strogino,North Western ,1.0,
20586,2014-07-04,11300000,11.96097796,86.0,58.0,8.0,5.0,5.0,1955.0,3.0,2.0,2.0,Kuncevo,Western ,0.674418604651,0.137931034483
20587,2014-07-04,8263322,22.2224338,77.0,,10.0,2.0,17.0,2015.0,3.0,,1.0,Poselenie Vnukovskoe,Novomoskovsky ,,
20588,2014-07-04,6600000,37.1205701,54.0,27.0,11.0,2.0,16.0,1976.0,2.0,2.0,5.0,Staroe Krjukovo,Zelenograd ,0.5,0.407407407407
20589,2014-07-04,6800000,12.90977984,37.0,19.0,9.0,13.0,16.0,1979.0,1.0,3.0,5.0,Otradnoe,North Eastern ,0.513513513514,0.473684210526
20590,2014-07-04,12800000,7.983216594,59.0,34.0,10.0,4.0,22.0,2010.0,2.0,3.0,1.0,Marfino,North Eastern ,0.576271186441,0.294117647059
20591,2014-07-04,6278470,26.09730228,79.0,79.0,10.0,14.0,18.0,2015.0,3.0,1.0,1.0,Poselenie Filimonkovskoe,Novomoskovsky ,1.0,0.126582278481
20592,2014-07-04,1000000,19.08193178,39.0,17.0,8.0,17.0,17.0,2011.0,1.0,3.0,1.0,Nekrasovka,South Eastern ,0.435897435897,0.470588235294
20593,2014-07-04,4700000,13.10633974,31.0,16.0,7.0,4.0,4.0,1954.0,1.0,1.0,2.0,Kuncevo,Western ,0.516129032258,0.4375
20594,2014-07-04,7600000,3.930459523,32.0,21.0,5.0,3.0,9.0,1963.0,1.0,2.0,5.0,Donskoe,Southern ,0.65625,0.238095238095
20595,2014-07-04,7102400,19.6919043,73.0,,,5.0,17.0,2014.0,3.0,1.0,1.0,Nekrasovka,South Eastern ,,
20596,2014-07-04,7567320,14.98999756,37.0,,,1.0,25.0,1875.0,1.0,1.0,1.0,Strogino,North Western ,,
20597,2014-07-04,6600000,13.86950376,39.0,23.0,6.0,11.0,12.0,1968.0,2.0,2.0,5.0,Caricyno,Southern ,0.589743589744,0.260869565217
20598,2014-07-04,11700000,17.60373258,81.0,42.0,12.0,13.0,14.0,2006.0,3.0,3.0,1.0,Kosino-Uhtomskoe,Eastern ,0.518518518519,0.285714285714
20599,2014-07-04,3000000,16.48564596,57.0,31.0,10.0,6.0,16.0,1982.0,2.0,3.0,1.0,Dmitrovskoe,Northern ,0.543859649123,0.322580645161
20600,2014-07-05,4800000,9.198745247,26.0,14.0,5.0,3.0,9.0,1973.0,1.0,2.0,1.0,Pechatniki,South Eastern ,0.538461538462,0.357142857143
20601,2014-07-05,6500000,10.88154054,38.0,19.0,8.0,14.0,14.0,1996.0,1.0,3.0,1.0,Kuz'minki,South Eastern ,0.5,0.421052631579
20602,2014-07-05,6200000,13.04478068,30.0,16.0,5.0,4.0,9.0,1964.0,1.0,3.0,2.0,Severnoe Izmajlovo,Eastern ,0.533333333333,0.3125
20603,2014-07-05,6800000,13.02304234,45.0,31.0,5.0,3.0,5.0,1964.0,2.0,2.0,1.0,Gol'janovo,Eastern ,0.688888888889,0.161290322581
20604,2014-07-05,8160204,22.2224338,77.0,,,5.0,17.0,,3.0,,1.0,Poselenie Vnukovskoe,Novomoskovsky ,,
20605,2014-07-05,11200000,13.0243417,61.0,48.0,,2.0,4.0,1954.0,3.0,3.0,2.0,Kuncevo,Western ,0.786885245902,
20606,2014-07-05,7521272,22.37012991,62.0,62.0,,3.0,24.0,,2.0,,1.0,Poselenie Vnukovskoe,Novomoskovsky ,1.0,
20607,2014-07-05,5798760,21.64326296,76.0,,,5.0,9.0,,2.0,,1.0,Poselenie Sosenskoe,Novomoskovsky ,,
20608,2014-07-05,11500000,16.17570076,54.0,32.0,9.0,14.0,17.0,2004.0,2.0,3.0,1.0,Severnoe Tushino,North Western ,0.592592592593,0.28125
20609,2014-07-05,5800000,16.33781235,39.0,20.0,8.0,2.0,14.0,1995.0,1.0,2.0,1.0,Vyhino-Zhulebino,South Eastern ,0.512820512821,0.4
20610,2014-07-05,5572800,21.60973301,72.0,,,1.0,5.0,,2.0,1.0,1.0,Poselenie Sosenskoe,Novomoskovsky ,,
20611,2014-07-05,3606128,37.39881404,51.0,,,5.0,9.0,,1.0,,1.0,Poselenie Pervomajskoe,Troitsky ,,
20612,2014-07-05,16000000,6.053208053,77.0,46.0,10.0,5.0,17.0,1989.0,3.0,3.0,1.0,Horoshevskoe,Northern ,0.597402597403,0.217391304348
20613,2014-07-05,7600000,13.5845683,54.0,28.0,11.0,16.0,16.0,1978.0,2.0,2.0,5.0,Ivanovskoe,Eastern ,0.518518518519,0.392857142857
20614,2014-07-05,6400000,11.30162756,37.0,22.0,6.0,1.0,9.0,1964.0,2.0,2.0,1.0,Prospekt Vernadskogo,Western ,0.594594594595,0.272727272727
20615,2014-07-05,7100000,14.11000327,42.0,27.0,5.0,9.0,9.0,1971.0,2.0,2.0,2.0,Losinoostrovskoe,North Eastern ,0.642857142857,0.185185185185
20616,2014-07-05,1000000,10.42283091,36.0,20.0,10.0,3.0,12.0,1966.0,1.0,4.0,1.0,Koptevo,Northern ,0.555555555556,0.5
20617,2014-07-05,6500000,18.21301542,49.0,28.0,7.0,5.0,5.0,1983.0,2.0,2.0,2.0,Mitino,North Western ,0.571428571429,0.25
20618,2014-07-05,9500000,8.904934209,75.0,51.0,7.0,2.0,5.0,1959.0,3.0,3.0,2.0,Rjazanskij,South Eastern ,0.68,0.137254901961
20619,2014-07-07,5579930,21.64326296,74.0,50.0,12.0,3.0,18.0,2016.0,2.0,1.0,2.0,Poselenie Sosenskoe,Novomoskovsky ,0.675675675676,0.24
20620,2014-07-07,1946935,19.98806163,63.0,33.0,12.0,5.0,14.0,2010.0,2.0,3.0,1.0,Nekrasovka,South Eastern ,0.52380952381,0.363636363636
20621,2014-07-07,6012273,22.2224338,51.0,,,3.0,17.0,,2.0,,1.0,Poselenie Vnukovskoe,Novomoskovsky ,,
20622,2014-07-07,7867800,20.54946417,81.0,,,9.0,17.0,,3.0,1.0,1.0,Nekrasovka,South Eastern ,,
20623,2014-07-07,8600000,13.1581587,38.0,20.0,10.0,11.0,22.0,2001.0,1.0,,1.0,Troparevo-Nikulino,Western ,0.526315789474,0.5
20624,2014-07-07,37240540,4.190634773,105.0,,,4.0,5.0,,3.0,,1.0,Donskoe,Southern ,,
20625,2014-07-07,4957383,22.2224338,40.0,40.0,,10.0,17.0,1875.0,1.0,1.0,1.0,Poselenie Vnukovskoe,Novomoskovsky ,1.0,
20626,2014-07-07,7650000,16.88587798,41.0,20.0,8.0,10.0,12.0,1979.0,1.0,3.0,1.0,Severnoe Tushino,North Western ,0.487804878049,0.4
20627,2014-07-07,15800000,8.783425758,70.0,50.0,7.0,7.0,8.0,1958.0,3.0,2.0,2.0,Lomonosovskoe,South Western ,0.714285714286,0.14
20628,2014-07-07,9500000,5.424346679,55.0,32.0,8.0,14.0,17.0,1991.0,2.0,,1.0,Donskoe,Southern ,0.581818181818,0.25
20629,2014-07-07,6528000,19.9766576,64.0,,,11.0,11.0,2014.0,2.0,,1.0,Nekrasovka,South Eastern ,,
20630,2014-07-07,7800000,10.1280303,59.0,38.0,5.0,1.0,9.0,1968.0,3.0,2.0,1.0,Ochakovo-Matveevskoe,Western ,0.64406779661,0.131578947368
20631,2014-07-07,2199436,28.73814133,29.0,27.0,,7.0,17.0,2014.0,1.0,1.0,6.0,Poselenie Filimonkovskoe,Novomoskovsky ,0.931034482759,
20632,2014-07-07,5950000,9.594725423,44.0,30.0,5.0,1.0,5.0,1962.0,2.0,3.0,1.0,Kuz'minki,South Eastern ,0.681818181818,0.166666666667
20633,2014-07-07,6528000,20.54946417,64.0,,,11.0,17.0,,2.0,,1.0,Nekrasovka,South Eastern ,,
20634,2014-07-07,3000000,38.21845357,44.0,28.0,6.0,1.0,12.0,1972.0,2.0,3.0,5.0,Matushkino,Zelenograd ,0.636363636364,0.214285714286
20635,2014-07-07,5102646,29.13376481,56.0,56.0,10.0,12.0,12.0,2013.0,2.0,1.0,2.0,Poselenie Desjonovskoe,Novomoskovsky ,1.0,0.178571428571
20636,2014-07-07,6956434,22.2224338,61.0,,,7.0,17.0,,2.0,,1.0,Poselenie Vnukovskoe,Novomoskovsky ,,
20637,2014-07-07,7000000,11.26310226,44.0,30.0,5.0,4.0,5.0,1963.0,2.0,3.0,1.0,Zjuzino,South Western ,0.681818181818,0.166666666667
20638,2014-07-07,15155666,14.29423798,81.0,81.0,,19.0,20.0,2012.0,2.0,1.0,6.0,Strogino,North Western ,1.0,
20639,2014-07-07,4231500,0.072896553,35.0,35.0,,19.0,25.0,2014.0,1.0,1.0,4.0,Tverskoe,Central ,1.0,
20640,2014-07-07,3000000,12.6595523,63.0,33.0,12.0,13.0,17.0,2012.0,2.0,3.0,1.0,Kuncevo,Western ,0.52380952381,0.363636363636
20641,2014-07-07,5150000,10.63788841,31.0,18.0,5.0,4.0,5.0,1971.0,1.0,2.0,1.0,Koptevo,Northern ,0.58064516129,0.277777777778
20642,2014-07-07,3042235,28.15157234,37.0,37.0,10.0,15.0,17.0,1875.0,1.0,1.0,1.0,Poselenie Shherbinka,Novomoskovsky ,1.0,0.27027027027
20643,2014-07-07,11730000,14.97579679,64.0,40.0,8.0,3.0,16.0,1976.0,3.0,3.0,1.0,Bibirevo,North Eastern ,0.625,0.2
20644,2014-07-07,6264300,19.4369908,54.0,32.0,8.0,3.0,17.0,2013.0,2.0,2.0,1.0,Nekrasovka,South Eastern ,0.592592592593,0.25
20645,2014-07-07,5076000,27.01593698,40.0,40.0,,12.0,12.0,2014.0,1.0,1.0,4.0,Poselenie Voskresenskoe,Novomoskovsky ,1.0,
20646,2014-07-07,5700000,37.22063442,45.0,28.0,6.0,11.0,12.0,1969.0,2.0,2.0,5.0,Staroe Krjukovo,Zelenograd ,0.622222222222,0.214285714286
20647,2014-07-07,6692971,22.2224338,61.0,61.0,,17.0,17.0,2014.0,2.0,1.0,1.0,Poselenie Vnukovskoe,Novomoskovsky ,1.0,
20648,2014-07-07,7810600,19.50939074,76.0,,,1.0,1.0,1875.0,1.0,1.0,1.0,Nekrasovka,South Eastern ,,
20649,2014-07-07,5842100,19.6919043,61.0,61.0,,5.0,17.0,1875.0,2.0,1.0,1.0,Nekrasovka,South Eastern ,1.0,
20650,2014-07-07,7500000,37.39852774,56.0,29.0,11.0,5.0,10.0,2001.0,2.0,3.0,1.0,Matushkino,Zelenograd ,0.517857142857,0.379310344828
20651,2014-07-07,6055982,23.37369741,64.0,,,2.0,12.0,,2.0,,1.0,Poselenie Moskovskij,Novomoskovsky ,,
20652,2014-07-07,7350000,14.05668801,43.0,27.0,6.0,6.0,9.0,1970.0,2.0,1.0,1.0,Chertanovo Central'noe,Southern ,0.627906976744,0.222222222222
20653,2014-07-07,4795472,21.60973301,45.0,,,8.0,25.0,,3.0,,1.0,Poselenie Sosenskoe,Novomoskovsky ,,
20654,2014-07-07,13038850,15.48281443,86.0,,10.0,14.0,20.0,,3.0,1.0,1.0,Levoberezhnoe,Northern ,,
20655,2014-07-07,4674122,22.2224338,38.0,38.0,,3.0,17.0,2014.0,1.0,1.0,1.0,Poselenie Vnukovskoe,Novomoskovsky ,1.0,
20656,2014-07-07,1500000,11.15679194,37.0,18.0,9.0,15.0,17.0,2012.0,1.0,3.0,1.0,Sviblovo,North Eastern ,0.486486486486,0.5
20657,2014-07-07,8500000,20.49943561,38.0,19.0,7.0,16.0,17.0,2002.0,1.0,3.0,1.0,Severnoe Butovo,South Western ,0.5,0.368421052632
20658,2014-07-08,4400000,15.02012922,40.0,20.0,8.0,11.0,14.0,1985.0,1.0,3.0,1.0,Brateevo,Southern ,0.5,0.4
20659,2014-07-08,6435860,20.91359729,82.0,82.0,,9.0,9.0,,3.0,,1.0,Poselenie Sosenskoe,Novomoskovsky ,1.0,
20660,2014-07-08,5550000,15.5880056,45.0,28.0,5.0,2.0,5.0,1965.0,2.0,,1.0,Solncevo,Western ,0.622222222222,0.178571428571
20661,2014-07-08,6530200,19.9766576,60.0,,,1.0,1.0,1875.0,1.0,2.0,1.0,Nekrasovka,South Eastern ,,
20662,2014-07-08,6850000,16.9334225,38.0,20.0,8.0,6.0,14.0,1992.0,1.0,3.0,1.0,Mitino,North Western ,0.526315789474,0.4
20663,2014-07-08,6278470,29.13376481,82.0,,,17.0,17.0,,3.0,1.0,1.0,Poselenie Desjonovskoe,Novomoskovsky ,,
20664,2014-07-08,6250000,8.859321041,40.0,20.0,8.0,3.0,14.0,1987.0,1.0,2.0,1.0,Tekstil'shhiki,South Eastern ,0.5,0.4
20665,2014-07-08,7500000,37.52915423,64.0,39.0,7.0,7.0,12.0,1976.0,3.0,3.0,1.0,Silino,Zelenograd ,0.609375,0.179487179487
20666,2014-07-08,6000000,7.074751627,30.0,18.0,6.0,9.0,9.0,1967.0,1.0,3.0,2.0,Kotlovka,South Western ,0.6,0.333333333333
20667,2014-07-08,11316894,10.28830036,53.0,,,11.0,17.0,2014.0,1.0,1.0,1.0,Izmajlovo,Eastern ,,
20668,2014-07-08,1000000,11.52237969,45.0,28.0,6.0,3.0,4.0,1963.0,2.0,3.0,2.0,Pechatniki,South Eastern ,0.622222222222,0.214285714286
20669,2014-07-08,5780000,20.67952031,35.0,14.0,9.0,11.0,17.0,1994.0,1.0,3.0,1.0,Severnoe Butovo,South Western ,0.4,0.642857142857
20670,2014-07-08,5100000,11.14684765,26.0,14.0,5.0,6.0,9.0,1973.0,1.0,3.0,1.0,Rjazanskij,South Eastern ,0.538461538462,0.357142857143
20671,2014-07-08,10500000,15.82211665,57.0,34.0,10.0,14.0,22.0,1986.0,2.0,2.0,1.0,Jasenevo,South Western ,0.59649122807,0.294117647059
20672,2014-07-08,4945860,22.56765524,42.0,,,2.0,5.0,,1.0,,1.0,Poselenie Sosenskoe,Novomoskovsky ,,
20673,2014-07-08,7402800,19.6919043,79.0,,,4.0,17.0,,,,1.0,Nekrasovka,South Eastern ,,
20674,2014-07-08,6415200,22.56765524,63.0,,,2.0,9.0,,2.0,,1.0,Poselenie Sosenskoe,Novomoskovsky ,,
20676,2014-07-08,5600000,12.2956498,46.0,18.0,12.0,8.0,12.0,1980.0,1.0,3.0,1.0,Mar'ino,South Eastern ,0.391304347826,0.666666666667
20677,2014-07-08,6500000,18.78726905,51.0,30.0,8.0,4.0,12.0,1983.0,2.0,3.0,1.0,Birjulevo Vostochnoe,Southern ,0.588235294118,0.266666666667
20678,2014-07-08,14433053,10.57422893,76.0,38.0,14.0,14.0,30.0,2010.0,2.0,1.0,4.0,Zjuzino,South Western ,0.5,0.368421052632
20679,2014-07-08,6500452,22.56765524,61.0,,,2.0,12.0,,2.0,,1.0,Poselenie Sosenskoe,Novomoskovsky ,,
20680,2014-07-08,5400000,11.12984308,38.0,23.0,6.0,1.0,14.0,1974.0,1.0,3.0,5.0,Ochakovo-Matveevskoe,Western ,0.605263157895,0.260869565217
20681,2014-07-08,6450000,10.09430026,37.0,22.0,7.0,6.0,9.0,1962.0,2.0,2.0,5.0,Kuz'minki,South Eastern ,0.594594594595,0.318181818182
20682,2014-07-08,6592000,10.46047102,60.0,,,15.0,17.0,,2.0,1.0,1.0,Tekstil'shhiki,South Eastern ,,
20683,2014-07-08,5150000,31.45222594,48.0,18.0,13.0,6.0,14.0,2009.0,1.0,2.0,6.0,Poselenie Rjazanovskoe,Novomoskovsky ,0.375,0.722222222222
20684,2014-07-08,8025000,10.57162485,45.0,30.0,,5.0,5.0,1961.0,2.0,2.0,1.0,Prospekt Vernadskogo,Western ,0.666666666667,
20685,2014-07-09,11500000,3.363412822,55.0,33.0,7.0,4.0,5.0,1958.0,2.0,2.0,2.0,Presnenskoe,Central ,0.6,0.212121212121
20686,2014-07-09,3900000,6.163571005,25.0,12.0,6.0,5.0,5.0,1960.0,1.0,,2.0,Savelovskoe,Northern ,0.48,0.5
20687,2014-07-09,6087300,20.54946417,59.0,,,25.0,25.0,2014.0,2.0,1.0,1.0,Nekrasovka,South Eastern ,,
20688,2014-07-09,5060620,21.70183576,63.0,,,1.0,6.0,,2.0,1.0,1.0,Poselenie Sosenskoe,Novomoskovsky ,,
20689,2014-07-09,7200000,16.29811679,44.0,28.0,6.0,4.0,9.0,1967.0,2.0,3.0,1.0,Severnoe Tushino,North Western ,0.636363636364,0.214285714286
20690,2014-07-09,11000000,14.28787904,63.0,33.0,9.0,6.0,16.0,1971.0,2.0,,1.0,Chertanovo Central'noe,Southern ,0.52380952381,0.272727272727
20691,2014-07-09,2500000,37.21310858,48.0,31.0,7.0,12.0,12.0,1975.0,2.0,3.0,1.0,Troickij okrug,Troitsky  ,0.645833333333,0.225806451613
20692,2014-07-09,5700000,9.741079048,32.0,18.0,5.0,8.0,9.0,1972.0,1.0,3.0,1.0,Pechatniki,South Eastern ,0.5625,0.277777777778
20693,2014-07-09,6350000,14.71876989,44.0,28.0,5.0,3.0,12.0,1969.0,2.0,2.0,5.0,Caricyno,Southern ,0.636363636364,0.178571428571
20694,2014-07-09,9007230,25.73525569,82.0,48.0,,6.0,17.0,2015.0,3.0,1.0,1.0,Poselenie Voskresenskoe,Novomoskovsky ,0.585365853659,
20695,2014-07-09,6100000,11.94287817,48.0,30.0,6.0,7.0,9.0,1970.0,2.0,2.0,1.0,Ochakovo-Matveevskoe,Western ,0.625,0.2
20696,2014-07-09,6800000,37.90361367,56.0,32.0,9.0,3.0,22.0,1980.0,2.0,4.0,5.0,Silino,Zelenograd ,0.571428571429,0.28125
20697,2014-07-09,6247363,18.53723421,26.0,,,2.0,2.0,2014.0,1.0,,1.0,Mitino,North Western ,,
20698,2014-07-09,3850000,36.03131243,32.0,17.0,9.0,10.0,12.0,1969.0,1.0,3.0,5.0,Troickij okrug,Troitsky  ,0.53125,0.529411764706
20699,2014-07-09,11850000,16.9334225,75.0,45.0,10.0,8.0,17.0,1992.0,3.0,3.0,1.0,Mitino,North Western ,0.6,0.222222222222
20700,2014-07-09,4720000,19.6919043,40.0,,,6.0,17.0,,1.0,,1.0,Nekrasovka,South Eastern ,,
20701,2014-07-09,4964035,29.13376481,56.0,,,6.0,9.0,,2.0,,1.0,Poselenie Desjonovskoe,Novomoskovsky ,,
20702,2014-07-09,6921550,19.43822431,47.0,21.0,13.0,9.0,24.0,2011.0,1.0,1.0,6.0,Birjulevo Vostochnoe,Southern ,0.446808510638,0.619047619048
20703,2014-07-09,6500000,12.65997706,37.0,19.0,9.0,11.0,16.0,1978.0,1.0,4.0,5.0,Ivanovskoe,Eastern ,0.513513513514,0.473684210526
20704,2014-07-09,12550000,15.58773775,75.0,43.0,9.0,22.0,22.0,1984.0,3.0,3.0,1.0,Bibirevo,North Eastern ,0.573333333333,0.209302325581
20705,2014-07-09,5267242,22.45027177,43.0,,,19.0,20.0,,1.0,,1.0,Poselenie Vnukovskoe,Novomoskovsky ,,
20706,2014-07-09,6731800,21.56099964,69.0,,,1.0,5.0,,2.0,1.0,1.0,Poselenie Sosenskoe,Novomoskovsky ,,
20707,2014-07-09,5842100,0.072896553,61.0,,,6.0,17.0,,2.0,1.0,1.0,Tverskoe,Central ,,
20708,2014-07-09,2987151,51.34968656,51.0,51.0,,2.0,5.0,1875.0,2.0,1.0,1.0,Poselenie Novofedorovskoe,Troitsky ,1.0,
20709,2014-07-09,3873870,21.70183576,42.0,,,8.0,17.0,,1.0,,1.0,Poselenie Sosenskoe,Novomoskovsky ,,
20710,2014-07-09,7000000,12.30644441,39.0,23.0,6.0,7.0,14.0,1970.0,2.0,2.0,5.0,Novogireevo,Eastern ,0.589743589744,0.260869565217
20711,2014-07-09,4301000,20.54946417,37.0,,,13.0,17.0,,1.0,,1.0,Nekrasovka,South Eastern ,,
20712,2014-07-09,12950000,16.64409161,74.0,45.0,9.0,6.0,17.0,1997.0,3.0,3.0,1.0,Zjablikovo,Southern ,0.608108108108,0.2
20713,2014-07-09,6300000,8.803451488,42.0,27.0,5.0,1.0,5.0,1958.0,2.0,2.0,2.0,Bogorodskoe,Eastern ,0.642857142857,0.185185185185
20714,2014-07-09,5481986,22.37012991,42.0,,,3.0,24.0,,1.0,,1.0,Poselenie Vnukovskoe,Novomoskovsky ,,
20715,2014-07-09,6800000,12.96920228,43.0,27.0,5.0,5.0,5.0,1961.0,2.0,3.0,5.0,Severnoe Izmajlovo,Eastern ,0.627906976744,0.185185185185
20716,2014-07-09,10600000,2.931048505,40.0,18.0,9.0,7.0,14.0,1974.0,1.0,3.0,2.0,Meshhanskoe,Central ,0.45,0.5
20717,2014-07-09,18850000,13.74549199,102.0,54.0,15.0,7.0,13.0,1997.0,3.0,3.0,2.0,Vostochnoe Degunino,Northern ,0.529411764706,0.277777777778
20718,2014-07-09,3775200,21.60973301,42.0,42.0,6.0,6.0,12.0,2016.0,1.0,1.0,6.0,Poselenie Sosenskoe,Novomoskovsky ,1.0,0.142857142857
20719,2014-07-09,5040000,10.38094389,30.0,18.0,5.0,3.0,5.0,1960.0,1.0,2.0,2.0,Perovo,Eastern ,0.6,0.277777777778
