subfolder,thumbnail,teamname,nmembers
/team/xdg,/theme/images/avatar.png,XDG Gaming,2 members
/team/bigbellygaming,/theme/images/avatar.png,Big Belly Gaming!,2 members
/team/elementsgg,https://static-cdn.jtvnw.net/jtv_user_pictures/team-elementsgg-team_logo_image-75ed269e2dbc248e-300x300.jpeg,Elements,2 members
/team/achievementquest,https://static-cdn.jtvnw.net/jtv_user_pictures/team-achievementquest-team_logo_image-1388a4f25e1c2f9f-300x300.png,Achievement Quest,2 members
/team/esea,https://static-cdn.jtvnw.net/jtv_user_pictures/team-esea-team_logo_image-5fcd99fbe9fca5c4-300x300.png,ESEA TV,2 members
/team/hr,https://static-cdn.jtvnw.net/jtv_user_pictures/team-hr-team_logo_image-4ec04708372b180f-300x300.png,HellRaisers,2 members
/team/empiretv,https://static-cdn.jtvnw.net/jtv_user_pictures/team-empiretv-team_logo_image-2c4ed001453b7a89-300x300.png,Empire LIVE!,2 members
/team/dreamhackcs,/theme/images/avatar.png,DreamHack Counter-Strike GO,2 members
/team/teamjuice,https://static-cdn.jtvnw.net/jtv_user_pictures/team-teamjuice-team_logo_image-a96f59c509d475d0-300x300.png,Team Juice,2 members
/team/psistormgaming,https://static-cdn.jtvnw.net/jtv_user_pictures/team-psistormgaming-team_logo_image-71dd1e0ba12a65fe-300x300.png,PSISTORM,2 members
/team/potatoes,https://static-cdn.jtvnw.net/jtv_user_pictures/team-potatoes-team_logo_image-ecb63e77876cc4fc-300x300.jpeg,Potatoes,2 members
/team/zls,https://static-cdn.jtvnw.net/jtv_user_pictures/team-zls-team_logo_image-9674faa9d3c501e6-300x300.png,Zelda Lady Speedrunners,2 members
/team/fteam,https://static-cdn.jtvnw.net/jtv_user_pictures/team-fteam-team_logo_image-fc6567016906c44f-300x300.png,Fail Team,2 members
/team/thefirm,/theme/images/avatar.png,The Firm,2 members
/team/whosgamingnow,/theme/images/avatar.png,Who's Gaming Now?!,2 members
/team/theunforgiven,/theme/images/avatar.png,The Unforgiven,2 members
/team/paxprime2014sub,/theme/images/avatar.png,Paxprime2014sub,2 members
/team/bunnybattalion,/theme/images/avatar.png,Bunny Battalion,2 members
/team/entertainment,/theme/images/avatar.png,Entertainment,2 members
/team/superhip,https://static-cdn.jtvnw.net/jtv_user_pictures/team-superhip-team_logo_image-f448fb50fbb20ad8-300x300.png,Super Hip,2 members
/team/fzc,https://static-cdn.jtvnw.net/jtv_user_pictures/team-fzc-team_logo_image-f1f84ee3de5a848b-300x300.png,F-ZERO Central,2 members
/team/gameon,https://static-cdn.jtvnw.net/jtv_user_pictures/team-gameon-team_logo_image-a8771b7983d9aa97-300x300.jpeg,GameOn,2 members
/team/wyvernesport,https://static-cdn.jtvnw.net/jtv_user_pictures/team-wyvernesport-team_logo_image-03754dc3f4182421-300x300.png,Wyvern eSports,2 members
/team/fragmachines,/theme/images/avatar.png,Frag Machines,2 members
/team/mianite,https://static-cdn.jtvnw.net/jtv_user_pictures/team-mianite-team_logo_image-d11ebe6d65c8a158-300x300.png,Mianite,2 members
/team/bagl,/theme/images/avatar.png,Bad At Games LIVE,2 members
/team/portalruns,https://static-cdn.jtvnw.net/jtv_user_pictures/team-portalruns-team_logo_image-b4b44796128fa883-300x300.png,Portal Runners,2 members
/team/texturio,https://static-cdn.jtvnw.net/jtv_user_pictures/team-texturio-team_logo_image-42decaf7d3351235-300x300.jpeg,Texturio,2 members
/team/learntopvp,https://static-cdn.jtvnw.net/jtv_user_pictures/team-learntopvp-team_logo_image-4b1dfc5026d85da7-300x300.png,Dara Mactire,2 members
/team/pentakillplayers,https://static-cdn.jtvnw.net/jtv_user_pictures/team-pentakillplayers-team_logo_image-281626d028dfc910-300x300.jpeg,Pentakill Players,2 members
/team/levelupseries,/theme/images/avatar.png,Socal Regionals 2015,2 members
/team/scr2013,/theme/images/avatar.png,SoCal Regionals 2013,2 members
/team/scr,/theme/images/avatar.png,SoCal Regionals 2016,2 members
/team/levelup,/theme/images/avatar.png,Level|Up Series,2 members
/team/levelupsub,/theme/images/avatar.png,Level|Up Subscription,2 members
/team/kona'skorner,https://static-cdn.jtvnw.net/jtv_user_pictures/team-kona'skorner-team_logo_image-4ffe6dd9b6b78ffc-300x300.png,Kona's Korner,2 members
/team/thescrubhub,/theme/images/avatar.png,The Scrub Hub,2 members
/team/loes,/theme/images/avatar.png,League of Extraordinary Streamer,2 members
/team/epicgamesuniverse,https://static-cdn.jtvnw.net/jtv_user_pictures/team-epicgamesuniverse-team_logo_image-bc1b11c2270e7ba0-300x300.jpeg,Epic Games Universe,2 members
/team/teamsp00ky,/theme/images/avatar.png,Team Sp00ky,2 members
/team/crossassault,/theme/images/avatar.png,Crossassault,2 members
/team/frxv,/theme/images/avatar.png,Final Round XV Streams,2 members
/team/winterbrawl8,/theme/images/avatar.png,Winter Brawl 8,2 members
/team/ssc,/theme/images/avatar.png,Supershow Collective,2 members
/team/gamebreakertv,/theme/images/avatar.png,GBM,2 members
/team/weplay,https://static-cdn.jtvnw.net/jtv_user_pictures/team-weplay-team_logo_image-a3731ab01aef8716-300x300.png,WePlay.TV,2 members
/team/vgbc,https://static-cdn.jtvnw.net/jtv_user_pictures/team-vgbc-team_logo_image-181d4f6abb2d205c-300x300.png,VGBootCamp Sub,2 members
/team/fragdominant,/theme/images/avatar.png,Frag Dominant,2 members
/team/craftagainsthumanity,https://static-cdn.jtvnw.net/jtv_user_pictures/team-craftagainsthumanity-team_logo_image-69476e3d8e5b711c-300x300.png,Craft Against Humanity,2 members
/team/thekult,https://static-cdn.jtvnw.net/jtv_user_pictures/team-thekult-team_logo_image-6b0de024a354f7f0-300x300.png,Potato,2 members
/team/onegameagency,https://static-cdn.jtvnw.net/jtv_user_pictures/team-onegameagency-team_logo_image-4203d8b10636ec96-300x300.jpeg,One Game Agency,2 members
/team/derpcrew,/theme/images/avatar.png,The Derp Crew,2 members
/team/clashtournaments,https://static-cdn.jtvnw.net/jtv_user_pictures/team-clashtournaments-team_logo_image-dba98dda6e3a9eb9-300x300.png,CLASH Tournaments,2 members
/team/neogear,/theme/images/avatar.png,NEOGEAR,2 members
/team/thegoodstuff,https://static-cdn.jtvnw.net/jtv_user_pictures/team-thegoodstuff-team_logo_image-4756ee8dc3f8b2b3-300x300.png,The Good Stuff,3 members
/team/diamonds,https://static-cdn.jtvnw.net/jtv_user_pictures/team-diamonds-team_logo_image-bf844587cbf14ff0-300x300.png,Annie's Diamonds,3 members
/team/catalyst,https://static-cdn.jtvnw.net/jtv_user_pictures/team-catalyst-team_logo_image-99380a980adbc126-300x300.png,Catalyst,3 members
/team/zeropointfour,https://static-cdn.jtvnw.net/jtv_user_pictures/team-zeropointfour-team_logo_image-bfaf37a289b048c6-300x300.png,Zero.Four,3 members
/team/fkteam,https://static-cdn.jtvnw.net/jtv_user_pictures/team-fkteam-team_logo_image-a323891986af33eb-300x300.png,FK TeaM,3 members
/team/retromaniacs,https://static-cdn.jtvnw.net/jtv_user_pictures/team-retromaniacs-team_logo_image-49107c33652ee526-300x300.png,Retromaniacs,3 members
/team/primetime,https://static-cdn.jtvnw.net/jtv_user_pictures/team-primetime-team_logo_image-ff24cec09a00b44a-300x300.png,PRIMETIME,3 members
/team/alliance,https://static-cdn.jtvnw.net/jtv_user_pictures/team-alliance-team_logo_image-e5d5ff01a74ec18a-300x300.png,Alliance,3 members
/team/goldensplitnetwork,https://static-cdn.jtvnw.net/jtv_user_pictures/team-goldensplitnetwork-team_logo_image-5628b156fdb73a16-300x300.png,Golden Split Network,3 members
/team/n3wbcr3w,https://static-cdn.jtvnw.net/jtv_user_pictures/team-n3wbcr3w-team_logo_image-cb22c21b37a1a4f3-300x300.jpeg,THE N3WBCR3W,3 members
/team/hitless,https://static-cdn.jtvnw.net/jtv_user_pictures/team-hitless-team_logo_image-9b5ac9630d1fb2dd-300x300.png,Hitless,3 members
/team/freedom,https://static-cdn.jtvnw.net/jtv_user_pictures/team-freedom-team_logo_image-49756e4d876a3f15-300x300.png,Team Freedom,3 members
/team/knights,/theme/images/avatar.png,Knights of Dethridge,3 members
/team/thebearbeerzone,https://static-cdn.jtvnw.net/jtv_user_pictures/team-thebearbeerzone-team_logo_image-5aa083b6d26792c1-300x300.png,The Bearbeer Zone,3 members
/team/tac,https://static-cdn.jtvnw.net/jtv_user_pictures/team-tac-team_logo_image-9d69561057ace13c-300x300.png,The Alpha Collective,3 members
/team/epicheroes,https://static-cdn.jtvnw.net/jtv_user_pictures/team-epicheroes-team_logo_image-64c8174c0a3ae1c4-300x300.png,Epic Heroes,3 members
/team/qlcc,/theme/images/avatar.png,Quarter Life Crisis Crew,3 members
/team/kappaklub,https://static-cdn.jtvnw.net/jtv_user_pictures/team-kappaklub-team_logo_image-300b689ff4a134fe-300x300.jpeg,Kappa Klub,3 members
/team/pandaglobal,https://static-cdn.jtvnw.net/jtv_user_pictures/team-pandaglobal-team_logo_image-5022698562e5fd92-300x300.png,Panda Global,3 members
/team/lethalgaming,https://static-cdn.jtvnw.net/jtv_user_pictures/team-lethalgaming-team_logo_image-8ae3c40ea49650d3-300x300.png,Lethal Gaming,3 members
/team/onebigtv,https://static-cdn.jtvnw.net/jtv_user_pictures/team-onebigtv-team_logo_image-79b8655fe3cca636-300x300.png,OneBigTV,3 members
/team/communityspotlight,https://static-cdn.jtvnw.net/jtv_user_pictures/team-communityspotlight-team_logo_image-a236e29dbb3e0bfc-300x300.png,Community Spotlight,3 members
/team/pndagaming,https://static-cdn.jtvnw.net/jtv_user_pictures/team-pndagaming-team_logo_image-d4ffae54fd9029d1-300x300.png,Pnda Gaming,3 members
/team/chickendinnerscrims,/theme/images/avatar.png,Chicken Dinner Scrims,3 members
/team/north,https://static-cdn.jtvnw.net/jtv_user_pictures/team-north-team_logo_image-2f24ecaefb753e03-300x300.png,North,3 members
/team/miniboss,/theme/images/avatar.png,Miniboss,3 members
/team/dwe,https://static-cdn.jtvnw.net/jtv_user_pictures/team-dwe-team_logo_image-61be79f331256302-300x300.png,Dragon Wing Entertainment,3 members
/team/lotvlaunch,https://static-cdn.jtvnw.net/jtv_user_pictures/team-lotvlaunch-team_logo_image-daa08f20e60401bb-300x300.jpeg,LotV Launch,2 members
/team/kombatnetwork,https://static-cdn.jtvnw.net/jtv_user_pictures/team-kombatnetwork-team_logo_image-aa14ce3ce9b41ebc-300x300.png,Kombat Network,2 members
/team/vikingbrotherhood,https://static-cdn.jtvnw.net/jtv_user_pictures/team-vikingbrotherhood-team_logo_image-cf9757b63d677095-300x300.png,The Viking Brotherhood,2 members
/team/team_alfgo2,https://static-cdn.jtvnw.net/jtv_user_pictures/team-team_alfgo2-team_logo_image-a5c5f1ad00cd8135-300x300.png,Team_A2,3 members
/team/gamesense,https://static-cdn.jtvnw.net/jtv_user_pictures/team-gamesense-team_logo_image-ceeca068ca073c63-300x300.png,Game Sense,3 members
/team/charityheroes,/theme/images/avatar.png,Charity Heroes,3 members
/team/zoneone,https://static-cdn.jtvnw.net/jtv_user_pictures/team-zoneone-team_logo_image-e350d42090070fc2-300x300.png,ZoneOne,3 members
/team/apop,/theme/images/avatar.png,A Plate of Pepsi,3 members
/team/teamhunnies,/theme/images/avatar.png,Hunnies Squad,3 members
/team/gow4week,https://static-cdn.jtvnw.net/jtv_user_pictures/team-gow4week-team_logo_image-39b33ef0508ec814-300x300.jpeg,Gears of War 4 Week,3 members
/team/coregamers,/theme/images/avatar.png,Core Gamers,3 members
/team/estrimeaglandecito,https://static-cdn.jtvnw.net/jtv_user_pictures/team-estrimeaglandecito-team_logo_image-b9ba37bc5b75ce00-300x300.png,Estrimea Glandecito,3 members
/team/planetgg,https://static-cdn.jtvnw.net/jtv_user_pictures/team-planetgg-team_logo_image-e79b7a22666306ba-300x300.jpeg,Planet Network,3 members
/team/exorsus,https://static-cdn.jtvnw.net/jtv_user_pictures/team-exorsus-team_logo_image-99a70c550ff0565d-300x300.jpeg,Exorsus,3 members
/team/desoladies,https://static-cdn.jtvnw.net/jtv_user_pictures/team-desoladies-team_logo_image-29650fc2704672a6-300x300.jpeg,Desoladies,3 members
/team/oakminati,/theme/images/avatar.png,The Oakminati,3 members
/team/spirit,https://static-cdn.jtvnw.net/jtv_user_pictures/team-spirit-team_logo_image-5ebcb8c7f63c3672-300x300.jpeg,Team Spirit,3 members
/team/thedudes,/theme/images/avatar.png,The Dudes,3 members
/team/dotamajor,https://static-cdn.jtvnw.net/jtv_user_pictures/team-dotamajor-team_logo_image-24093332fd4ea0b6-300x300.jpeg,Kiev Major 2017,3 members
/team/pkdynamics,https://static-cdn.jtvnw.net/jtv_user_pictures/team-pkdynamics-team_logo_image-af164127c3e7406e-300x300.png,PlanetkeyTV,3 members
/team/sectedufail,/theme/images/avatar.png,La Secte du Fail,3 members
/team/same,/theme/images/avatar.png,Same,3 members
/team/concept,/theme/images/avatar.png,Concept,3 members
/team/filthycreatures,https://static-cdn.jtvnw.net/jtv_user_pictures/team-filthycreatures-team_logo_image-9165e63348c57238-300x300.png,Filthy Creatures,3 members
/team/theboat,https://static-cdn.jtvnw.net/jtv_user_pictures/team-theboat-team_logo_image-b8472ea210b083a7-300x300.png,The BOAT,3 members
/team/abovethehorizon,/theme/images/avatar.png,Above the Horizon,3 members
/team/greekstone,https://static-cdn.jtvnw.net/jtv_user_pictures/team-greekstone-team_logo_image-75c497520ffc26f3-300x300.jpeg,GreekStone,3 members
/team/dudebros,https://static-cdn.jtvnw.net/jtv_user_pictures/team-dudebros-team_logo_image-3f261021835c573b-300x300.jpeg,The Dude Bros.,3 members
/team/mobilitygaming,https://static-cdn.jtvnw.net/jtv_user_pictures/team-mobilitygaming-team_logo_image-243a325fc5ff8ed6-300x300.png,MobilityGaming,3 members
/team/numotgaming,/theme/images/avatar.png,Team Numot Gaming,3 members
/team/twitchtexas,https://static-cdn.jtvnw.net/jtv_user_pictures/team-twitchtexas-team_logo_image-60efafd49078376f-300x300.png,Twitch Texas,3 members
/team/mousesports,https://static-cdn.jtvnw.net/jtv_user_pictures/team-mousesports-team_logo_image-afa7f06b68682bc4-300x300.png,mousesports,3 members
/team/esm,https://static-cdn.jtvnw.net/jtv_user_pictures/team-esm-team_logo_image-457ea0ec7ef8f58e-300x300.png,ESM.ONE,3 members
/team/russiangirls,https://static-cdn.jtvnw.net/jtv_user_pictures/team-russiangirls-team_logo_image-d90b9c3d9312a3f6-300x300.png,RussianGirls:D,3 members
/team/evolution_2016_ticket,/theme/images/avatar.png,Evolution 2016,3 members
/team/superfriends,https://static-cdn.jtvnw.net/jtv_user_pictures/team-superfriends-team_logo_image-ebccbefb42d3ddad-300x300.png,SUPER Friends,3 members
/team/supereffective,https://static-cdn.jtvnw.net/jtv_user_pictures/team-supereffective-team_logo_image-6335186b8a20fb5b-300x300.png,Super Effective,3 members
/team/koa,https://static-cdn.jtvnw.net/jtv_user_pictures/team-koa-team_logo_image-b66451804038af0b-300x300.jpeg,Kids of Age,3 members
/team/gamelta,https://static-cdn.jtvnw.net/jtv_user_pictures/team-gamelta-team_logo_image-d36353935cc32821-300x300.jpeg,Gamelta,3 members
/team/centerstage,https://static-cdn.jtvnw.net/jtv_user_pictures/team-centerstage-team_logo_image-342c24ad2140c5e7-300x300.png,Center Stage,3 members
/team/yoloarmy,https://static-cdn.jtvnw.net/jtv_user_pictures/team-yoloarmy-team_logo_image-dce5363bb483faf3-300x300.png,YoloArmy,3 members
/team/esa,/theme/images/avatar.png,ESA,3 members
/team/bmg,https://static-cdn.jtvnw.net/jtv_user_pictures/team-bmg-team_logo_image-aa0afe7c63bcf465-300x300.png,In The Skies,3 members
/team/grindnation,https://static-cdn.jtvnw.net/jtv_user_pictures/team-grindnation-team_logo_image-b66fd1aefbfeaafb-300x300.png,Grind Nation,3 members
/team/titlerace,https://static-cdn.jtvnw.net/jtv_user_pictures/team-titlerace-team_logo_image-aceff35ce99fc6b9-300x300.jpeg,Title Race,3 members
/team/eclypsia,https://static-cdn.jtvnw.net/jtv_user_pictures/team-eclypsia-team_logo_image-530e6ac2cf94d8ee-300x300.png,Eclypsia,3 members
/team/streamerscreativos,https://static-cdn.jtvnw.net/jtv_user_pictures/team-streamerscreativos-team_logo_image-930a020a1e7cbe40-300x300.png,Streamers Creativos,3 members
/team/gamescom,https://static-cdn.jtvnw.net/jtv_user_pictures/team-gamescom-team_logo_image-5bc89936de39bc33-300x300.jpeg,gamescom 2016,3 members
/team/illuminaughty,https://static-cdn.jtvnw.net/jtv_user_pictures/team-illuminaughty-team_logo_image-bce87560fcb2589c-300x300.jpeg,The IllumiNaughty,3 members
/team/brothers,https://static-cdn.jtvnw.net/jtv_user_pictures/team-brothers-team_logo_image-1f7196cd38c23558-300x300.png,Degen Dash,3 members
/team/panthersgaming,https://static-cdn.jtvnw.net/jtv_user_pictures/team-panthersgaming-team_logo_image-a5a0a6cdfeece6c5-300x300.jpeg,PANTHERS Gaming,3 members
/team/salzschmiede,/theme/images/avatar.png,Salzschmiede,3 members
/team/orbitesport,https://static-cdn.jtvnw.net/jtv_user_pictures/team-orbitesport-team_logo_image-f1c716abce77f53e-300x300.jpeg,Orbit Esport,3 members
/team/honkingkittens,/theme/images/avatar.png,Honking Kittens,3 members
/team/roomonfire,https://static-cdn.jtvnw.net/jtv_user_pictures/team-roomonfire-team_logo_image-9a62674593411c62-300x300.png,Room On Fire,3 members
/team/creativemenu,https://static-cdn.jtvnw.net/jtv_user_pictures/team-creativemenu-team_logo_image-7772d738ddb956c2-300x300.png,Creative Menu,3 members
/team/tsg,https://static-cdn.jtvnw.net/jtv_user_pictures/team-tsg-team_logo_image-ab624db0704bcc25-300x300.png,TSG,3 members
/team/ubisoft,https://static-cdn.jtvnw.net/jtv_user_pictures/team-ubisoft-team_logo_image-7b62339e412dd969-300x300.jpeg,Ubisoft,3 members
/team/streamersindisguise,https://static-cdn.jtvnw.net/jtv_user_pictures/team-streamersindisguise-team_logo_image-5d641ce26aa4a69c-300x300.jpeg,Streamers In Disguise,3 members
/team/embergg,https://static-cdn.jtvnw.net/jtv_user_pictures/team-embergg-team_logo_image-4b1268461fa37c7a-300x300.jpeg,EmberGG,3 members
/team/mvgleague,https://static-cdn.jtvnw.net/jtv_user_pictures/team-mvgleague-team_logo_image-06f93bef2d59fa8d-300x300.png,MVG Stream Co.,3 members
/team/performanceartists,/theme/images/avatar.png,Team Performance Artists,3 members
/team/neighbors,/theme/images/avatar.png,Friendly Neighborhood Streamers,3 members
/team/risenation,https://static-cdn.jtvnw.net/jtv_user_pictures/team-risenation-team_logo_image-3fa2752713a9c286-300x300.png,Rise Nation,3 members
/team/gambit,https://static-cdn.jtvnw.net/jtv_user_pictures/team-gambit-team_logo_image-46943237490be5e7-300x300.jpeg,Gambit Gaming,3 members
/team/hardcoremode,https://static-cdn.jtvnw.net/jtv_user_pictures/team-hardcoremode-team_logo_image-48a2eceaa92fc412-300x300.png,Hardcore Mode,3 members
/team/battlebuddiesgaming,https://static-cdn.jtvnw.net/jtv_user_pictures/team-battlebuddiesgaming-team_logo_image-29b163280a752ff0-300x300.png,Battle Buddies Gaming,3 members
/team/dvsgaming,https://static-cdn.jtvnw.net/jtv_user_pictures/team-dvsgaming-team_logo_image-3ebc72cd55205a62-300x300.png,DVS Gaming,3 members
/team/h2k,https://static-cdn.jtvnw.net/jtv_user_pictures/team-h2k-team_logo_image-d7f71e8f038260a2-300x300.png,H2K,3 members
/team/exile5,/theme/images/avatar.png,Exile5,3 members
/team/twitchspecials,https://static-cdn.jtvnw.net/jtv_user_pictures/team-twitchspecials-team_logo_image-d9686902e8fd3fd1-300x300.png,Twitch Specials,3 members
/team/themavericks,/theme/images/avatar.png,The Mavericks,3 members
/team/ardentstreamteam,/theme/images/avatar.png,Ardent,3 members
/team/themovement,https://static-cdn.jtvnw.net/jtv_user_pictures/team-themovement-team_logo_image-c8f76f256498a6be-300x300.jpeg,The Movement,3 members
/team/theaquarium,https://static-cdn.jtvnw.net/jtv_user_pictures/team-theaquarium-team_logo_image-15d2a99d5f760cda-300x300.jpeg,The Aquarium,3 members
/team/wheelmen,https://static-cdn.jtvnw.net/jtv_user_pictures/team-wheelmen-team_logo_image-8697d7c7175e5cc9-300x300.jpeg,The Wheelmen,3 members
/team/dldas,https://static-cdn.jtvnw.net/jtv_user_pictures/team-dldas-team_logo_image-52a9ee3770cc11b9-300x300.png,Die Liga der aussergewöhnlichen,3 members
/team/epiphanybolt,https://static-cdn.jtvnw.net/jtv_user_pictures/team-epiphanybolt-team_logo_image-6eb41ca2b1549a22-300x300.png,Epiphany Bolt,3 members
/team/team_dinky,https://static-cdn.jtvnw.net/jtv_user_pictures/team-team_dinky-team_logo_image-b6d3f2086c2a6ec8-300x300.png,Team Dinky,3 members
/team/spacecamp,/theme/images/avatar.png,Space Camp,3 members
/team/lasvegas,https://static-cdn.jtvnw.net/jtv_user_pictures/team-lasvegas-team_logo_image-7061363e4e8574ca-300x300.jpeg,Las Vegas,3 members
/team/crucibleradio,https://static-cdn.jtvnw.net/jtv_user_pictures/team-crucibleradio-team_logo_image-5b0c1d5df415cd8a-300x300.png,Crucible Radio,3 members
/team/synergy,https://static-cdn.jtvnw.net/jtv_user_pictures/team-synergy-team_logo_image-b15143cf7fb4ab23-300x300.png,Synergy,3 members
/team/goattribe,/theme/images/avatar.png,Team Goat Tribe,3 members
/team/thebunnybrigade,https://static-cdn.jtvnw.net/jtv_user_pictures/team-thebunnybrigade-team_logo_image-9fa5472cc285fd86-300x300.png,The Bunny Brigade,3 members
/team/teambro,https://static-cdn.jtvnw.net/jtv_user_pictures/team-teambro-team_logo_image-49ab73ccad65e3e4-300x300.jpeg,Team Bro,3 members
/team/m2gaming,https://static-cdn.jtvnw.net/jtv_user_pictures/team-m2gaming-team_logo_image-a03e6f6edf7f323b-300x300.png,M2 Gaming,3 members
/team/ib,https://static-cdn.jtvnw.net/jtv_user_pictures/team-ib-team_logo_image-152d25b53e98d07c-300x300.png,Indian Broadcasters,3 members
/team/superbestfriendsclub,/theme/images/avatar.png,Super Best Friends Club,3 members
/team/fortitude,/theme/images/avatar.png,F O R T I T U D E,3 members
/team/peachyparty,https://static-cdn.jtvnw.net/jtv_user_pictures/team-peachyparty-team_logo_image-cbe5ecb28583556d-300x300.png,Peachy Party,3 members
/team/thetidalwave,/theme/images/avatar.png,The Tidal Wave,3 members
/team/thedreamers,https://static-cdn.jtvnw.net/jtv_user_pictures/team-thedreamers-team_logo_image-83508b527ddd64fb-300x300.jpeg,The Dreamers,3 members
/team/derlauf,/theme/images/avatar.png,Cool Twitch Team,3 members
/team/gos,https://static-cdn.jtvnw.net/jtv_user_pictures/team-gos-team_logo_image-b48eadeb76b6e4b9-300x300.png,German Online Streams,3 members
/team/teamsweat,/theme/images/avatar.png,Team Sweat,3 members
/team/thereal,/theme/images/avatar.png,The Real,3 members
/team/phanmily,https://static-cdn.jtvnw.net/jtv_user_pictures/team-phanmily-team_logo_image-83c2bd1275e9419e-300x300.jpeg,The Phanmily,3 members
/team/legends,/theme/images/avatar.png,Legends,3 members
/team/hiddentreasure,https://static-cdn.jtvnw.net/jtv_user_pictures/team-hiddentreasure-team_logo_image-6c536c4fdaea446a-300x300.png,The Fam,3 members
/team/trialsofosirischallenge,/theme/images/avatar.png,Destiny – The Trials of Osiris C,3 members
/team/knuckleheads,https://static-cdn.jtvnw.net/jtv_user_pictures/team-knuckleheads-team_logo_image-fed4270cb69db387-300x300.png,The Knuckleheads,3 members
/team/smutt,/theme/images/avatar.png,Smutt,3 members
/team/moonbros,https://static-cdn.jtvnw.net/jtv_user_pictures/team-moonbros-team_logo_image-90dd781d05b59e43-300x300.jpeg,Moon Bros,3 members
/team/itfw,/theme/images/avatar.png,ITFW,3 members
/team/dothackers,https://static-cdn.jtvnw.net/jtv_user_pictures/team-dothackers-team_logo_image-151117bc977f8702-300x300.jpeg,Dot Hackers,3 members
/team/teamcheckpoint,https://static-cdn.jtvnw.net/jtv_user_pictures/team-teamcheckpoint-team_logo_image-dbb4646de843f650-300x300.png,TeamCheckPoint,3 members
/team/amd,https://static-cdn.jtvnw.net/jtv_user_pictures/team-amd-team_logo_image-7f09ccb2645df666-300x300.png,AMD Stream Team,3 members
/team/letsfarm,/theme/images/avatar.png,Let's Farm,3 members
/team/llamanati,https://static-cdn.jtvnw.net/jtv_user_pictures/team-llamanati-team_logo_image-14a57550304cbe70-300x300.png,llamanati,3 members
/team/static,https://static-cdn.jtvnw.net/jtv_user_pictures/team-static-team_logo_image-ff3ed104b9b19aa9-300x300.jpeg,Static,3 members
/team/beastsquad,https://static-cdn.jtvnw.net/jtv_user_pictures/team-beastsquad-team_logo_image-fa20ad9f9645ad40-300x300.png,Beast Squad,3 members
/team/thepenguinsmafia,https://static-cdn.jtvnw.net/jtv_user_pictures/team-thepenguinsmafia-team_logo_image-1dc0ae3aed349918-300x300.png,The G-Lab Penguins,3 members
/team/lt,/theme/images/avatar.png,Lietuviski Streamai,3 members
/team/thevolume,https://static-cdn.jtvnw.net/jtv_user_pictures/team-thevolume-team_logo_image-e4e8b33cd97b03cc-300x300.jpeg,The Volume,3 members
/team/odemmortis,https://static-cdn.jtvnw.net/jtv_user_pictures/team-odemmortis-team_logo_image-02090e33545837d2-300x300.png,Odem Mortis,3 members
/team/teamwp,https://static-cdn.jtvnw.net/jtv_user_pictures/team-teamwp-team_logo_image-55922cc4e6c796f0-300x300.jpeg,Team Well Played,3 members
/team/emuteam,https://static-cdn.jtvnw.net/jtv_user_pictures/team-emuteam-team_logo_image-659e5b0dff35ee0c-300x300.png,EmuTeam,3 members
/team/zombierejects,https://static-cdn.jtvnw.net/jtv_user_pictures/team-zombierejects-team_logo_image-fcb88937339f5985-300x300.jpeg,Zombie Rejects,3 members
/team/tapros,/theme/images/avatar.png,Competitive Tribes: Ascend Strea,3 members
/team/evo_2015_charity_ticket,/theme/images/avatar.png,evo_2015_charity_ticket,3 members
/team/thechoppah,https://static-cdn.jtvnw.net/jtv_user_pictures/team-thechoppah-team_logo_image-240c7ea75d631501-300x300.png,The Choppah,3 members
/team/hkesports,https://static-cdn.jtvnw.net/jtv_user_pictures/team-hkesports-team_logo_image-7fec4f19c5b99a98-300x300.jpeg,Hong Kong Esports,3 members
/team/redditcommunity,/theme/images/avatar.png,Team for all of Redditers,3 members
/team/theninjadojo,https://static-cdn.jtvnw.net/jtv_user_pictures/team-theninjadojo-team_logo_image-f840232009886933-300x300.png,The Ninja Dojo,3 members
/team/euroadtoblizzconhearthstone,https://static-cdn.jtvnw.net/jtv_user_pictures/team-euroadtoblizzconhearthstone-team_logo_image-970fcd1821e793bf-300x300.jpeg,EURoadtoBlizzConHearthstone,3 members
/team/re-load,https://static-cdn.jtvnw.net/jtv_user_pictures/team-re-load-team_logo_image-0501f9d3916e85b6-300x300.jpeg,RE-LOAD,3 members
/team/imperialnetwork,https://static-cdn.jtvnw.net/jtv_user_pictures/team-imperialnetwork-team_logo_image-207f6ef5c45c7801-300x300.png,Imperial Network,3 members
/team/madcatz,https://static-cdn.jtvnw.net/jtv_user_pictures/team-madcatz-team_logo_image-773677f27ac8811a-300x300.png,Mad Catz Twitch Team,3 members
/team/trackmaniacs,https://static-cdn.jtvnw.net/jtv_user_pictures/team-trackmaniacs-team_logo_image-43e82fcd1316afbd-300x300.jpeg,TrackManiacs,3 members
/team/hsfr,https://static-cdn.jtvnw.net/jtv_user_pictures/team-hsfr-team_logo_image-f36e817ac4000150-300x300.png,GamersOrigin,3 members
/team/esltv,/theme/images/avatar.png,ESL TV,3 members
/team/fishncrips,/theme/images/avatar.png,Masters of the Universe,3 members
/team/theasylum,/theme/images/avatar.png,The Asylum,3 members
