"timestamp","full_sq","life_sq","floor","max_floor","material","build_year","num_room","kitch_sq","state","product_type","sub_area","kremlin_km"
"3857","2016-01-15",58.4,33.3,6,20,4,2010,2,10.1,3,"Investment","Lianozovo",15.11531064
"3858","2016-01-15",82.4,61.6,9,17,1,2016,3,10.1,1,"OwnerOccupier","Severnoe",20.2919946
"3859","2016-01-15",52.1,30.5,4,17,1,2000,2,9.8,3,"Investment","Orehovo-Borisovo Juzhnoe",16.77034297
"3860","2016-01-15",38.6,19.1,11,17,1,2006,1,7.4,3,"Investment","Kosino-Uhtomskoe",17.86041997
"3861","2016-01-15",31.2,18.6,5,5,2,1963,1,5.8,2,"Investment","Vojkovskoe",12.08090895
"3862","2016-01-15",117.6,52.45,1,2,1,2015,4,8.8,1,"OwnerOccupier","Tverskoe",0.072896553
"3863","2016-01-15",44.8,26.9,1,5,1,1959,2,6.1,2,"Investment","Severnoe Izmajlovo",11.50975816
"3864","2016-01-15",48.4,20.1,13,16,4,2014,1,13.5,2,"Investment","Poselenie Sosenskoe",19.1706772
"3865","2016-01-15",60.1,44.5,6,9,1,1972,3,6,2,"Investment","Chertanovo Central'noe",15.29656905
"3866","2016-01-15",78.5,45.5,2,17,1,2001,3,10.7,3,"Investment","Akademicheskoe",6.614906502
"3867","2016-01-15",58.3,43.5,5,9,2,1976,3,5.9,3,"Investment","Zjuzino",10.22094889
"3868","2016-01-15",44.9,27.8,10,12,1,1974,2,6.3,2,"Investment","Orehovo-Borisovo Juzhnoe",17.5258527
"3869","2016-01-15",76.1,47.4,8,12,1,2004,3,10.2,3,"Investment","Juzhnoe Butovo",24.31681372
"3870","2016-01-15",31.5,19.2,3,5,2,1962,1,5.6,2,"Investment","Otradnoe",11.00611934
"3871","2016-01-15",67.8,29.1,14,23,4,2005,2,14.3,3,"Investment","Moskvorech'e-Saburovo",11.67224577
"3872","2016-01-15",78.5,43.5,12,25,1,2014,3,14,3,"Investment","Nagornoe",8.451558526
"3873","2016-01-15",66.3,64.8,10,11,1,2017,2,11,1,"OwnerOccupier","Poselenie Vnukovskoe",22.37012991
"3874","2016-01-15",38,19.1,10,14,1,2000,1,8.5,3,"Investment","Juzhnoe Butovo",23.20555412
"3875","2016-01-15",38.1,22.7,5,9,2,1965,2,7.5,2,"Investment","Rjazanskij",10.38799231
"3876","2016-01-15",43.66,44.5,18,17,1,2017,1,8.36,1,"OwnerOccupier","Poselenie Shherbinka",28.7893589
"3877","2016-01-15",87.6,54.09,3,3,1,2016,3,10,1,"OwnerOccupier","Poselenie Sosenskoe",22.56765524
"3878","2016-01-15",38.1,52.3,12,17,1,2016,1,8.9,1,"OwnerOccupier","Poselenie Desjonovskoe",29.13376481
"3879","2016-01-15",54,30.1,3,12,1,1975,2,8.6,1,"Investment","Otradnoe",12.28976363
"3880","2016-01-15",65.57,61.9,6,17,1,2015,2,10,1,"OwnerOccupier","Mitino",18.20669035
"3881","2016-01-15",35.7,44.03,11,17,1,2016,1,9.7,1,"OwnerOccupier","Poselenie Desjonovskoe",33.46485316
"3882","2016-01-15",76.5,45.8,9,13,4,2014,3,9.5,1,"Investment","Krjukovo",35.93747379
"3883","2016-01-16",62.3,38.1,3,9,1,1976,3,8,2,"Investment","Juzhnoe Medvedkovo",13.27331052
"3884","2016-01-16",46.5,45.4,12,12,1,2016,1,9.9,1,"OwnerOccupier","Filevskij Park",6.514713376
"3885","2016-01-16",58.3,34.1,8,14,1,1993,2,10.1,3,"Investment","Krjukovo",38.00178552
"3886","2016-01-16",77.51,46.8,3,17,1,2015,3,9.2,2,"OwnerOccupier","Tverskoe",0.072896553
"3887","2016-01-16",66.6,39.8,5,5,2,1890,3,9.4,2,"Investment","Presnenskoe",3.432087881
"3888","2016-01-16",81.16,29.78,8,16,1,2016,3,10.8,1,"OwnerOccupier","Tverskoe",0.072896553
"3889","2016-01-16",44.4,52.3,12,17,1,2016,1,10,1,"OwnerOccupier","Poselenie Voskresenskoe",25.89297057
"3890","2016-01-16",34,30.4,3,25,4,2017,1,8,1,"OwnerOccupier","Zapadnoe Degunino",16.93688957
"3891","2016-01-16",43.8,29.2,2,5,2,1962,2,5.5,2,"Investment","Otradnoe",11.00611934
"3892","2016-01-16",47.5,44.03,11,17,1,2017,1,8.4,1,"OwnerOccupier","Krjukovo",36.44553969
"3893","2016-01-16",39.3,23.1,5,9,1,1974,2,6,2,"Investment","Nagornoe",11.20813973
"3894","2016-01-16",57.8,30.5,3,5,2,1940,2,10.4,2,"Investment","Ajeroport",8.58145531
"3895","2016-01-16",41.7,21.3,2,7,1,1997,1,8.6,2,"Investment","Matushkino",37.7446473
"3896","2016-01-16",35.4,20.2,11,12,5,1965,1,10,2,"Investment","Zjuzino",9.951980165
"3897","2016-01-16",37.5,18.8,7,17,1,1985,1,8.4,3,"Investment","Brateevo",14.60179165
"3898","2016-01-16",60.3,33.8,8,17,1,2013,2,12.9,3,"Investment","Solncevo",18.15292976
"3899","2016-01-16",38.5,39.2,9,17,1,2016,1,8.3,1,"OwnerOccupier","Severnoe",20.2919946
"3900","2016-01-16",44.9,30.5,1,5,1,1961,2,5.4,2,"Investment","Hamovniki",1.725660289
"3901","2016-01-16",77.3,44,7,25,1,1981,3,10.2,2,"Investment","Tverskoe",0.072896553
"3902","2016-01-16",37.5,19,4,17,1,1999,1,7.7,2,"Investment","Mar'ino",11.89916235
"3903","2016-01-18",58,30.3,12,14,1,2005,2,12,3,"Investment","Ochakovo-Matveevskoe",13.14401856
"3904","2016-01-18",44.55,46.8,1,17,1,2015,2,7.5,1,"OwnerOccupier","Poselenie Vnukovskoe",26.38133249
"3905","2016-01-18",64,64,2,17,1,2016,2,10,1,"OwnerOccupier","Poselenie Moskovskij",22.92187194
"3906","2016-01-18",82.6,61.6,16,17,1,2016,3,10.3,1,"OwnerOccupier","Poselenie Vnukovskoe",22.32714056
"3907","2016-01-18",54.9,31.3,4,14,2,1970,2,8.7,2,"Investment","Babushkinskoe",13.40180812
"3908","2016-01-18",44.35,34.8,3,9,1,2016,1,8.6,1,"OwnerOccupier","Severnoe",18.1377707
"3909","2016-01-18",40,40,17,17,1,2016,1,10,1,"OwnerOccupier","Poselenie Moskovskij",23.37369741
"3910","2016-01-18",58.2,28.3,6,17,1,2014,2,8.8,3,"Investment","Zapadnoe Degunino",15.28008409
"3911","2016-01-18",59.8,44.2,9,9,1,1968,3,6,3,"Investment","Severnoe Tushino",15.56360272
"3912","2016-01-18",41.08,38.2,8,17,4,2016,1,10,1,"OwnerOccupier","Tverskoe",0.072896553
"3913","2016-01-18",44.5,28.7,9,9,2,1968,2,8.4,3,"Investment","Danilovskoe",4.155603871
"3914","2016-01-18",38.3,19,2,10,1,2004,1,7.3,3,"Investment","Kosino-Uhtomskoe",17.06235162
"3915","2016-01-18",53.3,34.2,5,9,1,1975,3,6.1,3,"Investment","Otradnoe",12.59929249
"3916","2016-01-18",37.7,19,5,17,1,2002,1,7.4,3,"Investment","Perovo",9.145851536
"3917","2016-01-18",42.19,38.28,7,25,4,2017,1,10.6,4,"OwnerOccupier","Mitino",17.71852563
"3918","2016-01-18",52.3,28.7,6,22,1,1978,2,8.4,2,"Investment","Silino",37.60466246
"3919","2016-01-18",34.7,19.3,7,12,1,1973,1,9.9,2,"Investment","Veshnjaki",13.10520714
"3920","2016-01-18",38.3,19.2,4,17,1,1996,1,8.4,2,"Investment","Novokosino",14.96832657
"3921","2016-01-18",54.09,54.09,11,12,4,2016,2,10,1,"OwnerOccupier","Poselenie Desjonovskoe",29.13376481
"3922","2016-01-18",57.5,29.7,10,17,1,2013,2,9.3,3,"Investment","Zapadnoe Degunino",15.2412715
"3923","2016-01-18",100,63.4,8,22,1,1992,4,10,2,"Investment","Vyhino-Zhulebino",15.13239738
"3924","2016-01-18",54.66,54.66,2,3,1,2015,2,10,1,"OwnerOccupier","Poselenie Novofedorovskoe",51.34968656
"3925","2016-01-18",58.8,37.4,11,12,1,2017,2,11.2,1,"OwnerOccupier","Nagornoe",8.403669798
"3926","2016-01-18",59.5,32.8,16,22,1,2006,2,10.4,3,"Investment","Obruchevskoe",11.08100615
"3927","2016-01-18",63.8,38.7,6,12,1,1979,3,8.5,3,"Investment","Strogino",14.95297901
"3928","2016-01-18",38.8,18.9,5,12,1,2006,1,9,3,"Investment","Juzhnoe Butovo",25.15662509
"3929","2016-01-18",33.6,19.1,3,9,2,1969,1,6.6,2,"Investment","Kuz'minki",11.78918727
"3930","2016-01-18",45.8,29.6,7,9,1,1976,2,6.3,2,"Investment","Gol'janovo",14.3686285
"3931","2016-01-18",83.7,51.2,7,9,4,2013,3,9.8,1,"Investment","Krjukovo",35.93747379
"3932","2016-01-18",72.8,44,10,14,4,1994,3,9.3,3,"Investment","Bogorodskoe",8.240668254
"3933","2016-01-18",61.26,61.26,3,25,4,2017,2,8.7,4,"OwnerOccupier","Mitino",18.7528432
"3934","2016-01-18",47.82,32,5,17,4,2017,2,8,1,"OwnerOccupier","Krjukovo",36.44553969
"3935","2016-01-18",28.5,28.5,17,17,1,2016,1,9.8,1,"OwnerOccupier","Poselenie Sosenskoe",21.19371185
"3936","2016-01-18",50.5,30.6,4,14,1,1996,2,8.2,2,"Investment","Novokosino",14.31235273
"3937","2016-01-18",58.1,33.9,10,17,1,1985,2,10.1,3,"Investment","Horoshevskoe",4.992584365
"3938","2016-01-18",39,19.2,16,17,1,1987,1,8.3,2,"Investment","Chertanovo Severnoe",13.32234713
"3939","2016-01-18",38,22.9,3,12,1,1973,2,6,2,"Investment","Caricyno",14.12532864
"3940","2016-01-18",62.1,62.1,5,17,1,2016,2,10.5,1,"OwnerOccupier","Poselenie Vnukovskoe",21.90579236
"3941","2016-01-18",77.1,38.8,16,18,6,2004,2,17.8,3,"Investment","Kurkino",21.69023871
"3942","2016-01-18",51.49,54.66,1,3,1,2015,2,10,1,"OwnerOccupier","Poselenie Novofedorovskoe",51.34968656
"3943","2016-01-18",54.3,37,16,24,6,2017,2,9,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"3944","2016-01-18",45.3,29.3,2,5,1,1966,2,5.6,2,"Investment","Novogireevo",10.33781464
"3945","2016-01-18",42.1,18.4,6,16,6,2014,1,11.4,1,"Investment","Poselenie Sosenskoe",21.75631153
"3946","2016-01-18",37.8,19,10,16,1,1973,1,9.5,3,"Investment","Filevskij Park",6.828640617
"3947","2016-01-18",49.5,49.5,11,14,4,1995,1,8,2,"OwnerOccupier","Danilovskoe",5.199528505
"3948","2016-01-18",28.5,35.16,20,22,1,2016,1,10,1,"OwnerOccupier","Poselenie Sosenskoe",21.80066515
"3949","2016-01-18",37.2,18.9,6,17,1,2003,1,6.9,3,"Investment","Jaroslavskoe",14.60516051
"3950","2016-01-18",30.5,16.3,4,9,2,1966,1,5.7,2,"Investment","Gol'janovo",13.59811595
"3951","2016-01-18",43.5,29.2,5,5,2,1961,2,5.7,3,"Investment","Fili Davydkovo",8.727232887
"3952","2016-01-18",31.5,20.1,1,5,1,1961,1,5.1,2,"Investment","Ostankinskoe",6.012636501
"3953","2016-01-18",41.4,19.5,10,17,4,2014,1,8.4,1,"Investment","Krjukovo",35.45719284
"3954","2016-01-18",38.5,19.2,12,17,1,1993,1,8.6,2,"Investment","Vyhino-Zhulebino",15.51179375
"3955","2016-01-18",54.7,37.4,9,9,2,1966,3,5.5,3,"Investment","Dmitrovskoe",16.31588701
"3956","2016-01-18",44.2,29,5,5,2,1963,2,5.7,3,"Investment","Filevskij Park",7.888480675
"3957","2016-01-18",50.7,33,9,9,1,1967,3,6,2,"Investment","Severnoe Tushino",15.31010688
"3958","2016-01-18",32.7,18.9,6,9,1,1979,1,6,2,"Investment","Mar'ino",12.97878724
"3959","2016-01-18",64,64,11,17,1,2016,2,10,1,"OwnerOccupier","Poselenie Moskovskij",23.13130148
"3960","2016-01-19",32,40,4,17,1,2016,1,9.1,1,"OwnerOccupier","Poselenie Desjonovskoe",33.46485316
"3961","2016-01-19",34.6,19.8,8,9,1,1972,1,6.4,2,"Investment","Chertanovo Central'noe",14.34880901
"3962","2016-01-19",29.4,11,4,5,2,1951,1,9.7,3,"Investment","Butyrskoe",6.457008698
"3963","2016-01-19",42.9,26.3,4,5,2,1961,2,5.5,2,"Investment","Fili Davydkovo",8.491024765
"3964","2016-01-19",47.86,39.8,9,12,1,2016,1,9.2,1,"OwnerOccupier","Tverskoe",0.072896553
"3965","2016-01-19",40,40,5,17,1,2016,1,9.6,1,"OwnerOccupier","Poselenie Vnukovskoe",21.69564948
"3966","2016-01-19",44.5,29.1,6,9,1,1970,2,5.9,3,"Investment","Ochakovo-Matveevskoe",10.52240888
"3967","2016-01-19",56.8,30,2,17,1,2013,2,9.2,2,"Investment","Zapadnoe Degunino",15.28008409
"3968","2016-01-19",53.7,31.9,16,16,1,1975,2,9.2,3,"Investment","Otradnoe",12.23077451
"3969","2016-01-19",30.1,18.5,2,5,2,1961,1,5.6,2,"Investment","Savelovskoe",5.354421662
"3970","2016-01-19",32.4,18.7,2,9,1,1976,1,5.9,3,"Investment","Birjulevo Vostochnoe",19.44754651
"3971","2016-01-19",41.3,26.4,1,5,1,1963,2,5.4,2,"Investment","Kuz'minki",10.53379861
"3972","2016-01-19",45.4,30.5,3,5,1,1961,2,5.4,2,"Investment","Kotlovka",8.61502095
"3973","2016-01-19",38.6,19.1,16,17,1,1993,1,8.4,3,"Investment","Rostokino",9.461196187
"3974","2016-01-19",85.67,81.48,18,25,4,2017,3,12,1,"OwnerOccupier","Mitino",17.71852563
"3975","2016-01-19",62.1,62.1,7,17,1,2016,2,10,1,"OwnerOccupier","Poselenie Moskovskij",23.37369741
"3976","2016-01-19",73.1,44.1,10,14,1,1995,3,10.1,2,"Investment","Vyhino-Zhulebino",16.098598
"3977","2016-01-19",38.5,18.8,11,17,1,2014,1,9,2,"Investment","Timirjazevskoe",6.386919213
"3978","2016-01-19",36.8,16.2,3,19,5,2008,1,9.1,2,"Investment","Otradnoe",11.01903836
"3979","2016-01-19",61.1,42.6,7,9,1,1972,3,5.9,2,"Investment","Ivanovskoe",13.63192722
"3980","2016-01-19",66.2,37.1,3,11,6,2017,2,13.3,1,"OwnerOccupier","Poselenie Vnukovskoe",21.69564948
"3981","2016-01-19",44,27.8,2,9,1,1979,2,5.9,2,"Investment","Strogino",15.21658188
"3982","2016-01-19",42.8,20.8,10,12,1,1981,1,8.5,2,"Investment","Bibirevo",14.49464936
"3983","2016-01-19",38.8,20.6,1,12,1,1981,1,8.8,2,"Investment","Filevskij Park",7.892752071
"3984","2016-01-19",79.8,51,7,14,1,2006,3,10.6,2,"Investment","Severnoe",18.00399736
"3985","2016-01-19",45.16,35.15,14,17,1,2016,1,8.6,1,"OwnerOccupier","Poselenie Moskovskij",16.00085262
"3986","2016-01-19",90.4,54.9,7,11,6,2017,3,13.1,1,"OwnerOccupier","Poselenie Vnukovskoe",21.69564948
"3987","2016-01-19",47.1,30.1,6,12,1,1977,2,6.6,2,"Investment","Orehovo-Borisovo Juzhnoe",17.47915115
"3988","2016-01-19",41.1,20.8,7,12,1,1982,1,8.5,2,"Investment","Nagatinskij Zaton",8.760641017
"3989","2016-01-19",39,21,4,12,1,1988,1,8.6,2,"Investment","Severnoe Tushino",16.00313016
"3990","2016-01-19",30.8,19.1,1,5,1,1963,1,5.4,2,"Investment","Cheremushki",10.6765251
"3991","2016-01-19",47.3,30.1,7,9,1,1977,2,6.1,3,"Investment","Orehovo-Borisovo Juzhnoe",17.22401406
"3992","2016-01-19",90.4,56.3,5,25,1,1988,4,8.8,2,"Investment","Kon'kovo",13.10559551
"3993","2016-01-19",31.9,38.5,4,17,1,2016,1,10,1,"OwnerOccupier","Poselenie Desjonovskoe",31.74171168
"3994","2016-01-19",49,34,6,9,1,1979,3,5.8,2,"Investment","Strogino",14.76800061
"3995","2016-01-19",76.8,44.2,6,12,1,2006,3,10.4,3,"Investment","Donskoe",5.08877305
"3996","2016-01-19",37.9,19.1,7,16,1,1980,1,8.2,2,"Investment","Severnoe Tushino",15.79775257
"3997","2016-01-19",32.9,19,5,9,1,1967,1,6.6,3,"Investment","Kuz'minki",10.42661032
"3998","2016-01-19",82.6,82.6,11,20,4,2016,3,10,1,"OwnerOccupier","Poselenie Vnukovskoe",22.48329688
"3999","2016-01-19",34.2,20.9,1,9,2,1964,2,6.1,3,"Investment","Danilovskoe",3.736596887
"4000","2016-01-19",39.2,39.2,6,17,1,2016,1,10,1,"OwnerOccupier","Poselenie Moskovskij",23.37369741
"4001","2016-01-19",76,43.9,16,17,1,1984,3,10.1,3,"Investment","Novogireevo",12.48952971
"4002","2016-01-19",37.9,17,3,14,1,2007,1,8.3,2,"Investment","Dmitrovskoe",14.98642542
"4003","2016-01-19",64,64,12,17,1,2016,2,10,1,"OwnerOccupier","Poselenie Vnukovskoe",21.69564948
"4004","2016-01-19",65.57,60.7,2,17,1,2016,2,10,1,"OwnerOccupier","Mitino",18.20669035
"4005","2016-01-19",76.1,45.6,12,12,1,1998,3,11.6,4,"Investment","Tekstil'shhiki",9.743662729
"4006","2016-01-19",42.96,41.9,7,17,1,2016,1,12.48,1,"OwnerOccupier","Chertanovo Severnoe",12.75433104
"4007","2016-01-19",42.1,17.2,17,22,5,1984,1,10.5,3,"Investment","Jasenevo",17.09629931
"4008","2016-01-19",77.5,46.2,9,16,1,1980,3,10.3,2,"Investment","Jasenevo",18.08903603
"4009","2016-01-19",64.4,31.6,6,20,4,2008,2,12.4,3,"Investment","Moskvorech'e-Saburovo",11.82654792
"4010","2016-01-19",45.4,28.9,3,12,1,1971,2,6,2,"Investment","Savelovskoe",4.770114318
"4011","2016-01-19",62.6,46.3,9,9,1,1975,4,6,3,"Investment","Chertanovo Central'noe",15.35002405
"4012","2016-01-19",51.7,29.8,6,9,2,1976,2,7.3,3,"Investment","Poselenie Kokoshkino",32.07326415
"4013","2016-01-19",66.8,37.9,9,11,2,1953,2,10.8,2,"Investment","Dorogomilovo",4.827602297
"4014","2016-01-19",61.9,59.38,14,17,4,2017,2,10,1,"OwnerOccupier","Nagatinskij Zaton",8.76547251
"4015","2016-01-19",51.7,30.4,2,17,1,2013,2,9.7,2,"Investment","Solncevo",18.01273853
"4016","2016-01-19",38.8,19.9,12,14,1,1971,1,9.7,2,"Investment","Veshnjaki",11.9874689
"4017","2016-01-19",53.2,30.4,14,14,1,1987,2,8.6,3,"Investment","Zjablikovo",16.66905246
"4018","2016-01-19",41.1,16.7,7,24,4,2005,1,9.8,3,"Investment","Horoshevo-Mnevniki",10.37285655
"4019","2016-01-19",41.08,40.46,5,17,1,2017,1,9.8,1,"OwnerOccupier","Tverskoe",0.072896553
"4020","2016-01-20",41.02,44.03,11,17,1,2016,1,9.7,1,"OwnerOccupier","Poselenie Moskovskij",23.37369741
"4021","2016-01-20",54.5,32.5,12,17,1,1987,2,9.4,3,"Investment","Novokosino",15.28955427
"4022","2016-01-20",36.1,19.1,5,5,2,1958,1,8.2,2,"Investment","Sokolinaja Gora",7.420496085
"4023","2016-01-20",57.4,30.5,10,17,1,2014,2,9.1,2,"Investment","Zapadnoe Degunino",15.31662619
"4024","2016-01-20",32.6,18.8,2,9,1,1966,1,6.6,2,"Investment","Hovrino",15.14363223
"4025","2016-01-20",47.6,30.6,7,12,1,1978,2,6.7,2,"Investment","Altuf'evskoe",14.31626405
"4026","2016-01-20",66.6,64.5,8,16,5,1983,3,7.9,2,"Investment","Chertanovo Severnoe",13.19389304
"4027","2016-01-20",69.79,35.88,1,21,4,2017,2,14.72,1,"OwnerOccupier","Poselenie Moskovskij",15.71658926
"4028","2016-01-20",72.3,38.7,2,19,1,2003,2,12.7,3,"Investment","Troparevo-Nikulino",12.20007985
"4029","2016-01-20",32,18.6,9,9,1,1972,1,5.8,3,"Investment","Ivanovskoe",13.39621114
"4030","2016-01-20",78.3,54.2,6,17,1,2016,2,9.6,1,"OwnerOccupier","Poselenie Moskovskij",15.75024402
"4031","2016-01-20",57.1,18.5,20,22,6,2002,1,11.3,3,"Investment","Golovinskoe",12.27825535
"4032","2016-01-20",37.7,19.4,13,16,5,1977,1,9.9,2,"Investment","Pechatniki",10.01794241
"4033","2016-01-20",80.66,49,16,24,6,2017,3,12,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"4034","2016-01-20",40.8,40,2,11,1,2015,1,8,1,"OwnerOccupier","Poselenie Vnukovskoe",21.69564948
"4035","2016-01-20",92.4,49,10,12,4,2001,3,14.3,3,"Investment","Tekstil'shhiki",9.488710511
"4036","2016-01-20",44.9,27.6,2,9,1,1974,2,6,2,"Investment","Pechatniki",10.13719533
"4037","2016-01-20",100.2,42.8,11,23,6,2008,3,20.7,4,"Investment","Basmannoe",3.603911193
"4038","2016-01-20",54.7,32.4,8,17,1,1992,2,9.3,2,"Investment","Mitino",20.32344184
"4039","2016-01-20",77.8,44.7,21,22,1,1987,3,10.1,2,"Investment","Zjablikovo",15.66552858
"4040","2016-01-20",45.5,29,8,9,1,1970,2,6.2,2,"Investment","Gol'janovo",15.15364248
"4041","2016-01-20",32.9,19,7,9,1,1968,1,6.8,2,"Investment","Gol'janovo",12.21702258
"4042","2016-01-20",35,14.5,16,25,5,2014,1,10.5,4,"Investment","Poselenie Sosenskoe",21.17817696
"4043","2016-01-20",28.9,15.5,2,3,2,1976,1,5.7,2,"Investment","Poselenie Krasnopahorskoe",40.83370369
"4044","2016-01-20",45.7,33.2,5,5,5,1962,2,5.5,2,"Investment","Timirjazevskoe",7.533384025
"4045","2016-01-20",32.7,20.1,5,5,1,1961,1,5.3,3,"Investment","Kuz'minki",11.70023114
"4046","2016-01-20",57.9,57.9,11,17,4,2016,2,10,1,"OwnerOccupier","Chertanovo Juzhnoe",17.73458783
"4047","2016-01-20",39.2,40,10,17,1,2017,1,9,1,"OwnerOccupier","Poselenie Moskovskij",23.37369741
"4048","2016-01-20",159.4,101.6,5,15,2,2004,4,12.3,4,"Investment","Ochakovo-Matveevskoe",9.384994713
"4049","2016-01-20",51.2,29.9,8,14,1,1985,2,8.3,3,"Investment","Brateevo",15.13980661
"4050","2016-01-20",37.7,19.4,5,16,1,1977,1,9.9,3,"Investment","Pechatniki",10.01794241
"4051","2016-01-20",72.3,43.2,7,17,1,1996,3,10.2,2,"Investment","Krjukovo",37.6817803
"4052","2016-01-20",34.5,19.4,4,9,1,1973,1,8.9,3,"Investment","Chertanovo Juzhnoe",17.56942095
"4053","2016-01-20",44.1,28.9,3,5,5,1959,2,6,2,"Investment","Severnoe Izmajlovo",11.50975816
"4054","2016-01-20",50.5,30.5,6,14,1,1994,2,8.3,3,"Investment","Juzhnoe Butovo",22.78326729
"4055","2016-01-20",103.5,38.78,34,22,1,2016,1,10,1,"OwnerOccupier","Rostokino",9.2133234
"4056","2016-01-20",80.61,71.82,9,25,1,2016,2,10,1,"OwnerOccupier","Mitino",18.7528432
"4057","2016-01-20",58.8,41.6,3,5,1,1966,3,5.8,3,"Investment","Ochakovo-Matveevskoe",8.715376714
"4058","2016-01-20",33.7,38.5,7,14,1,2016,1,10.3,1,"OwnerOccupier","Donskoe",5.08877305
"4059","2016-01-20",38.96,19.69,4,15,1,2016,1,10,1,"OwnerOccupier","Poselenie Vnukovskoe",23.99671721
"4060","2016-01-20",37.9,22.3,3,17,1,2015,1,8.3,2,"Investment","Caricyno",13.23608606
"4061","2016-01-20",56.73,46.19,15,15,1,2016,2,10,1,"OwnerOccupier","Ochakovo-Matveevskoe",13.34054646
"4062","2016-01-20",32,40,7,17,1,2016,1,10,1,"OwnerOccupier","Poselenie Desjonovskoe",32.22370222
"4063","2016-01-20",38.4,19.2,5,16,5,1984,1,9.9,3,"Investment","Mar'ina Roshha",4.563302509
"4064","2016-01-20",36.56,36.56,3,5,4,2016,1,10,1,"OwnerOccupier","Poselenie Shherbinka",28.15157234
"4065","2016-01-20",44.8,28.8,5,5,5,1959,2,6,2,"Investment","Severnoe Izmajlovo",11.60973651
"4066","2016-01-20",37.8,19.2,8,12,1,1998,1,7.9,3,"Investment","Filevskij Park",7.41822675
"4067","2016-01-21",39.8,20.5,9,12,1,1979,1,8.5,2,"Investment","Nagornoe",9.96900493
"4068","2016-01-21",48.3,30.2,8,9,2,1960,2,7.2,3,"Investment","Lomonosovskoe",8.856147359
"4069","2016-01-21",42.19,38.28,5,25,1,2017,1,10,1,"OwnerOccupier","Mitino",18.7528432
"4070","2016-01-21",38.3,22.5,3,12,5,1965,2,7.6,3,"Investment","Zjuzino",11.20621913
"4071","2016-01-21",32.5,21.5,8,9,5,1963,1,5.3,2,"Investment","Horoshevo-Mnevniki",10.68632062
"4072","2016-01-21",44.35,17.95,7,17,1,2017,1,12.48,1,"OwnerOccupier","Severnoe",20.2919946
"4073","2016-01-21",108.2,57.5,3,6,6,2004,3,16.7,4,"Investment","Gagarinskoe",4.586932379
"4074","2016-01-21",41.08,41.08,5,20,1,2017,1,9.7,1,"OwnerOccupier","Krjukovo",36.44553969
"4075","2016-01-21",78.9,51.8,5,5,2,1957,3,8,2,"Investment","Danilovskoe",4.533721925
"4076","2016-01-21",44.2,27.7,5,5,2,1965,2,5.8,2,"Investment","Novogireevo",10.4131046
"4077","2016-01-21",37.8,19.2,9,17,1,2013,1,7.1,2,"Investment","Nekrasovka",20.13034177
"4078","2016-01-21",45.9,28.9,5,5,1,1964,2,5.8,3,"Investment","Severnoe Tushino",16.64135474
"4079","2016-01-21",47.9,29.8,2,5,1,1976,2,6.1,2,"Investment","Cheremushki",8.95611398
"4080","2016-01-21",126.1,71.8,3,17,1,2000,5,10,4,"Investment","Troparevo-Nikulino",12.82182167
"4081","2016-01-21",30,18.4,2,5,2,1961,1,5.8,2,"Investment","Rjazanskij",9.040927921
"4082","2016-01-21",77.2,45.7,15,16,1,2001,3,10.1,2,"Investment","Juzhnoe Butovo",22.81822625
"4083","2016-01-21",56.7,30.9,4,4,2,1957,2,6.9,2,"Investment","Kuncevo",13.50286361
"4084","2016-01-21",77.4,46.8,4,14,1,1976,3,7.8,3,"Investment","Tekstil'shhiki",9.495825509
"4085","2016-01-21",39.1,20.8,5,12,1,1978,1,8.6,2,"Investment","Ivanovskoe",13.19717902
"4086","2016-01-21",60,43.1,9,9,1,1975,3,5.9,2,"Investment","Chertanovo Central'noe",15.58369503
"4087","2016-01-21",53.9,31.2,5,9,2,2006,2,8.2,3,"Investment","Zamoskvorech'e",2.85330323
"4088","2016-01-21",47.3,26.7,1,9,1,1971,2,6.1,2,"Investment","Beskudnikovskoe",11.74894696
"4089","2016-01-21",76.2,44.8,7,25,1,2014,3,13.8,2,"Investment","Nagornoe",8.451558526
"4090","2016-01-21",39,17.7,3,17,1,2013,1,9.3,3,"Investment","Zapadnoe Degunino",15.28008409
"4091","2016-01-21",84.2,44.9,7,14,4,2014,3,11.4,3,"Investment","Timirjazevskoe",7.177588328
"4092","2016-01-21",32.9,18.9,2,9,1,1971,1,6.7,2,"Investment","Veshnjaki",12.57608546
"4093","2016-01-21",63.3,41.1,2,6,2,1926,3,5.9,2,"Investment","Mar'ina Roshha",3.876866971
"4094","2016-01-21",56.5,32.8,18,19,1,2013,2,8,3,"Investment","Nekrasovka",19.83621868
"4095","2016-01-21",43.4,27.1,5,5,2,1961,2,5.5,4,"Investment","Vostochnoe Izmajlovo",11.96714579
"4096","2016-01-21",64.5,38.5,4,12,1,1983,3,8.3,3,"Investment","Otradnoe",12.09167156
"4097","2016-01-21",42.3,40.2,9,9,1,2015,1,9,1,"OwnerOccupier","Golovinskoe",12.2043709
"4098","2016-01-21",118.2,118.2,9,17,1,2016,4,10.1,1,"OwnerOccupier","Poselenie Sosenskoe",19.1706772
"4099","2016-01-21",51.9,29.5,11,25,4,2003,2,10.9,3,"Investment","Butyrskoe",7.585964825
